quote_id,partner_id,claim_id,vehicle_id,yard_id,quote_date,quoted_tow_price,quoted_daily_storage_rate,free_storage_days,expected_days_in_yard,expected_billable_storage_days,estimated_total_cost_to_partner,estimated_salvage_value,net_expected_recovery,competitor_estimated_total_cost,price_gap_vs_competitor,partner_price_sensitivity_score,yard_capacity_utilization,predicted_acceptance_probability,accepted_flag,lost_reason,expected_margin,recommended_tow_price,recommended_daily_storage_rate,pricing_strategy
QTE002057,P004,CLM000361,VEH000361,YARD_OKC_01,2025-07-24,245,30,0,45,45,1595,500,-1095,1556,39,69,0.67,0.61,1,accepted,1032,252,31,acceptance_max
QTE002058,P008,CLM004192,VEH004192,YARD_OKC_01,2025-07-09,253,20,0,38,38,1013,500,-513,999,14,55,1.01,0.62,1,accepted,453,261,21,margin_max
QTE002059,P003,CLM007846,VEH007846,YARD_OKC_01,2025-04-26,399,32,7,67,60,2319,7465,5146,2422,-103,67,0.91,0.61,1,accepted,1196,411,33,balanced
QTE002060,P020,CLM000467,VEH000467,YARD_DAL_01,2025-04-23,487,36,0,51,51,2323,25569,23246,2352,-29,34,0.49,0.97,1,accepted,1339,502,37,capacity_control
QTE002061,P003,CLM003879,VEH003879,YARD_HOU_01,2025-06-28,313,32,7,61,54,2041,6512,4471,2199,-158,67,0.78,0.60,0,slow_pickup,1285,322,33,capacity_control
QTE002062,P030,CLM004504,VEH004504,YARD_OKC_01,2025-02-14,316,27,0,28,28,1072,11654,10582,1364,-292,50,0.73,0.79,0,unknown,562,325,28,balanced
QTE002063,P040,CLM001775,VEH001775,YARD_DAL_01,2025-01-07,345,29,7,89,82,2723,8427,5704,2845,-122,48,0.70,0.75,1,accepted,1412,355,30,balanced
QTE002064,P028,CLM003664,VEH003664,YARD_OKC_01,2025-01-11,359,37,0,58,58,2505,21597,19092,2544,-39,27,0.82,0.97,1,accepted,1722,370,38,margin_max
QTE002065,P029,CLM009401,VEH009401,YARD_OKC_01,2025-01-16,243,30,3,19,16,723,10144,9421,777,-54,36,0.80,0.88,1,accepted,396,250,31,balanced
QTE002066,P034,CLM003212,VEH003212,YARD_OKC_01,2025-03-31,237,17,5,29,24,645,500,-145,639,6,63,0.93,0.58,0,competitor_relationship,211,244,18,balanced
QTE002067,P026,CLM006662,VEH006662,YARD_OKC_01,2025-05-11,260,23,0,29,29,927,500,-427,747,180,96,0.69,0.32,0,distance_too_far,458,239,21,balanced
QTE002068,P026,CLM007702,VEH007702,YARD_HOU_01,2025-04-16,381,23,0,45,45,1416,1390,-26,1451,-35,96,0.73,0.39,0,unknown,561,351,21,partner_retention
QTE002069,P013,CLM000407,VEH000407,YARD_AUS_01,2025-06-22,313,34,0,41,41,1707,10891,9184,1512,195,47,0.74,0.75,1,accepted,1101,322,35,capacity_control
QTE002070,P010,CLM000148,VEH000148,YARD_DAL_01,2025-05-24,459,41,14,17,3,582,31243,30661,580,2,25,0.97,0.97,1,accepted,86,473,43,capacity_control
QTE002071,P025,CLM008040,VEH008040,YARD_HOU_01,2025-01-31,314,19,0,55,55,1359,3740,2381,1334,25,88,0.76,0.45,0,price_too_high,373,289,17,capacity_control
QTE002072,P004,CLM001450,VEH001450,YARD_HOU_01,2025-05-23,338,27,0,48,48,1634,500,-1134,1723,-89,69,0.65,0.62,1,accepted,907,348,28,balanced
QTE002073,P014,CLM008703,VEH008703,YARD_AUS_01,2025-04-02,374,18,0,55,55,1364,500,-864,1318,46,65,0.71,0.63,0,storage_fee_too_high,320,385,19,balanced
QTE002074,P014,CLM009688,VEH009688,YARD_OKC_01,2025-02-26,233,18,0,43,43,1007,500,-507,1025,-18,65,1.04,0.61,1,accepted,409,240,19,partner_retention
QTE002075,P035,CLM002857,VEH002857,YARD_OKC_01,2025-04-16,353,29,3,39,36,1397,9640,8243,1444,-47,70,0.70,0.61,0,price_too_high,709,364,30,balanced
QTE002076,P015,CLM007471,VEH007471,YARD_DAL_01,2025-04-25,305,30,3,57,54,1925,5263,3338,1996,-71,18,1.07,0.93,1,accepted,1244,314,31,balanced
QTE002077,P040,CLM001869,VEH001869,YARD_OKC_01,2025-01-07,385,34,7,57,50,2085,14552,12467,2199,-114,48,0.57,0.80,1,accepted,1009,397,35,capacity_control
QTE002078,P014,CLM006479,VEH006479,YARD_DAL_01,2025-01-15,437,18,0,31,31,995,500,-495,976,19,65,0.68,0.64,0,price_too_high,231,450,19,balanced
QTE002079,P014,CLM009815,VEH009815,YARD_DAL_01,2025-01-09,233,16,0,40,40,873,500,-373,866,7,65,0.86,0.65,0,storage_fee_too_high,353,240,17,balanced
QTE002080,P040,CLM002700,VEH002700,YARD_DAL_01,2025-01-19,336,29,7,33,26,1090,7038,5948,1099,-9,48,0.83,0.74,0,price_too_high,458,346,30,margin_max
QTE002081,P040,CLM001599,VEH001599,YARD_OKC_01,2025-04-09,439,37,7,63,56,2511,581,-1930,2652,-141,48,0.77,0.70,1,accepted,1345,452,38,partner_retention
QTE002082,P028,CLM001853,VEH001853,YARD_AUS_01,2025-05-11,500,41,0,45,45,2345,4333,1988,2309,36,27,0.78,0.88,1,accepted,1389,515,43,acceptance_max
QTE002083,P014,CLM008942,VEH008942,YARD_OKC_01,2025-03-17,239,15,0,28,28,659,500,-159,625,34,65,1.07,0.59,1,accepted,207,246,16,acceptance_max
QTE002084,P014,CLM003111,VEH003111,YARD_AUS_01,2025-05-16,302,16,0,56,56,1198,752,-446,1353,-155,65,0.81,0.65,1,accepted,294,311,17,margin_max
QTE002085,P003,CLM007875,VEH007875,YARD_AUS_01,2025-01-07,260,29,7,39,32,1188,500,-688,990,198,67,1.02,0.45,0,storage_fee_too_high,682,268,30,capacity_control
QTE002086,P025,CLM003672,VEH003672,YARD_HOU_01,2025-02-09,237,21,0,38,38,1035,500,-535,997,38,88,0.56,0.42,1,accepted,521,218,19,acceptance_max
QTE002087,P007,CLM008453,VEH008453,YARD_OKC_01,2025-05-21,274,23,3,21,18,688,500,-188,705,-17,44,1.07,0.73,1,accepted,276,282,24,balanced
QTE002088,P003,CLM009950,VEH009950,YARD_DAL_01,2025-05-28,404,29,7,39,32,1332,9467,8135,1392,-60,67,0.80,0.62,1,accepted,594,416,30,capacity_control
QTE002089,P035,CLM009952,VEH009952,YARD_OKC_01,2025-03-06,360,22,3,68,65,1790,3164,1374,1823,-33,70,0.75,0.57,1,accepted,708,371,23,margin_max
QTE002090,P005,CLM006062,VEH006062,YARD_HOU_01,2025-05-30,378,37,3,29,26,1340,13478,12138,1165,175,32,0.77,0.92,1,accepted,743,389,38,acceptance_max
QTE002091,P004,CLM006435,VEH006435,YARD_AUS_01,2025-04-25,199,28,0,42,42,1375,10288,8913,1211,164,69,0.94,0.63,1,accepted,901,205,29,margin_max
QTE002092,P037,CLM009357,VEH009357,YARD_HOU_01,2025-04-29,408,20,3,65,62,1648,4931,3283,1942,-294,80,0.68,0.51,1,accepted,512,375,18,acceptance_max
QTE002093,P035,CLM006774,VEH006774,YARD_DAL_01,2025-07-06,376,29,3,91,88,2928,9323,6395,3293,-365,70,0.77,0.61,1,accepted,1376,387,30,balanced
QTE002094,P002,CLM009408,VEH009408,YARD_DAL_01,2025-02-04,265,30,3,45,42,1525,4520,2995,1550,-25,61,0.68,0.70,0,distance_too_far,919,273,31,margin_max
QTE002095,P036,CLM001262,VEH001262,YARD_HOU_01,2025-07-02,251,23,5,21,16,619,9593,8974,604,15,70,1.11,0.61,1,accepted,277,259,24,balanced
QTE002096,P003,CLM004162,VEH004162,YARD_DAL_01,2025-01-24,323,29,7,23,16,787,500,-287,886,-99,67,0.53,0.56,1,accepted,340,333,30,acceptance_max
QTE002097,P005,CLM004933,VEH004933,YARD_HOU_01,2025-07-24,519,39,3,79,76,3483,1011,-2472,3105,378,32,0.75,0.75,1,accepted,1929,535,41,balanced
QTE002098,P024,CLM001320,VEH001320,YARD_OKC_01,2025-02-08,268,31,0,23,23,981,5414,4433,882,99,22,0.73,0.93,1,accepted,639,276,32,acceptance_max
QTE002099,P015,CLM006916,VEH006916,YARD_OKC_01,2025-06-01,355,24,3,53,50,1555,4039,2484,1967,-412,18,0.72,0.97,1,accepted,636,366,25,capacity_control
QTE002100,P028,CLM004125,VEH004125,YARD_HOU_01,2025-06-20,429,32,0,63,63,2445,8479,6034,1881,564,27,0.94,0.72,1,accepted,1317,442,33,acceptance_max
QTE002101,P023,CLM008510,VEH008510,YARD_OKC_01,2025-06-06,318,24,7,96,89,2454,8004,5550,2571,-117,61,0.78,0.75,1,accepted,1172,328,25,acceptance_max
QTE002102,P024,CLM000840,VEH000840,YARD_HOU_01,2025-07-22,428,33,0,70,70,2738,6268,3530,3020,-282,22,0.68,0.97,1,accepted,1493,441,34,acceptance_max
QTE002103,P035,CLM000972,VEH000972,YARD_AUS_01,2025-01-26,359,30,3,69,66,2339,8131,5792,2232,107,70,1.14,0.49,0,competitor_relationship,1240,370,31,margin_max
QTE002104,P028,CLM004839,VEH004839,YARD_HOU_01,2025-05-12,347,37,0,38,38,1753,16423,14670,1674,79,27,0.87,0.95,1,accepted,1112,357,38,partner_retention
QTE002105,P011,CLM008306,VEH008306,YARD_DAL_01,2025-03-30,367,31,7,39,32,1359,13198,11839,1391,-32,78,0.88,0.61,1,accepted,597,338,28,partner_retention
QTE002106,P035,CLM000099,VEH000099,YARD_DAL_01,2025-05-10,288,23,3,72,69,1875,9925,8050,2381,-506,70,1.02,0.58,0,price_too_high,1001,297,24,margin_max
QTE002107,P007,CLM006860,VEH006860,YARD_AUS_01,2025-07-25,324,23,3,60,57,1635,2123,488,1645,-10,44,0.59,0.79,0,distance_too_far,716,334,24,acceptance_max
QTE002108,P022,CLM004291,VEH004291,YARD_DAL_01,2025-01-11,275,36,14,6,0,275,15334,15059,225,50,42,0.84,0.84,0,storage_fee_too_high,30,283,37,balanced
QTE002109,P026,CLM006625,VEH006625,YARD_AUS_01,2025-04-07,291,21,0,50,50,1341,6846,5505,1222,119,96,0.84,0.39,0,competitor_relationship,549,268,19,partner_retention
QTE002110,P008,CLM005354,VEH005354,YARD_AUS_01,2025-02-27,310,19,0,55,55,1355,3331,1976,1499,-144,55,0.92,0.68,1,accepted,495,319,20,partner_retention
QTE002111,P025,CLM006550,VEH006550,YARD_OKC_01,2025-03-31,203,21,0,42,42,1085,2085,1000,1191,-106,88,0.84,0.45,1,accepted,601,187,19,acceptance_max
QTE002112,P029,CLM005090,VEH005090,YARD_AUS_01,2025-07-10,380,31,3,34,31,1341,2372,1031,1242,99,36,1.15,0.71,1,accepted,719,391,32,balanced
QTE002113,P035,CLM000351,VEH000351,YARD_HOU_01,2025-06-12,321,21,3,27,24,825,14689,13864,941,-116,70,0.83,0.65,0,competitor_relationship,282,331,22,partner_retention
QTE002114,P030,CLM007951,VEH007951,YARD_AUS_01,2025-02-18,344,36,0,41,41,1820,9442,7622,1392,428,50,0.86,0.62,1,accepted,1224,354,37,margin_max
QTE002115,P040,CLM002158,VEH002158,YARD_HOU_01,2025-04-26,391,29,7,64,57,2044,11580,9536,2181,-137,48,0.59,0.78,1,accepted,991,403,30,balanced
QTE002116,P031,CLM004647,VEH004647,YARD_OKC_01,2025-03-23,447,35,14,42,28,1427,18370,16943,1079,348,51,0.90,0.70,1,accepted,610,460,36,partner_retention
QTE002117,P021,CLM005397,VEH005397,YARD_OKC_01,2025-05-08,375,23,7,53,46,1433,500,-933,1209,224,71,0.96,0.50,1,accepted,373,345,21,capacity_control
QTE002118,P003,CLM000049,VEH000049,YARD_AUS_01,2025-02-18,366,25,7,33,26,1016,4435,3419,955,61,67,0.80,0.57,0,unknown,417,377,26,acceptance_max
QTE002119,P040,CLM009842,VEH009842,YARD_AUS_01,2025-04-07,384,34,7,35,28,1336,11565,10229,1336,0,48,0.89,0.78,1,accepted,665,396,35,capacity_control
QTE002120,P025,CLM008615,VEH008615,YARD_OKC_01,2025-02-21,284,22,0,39,39,1142,500,-642,941,201,88,0.88,0.37,0,price_too_high,509,261,20,acceptance_max
QTE002121,P037,CLM006381,VEH006381,YARD_AUS_01,2025-01-15,289,20,3,54,51,1309,500,-809,1008,301,80,0.84,0.37,0,storage_fee_too_high,479,266,18,acceptance_max
QTE002122,P032,CLM004812,VEH004812,YARD_OKC_01,2025-05-13,333,28,7,25,18,837,4272,3435,696,141,61,0.66,0.65,0,price_too_high,336,343,29,balanced
QTE002123,P029,CLM000333,VEH000333,YARD_AUS_01,2025-02-05,293,28,3,57,54,1805,13328,11523,1850,-45,36,0.91,0.91,1,accepted,1127,302,29,capacity_control
QTE002124,P015,CLM007529,VEH007529,YARD_DAL_01,2025-06-26,391,27,3,66,63,2092,5447,3355,2198,-106,18,0.86,0.97,1,accepted,1124,403,28,acceptance_max
QTE002125,P028,CLM005412,VEH005412,YARD_DAL_01,2025-06-19,384,35,0,6,6,594,19595,19001,596,-2,27,0.69,0.97,1,accepted,271,396,36,margin_max
QTE002126,P038,CLM009451,VEH009451,YARD_AUS_01,2025-04-18,251,25,5,65,60,1751,500,-1251,1653,98,73,0.81,0.48,0,distance_too_far,946,231,22,acceptance_max
QTE002127,P011,CLM005041,VEH005041,YARD_AUS_01,2025-07-17,334,25,7,47,40,1334,500,-834,1555,-221,78,0.71,0.52,0,competitor_relationship,557,307,22,margin_max
QTE002128,P014,CLM003818,VEH003818,YARD_OKC_01,2025-04-28,336,18,0,41,41,1074,500,-574,1358,-284,65,0.80,0.65,1,accepted,295,346,19,partner_retention
QTE002129,P028,CLM004652,VEH004652,YARD_OKC_01,2025-01-30,496,35,0,32,32,1616,13965,12349,1318,298,27,0.75,0.86,1,accepted,862,511,36,capacity_control
QTE002130,P040,CLM007738,VEH007738,YARD_OKC_01,2025-01-29,403,26,7,38,31,1209,3072,1863,952,257,48,0.82,0.62,0,competitor_relationship,493,415,27,margin_max
QTE002131,P035,CLM007172,VEH007172,YARD_DAL_01,2025-06-14,260,26,3,17,14,624,6586,5962,559,65,70,0.78,0.57,1,accepted,299,268,27,acceptance_max
QTE002132,P037,CLM007507,VEH007507,YARD_AUS_01,2025-07-10,329,26,3,69,66,2045,2616,571,1944,101,80,0.76,0.46,1,accepted,983,303,23,acceptance_max
QTE002133,P035,CLM000020,VEH000020,YARD_DAL_01,2025-06-13,402,29,3,8,5,547,1553,1006,470,77,70,0.55,0.53,0,price_too_high,164,414,30,partner_retention
QTE002134,P037,CLM008797,VEH008797,YARD_OKC_01,2025-02-04,235,22,3,47,44,1203,2477,1274,1005,198,80,0.89,0.43,0,price_too_high,594,216,20,margin_max
QTE002135,P029,CLM006359,VEH006359,YARD_DAL_01,2025-02-28,363,32,3,70,67,2507,6296,3789,2471,36,36,0.85,0.84,1,accepted,1392,374,33,capacity_control
QTE002136,P023,CLM004905,VEH004905,YARD_DAL_01,2025-04-22,383,26,7,47,40,1423,1914,491,1263,160,61,1.03,0.61,1,accepted,540,394,27,balanced
QTE002137,P006,CLM007035,VEH007035,YARD_AUS_01,2025-03-14,426,35,5,65,60,2526,500,-2026,2698,-172,52,0.83,0.68,1,accepted,1286,439,36,balanced
QTE002138,P026,CLM006512,VEH006512,YARD_DAL_01,2025-01-16,292,23,0,72,72,1948,1610,-338,2230,-282,96,0.85,0.40,1,accepted,957,269,21,acceptance_max
QTE002139,P014,CLM008252,VEH008252,YARD_DAL_01,2025-04-04,366,15,0,47,47,1071,500,-571,959,112,65,0.45,0.61,0,storage_fee_too_high,109,377,16,balanced
QTE002140,P029,CLM004357,VEH004357,YARD_HOU_01,2025-03-28,333,30,3,38,35,1383,12174,10791,1413,-30,36,0.80,0.90,1,accepted,676,343,31,margin_max
QTE002141,P029,CLM001385,VEH001385,YARD_AUS_01,2025-07-05,434,23,3,57,54,1676,500,-1176,1197,479,36,0.66,0.64,1,accepted,611,447,24,acceptance_max
QTE002142,P016,CLM004813,VEH004813,YARD_HOU_01,2025-06-02,353,25,0,50,50,1603,824,-779,1634,-31,74,0.89,0.59,1,accepted,666,325,22,partner_retention
QTE002143,P028,CLM004900,VEH004900,YARD_AUS_01,2025-07-19,452,34,0,82,82,3240,13474,10234,2923,317,27,0.88,0.85,1,accepted,1889,466,35,capacity_control
QTE002144,P035,CLM008717,VEH008717,YARD_DAL_01,2025-06-08,318,28,3,37,34,1270,500,-770,1054,216,70,1.00,0.44,0,competitor_relationship,665,328,29,acceptance_max
QTE002145,P013,CLM006428,VEH006428,YARD_OKC_01,2025-06-26,333,29,0,54,54,1899,5298,3399,1689,210,47,0.94,0.70,0,competitor_relationship,1135,343,30,acceptance_max
QTE002146,P008,CLM005452,VEH005452,YARD_AUS_01,2025-05-11,187,21,0,26,26,733,522,-211,871,-138,55,0.55,0.66,0,storage_fee_too_high,389,193,22,partner_retention
QTE002147,P003,CLM006379,VEH006379,YARD_DAL_01,2025-03-21,317,29,7,62,55,1912,9727,7815,1437,475,67,0.94,0.45,0,storage_fee_too_high,964,327,30,balanced
QTE002148,P040,CLM000087,VEH000087,YARD_AUS_01,2025-02-26,452,30,7,37,30,1352,9102,7750,1363,-11,48,0.99,0.73,1,accepted,585,466,31,partner_retention
QTE002149,P004,CLM000331,VEH000331,YARD_HOU_01,2025-06-15,365,26,0,55,55,1795,2284,489,1844,-49,69,0.92,0.63,0,storage_fee_too_high,926,376,27,acceptance_max
QTE002150,P013,CLM000430,VEH000430,YARD_AUS_01,2025-02-23,322,33,0,54,54,2104,5180,3076,2191,-87,47,0.92,0.78,1,accepted,1302,332,34,acceptance_max
QTE002151,P037,CLM000530,VEH000530,YARD_DAL_01,2025-07-21,320,27,3,46,43,1481,500,-981,1767,-286,80,0.59,0.48,0,price_too_high,817,294,24,balanced
QTE002152,P005,CLM001101,VEH001101,YARD_OKC_01,2025-03-29,289,31,3,51,48,1777,20871,19094,1736,41,32,0.87,0.97,1,accepted,1085,298,32,balanced
QTE002153,P037,CLM001158,VEH001158,YARD_DAL_01,2025-07-16,394,26,3,40,37,1356,6013,4657,1448,-92,80,0.61,0.52,1,accepted,593,362,23,partner_retention
QTE002154,P023,CLM008073,VEH008073,YARD_DAL_01,2025-01-24,353,23,7,41,34,1135,8104,6969,920,215,61,0.62,0.67,1,accepted,376,364,24,acceptance_max
QTE002155,P037,CLM002183,VEH002183,YARD_DAL_01,2025-07-13,386,27,3,24,21,953,8236,7283,767,186,80,0.92,0.47,1,accepted,384,355,24,balanced
QTE002156,P006,CLM002286,VEH002286,YARD_HOU_01,2025-01-28,297,32,5,19,14,745,2523,1778,707,38,52,0.78,0.69,0,competitor_relationship,373,306,33,capacity_control
QTE002157,P040,CLM008246,VEH008246,YARD_OKC_01,2025-06-08,404,26,7,51,44,1548,2672,1124,1596,-48,48,0.72,0.71,0,price_too_high,623,416,27,margin_max
QTE002158,P014,CLM009944,VEH009944,YARD_OKC_01,2025-05-12,376,19,0,39,39,1117,500,-617,877,240,65,0.78,0.56,0,competitor_relationship,336,387,20,balanced
QTE002159,P006,CLM007716,VEH007716,YARD_DAL_01,2025-01-19,362,31,5,72,67,2439,4713,2274,2453,-14,52,0.62,0.71,1,accepted,1222,373,32,capacity_control
QTE002160,P028,CLM000065,VEH000065,YARD_OKC_01,2025-02-17,465,32,0,78,78,2961,16409,13448,3104,-143,27,0.91,0.97,1,accepted,1562,479,33,partner_retention
QTE002161,P038,CLM008643,VEH008643,YARD_AUS_01,2025-02-10,242,20,5,45,40,1042,6054,5012,1001,41,73,0.77,0.54,0,competitor_relationship,455,223,18,balanced
QTE002162,P030,CLM004984,VEH004984,YARD_OKC_01,2025-01-31,230,29,0,20,20,810,13958,13148,880,-70,50,1.01,0.78,1,accepted,490,237,30,partner_retention
QTE002163,P039,CLM002869,VEH002869,YARD_HOU_01,2025-06-01,333,17,0,66,66,1455,1526,71,1391,64,77,0.88,0.50,1,accepted,322,306,15,balanced
QTE002164,P028,CLM002522,VEH002522,YARD_OKC_01,2025-07-12,399,37,0,47,47,2138,18477,16339,2061,77,27,0.97,0.95,1,accepted,1358,411,38,balanced
QTE002165,P040,CLM000335,VEH000335,YARD_DAL_01,2025-04-01,308,33,7,50,43,1727,12836,11109,1939,-212,48,0.68,0.79,1,accepted,1078,317,34,partner_retention
QTE002166,P027,CLM002823,VEH002823,YARD_OKC_01,2025-06-30,292,24,3,43,40,1252,9821,8569,1195,57,78,0.50,0.62,1,accepted,647,269,22,acceptance_max
QTE002167,P005,CLM006137,VEH006137,YARD_OKC_01,2025-07-11,423,39,3,25,22,1281,11893,10612,1168,113,32,1.05,0.88,1,accepted,677,436,41,balanced
QTE002168,P014,CLM000581,VEH000581,YARD_HOU_01,2025-04-21,244,17,0,79,79,1587,500,-1087,1480,107,65,1.02,0.58,1,accepted,596,251,18,partner_retention
QTE002169,P019,CLM000288,VEH000288,YARD_HOU_01,2025-03-03,321,25,7,58,51,1596,4061,2465,1863,-267,78,0.65,0.55,1,accepted,601,295,22,margin_max
QTE002170,P019,CLM004452,VEH004452,YARD_HOU_01,2025-04-08,361,23,7,41,34,1143,3066,1923,975,168,78,0.92,0.48,1,accepted,276,332,21,balanced
QTE002171,P023,CLM008867,VEH008867,YARD_HOU_01,2025-07-08,375,30,7,60,53,1965,5143,3178,1427,538,61,0.83,0.54,1,accepted,1048,386,31,balanced
QTE002172,P006,CLM000068,VEH000068,YARD_HOU_01,2025-04-02,410,38,5,17,12,866,14957,14091,969,-103,52,0.72,0.79,0,slow_pickup,359,422,40,capacity_control
QTE002173,P036,CLM003593,VEH003593,YARD_OKC_01,2025-01-05,325,23,5,29,24,877,4524,3647,977,-100,70,0.63,0.64,1,accepted,356,335,24,margin_max
QTE002174,P026,CLM006061,VEH006061,YARD_HOU_01,2025-05-31,333,24,0,2,2,381,8041,7660,419,-38,96,0.88,0.44,1,accepted,138,306,22,balanced
QTE002175,P007,CLM005145,VEH005145,YARD_DAL_01,2025-05-04,385,19,3,89,86,2019,500,-1519,1780,239,44,0.97,0.67,0,price_too_high,400,397,20,margin_max
QTE002176,P037,CLM004679,VEH004679,YARD_AUS_01,2025-05-08,309,27,3,65,62,1983,1688,-295,1358,625,80,0.39,0.27,0,slow_pickup,1053,284,24,balanced
QTE002177,P028,CLM008203,VEH008203,YARD_DAL_01,2025-01-18,374,30,0,42,42,1634,7464,5830,1843,-209,27,0.91,0.92,1,accepted,862,385,31,capacity_control
QTE002178,P003,CLM002264,VEH002264,YARD_AUS_01,2025-06-11,404,29,7,51,44,1680,500,-1180,1879,-199,67,0.74,0.56,1,accepted,746,416,30,capacity_control
QTE002179,P014,CLM008803,VEH008803,YARD_AUS_01,2025-02-04,329,14,0,54,54,1085,500,-585,1197,-112,65,0.95,0.64,1,accepted,170,339,15,margin_max
QTE002180,P040,CLM003891,VEH003891,YARD_OKC_01,2025-05-21,412,27,7,30,23,1033,12188,11155,1140,-107,48,0.69,0.78,1,accepted,406,424,28,balanced
QTE002181,P019,CLM000190,VEH000190,YARD_HOU_01,2025-01-27,246,22,7,41,34,994,3420,2426,769,225,78,0.86,0.47,1,accepted,493,226,20,balanced
QTE002182,P015,CLM004314,VEH004314,YARD_DAL_01,2025-06-02,394,29,3,52,49,1815,2407,592,1708,107,18,0.73,0.92,1,accepted,957,406,30,partner_retention
QTE002183,P028,CLM000350,VEH000350,YARD_DAL_01,2025-02-03,423,34,0,80,80,3143,18385,15242,3046,97,27,0.81,0.96,1,accepted,2084,436,35,balanced
QTE002184,P002,CLM000701,VEH000701,YARD_DAL_01,2025-07-09,341,30,3,64,61,2171,10922,8751,1836,335,61,0.73,0.62,1,accepted,1269,351,31,acceptance_max
QTE002185,P025,CLM002861,VEH002861,YARD_DAL_01,2025-01-13,245,21,0,42,42,1127,2325,1198,1275,-148,88,1.03,0.41,0,slow_pickup,500,225,19,margin_max
QTE002186,P023,CLM002500,VEH002500,YARD_DAL_01,2025-04-20,393,23,7,61,54,1635,14113,12478,1593,42,61,0.69,0.78,0,price_too_high,567,405,24,margin_max
QTE002187,P040,CLM003758,VEH003758,YARD_HOU_01,2025-04-10,323,36,7,11,4,467,16651,16184,398,69,48,0.73,0.79,1,accepted,127,333,37,partner_retention
QTE002188,P035,CLM004395,VEH004395,YARD_OKC_01,2025-07-18,222,31,3,37,34,1276,9768,8492,1330,-54,70,0.67,0.61,1,accepted,821,229,32,margin_max
QTE002189,P039,CLM007026,VEH007026,YARD_OKC_01,2025-06-21,217,23,0,63,63,1666,500,-1166,2138,-472,77,0.45,0.52,1,accepted,877,200,21,balanced
QTE002190,P035,CLM001663,VEH001663,YARD_DAL_01,2025-05-26,277,24,3,53,50,1477,500,-977,1484,-7,70,1.10,0.48,0,competitor_relationship,747,285,25,capacity_control
QTE002191,P036,CLM002254,VEH002254,YARD_HOU_01,2025-01-22,391,29,5,84,79,2682,7625,4943,2353,329,70,0.81,0.55,0,competitor_relationship,1381,403,30,balanced
QTE002192,P035,CLM003867,VEH003867,YARD_AUS_01,2025-07-26,358,22,3,18,15,688,6752,6064,654,34,70,0.92,0.58,1,accepted,200,369,23,margin_max
QTE002193,P008,CLM001252,VEH001252,YARD_DAL_01,2025-07-27,282,20,0,40,40,1082,500,-582,1162,-80,55,0.79,0.66,1,accepted,516,290,21,partner_retention
QTE002194,P012,CLM007492,VEH007492,YARD_HOU_01,2025-03-19,349,31,3,70,67,2426,2602,176,3116,-690,58,1.02,0.64,0,competitor_relationship,1280,359,32,capacity_control
QTE002195,P014,CLM000387,VEH000387,YARD_HOU_01,2025-01-15,272,15,0,32,32,752,500,-252,849,-97,65,0.85,0.65,1,accepted,282,280,16,margin_max
QTE002196,P026,CLM006715,VEH006715,YARD_HOU_01,2025-02-15,326,26,0,40,40,1366,3612,2246,1653,-287,96,0.93,0.41,1,accepted,668,300,23,acceptance_max
QTE002197,P019,CLM003709,VEH003709,YARD_AUS_01,2025-03-22,396,24,7,102,95,2676,500,-2176,2931,-255,78,0.77,0.53,1,accepted,876,364,22,acceptance_max
QTE002198,P006,CLM004717,VEH004717,YARD_AUS_01,2025-01-08,326,39,5,71,66,2900,12501,9601,2468,432,52,0.77,0.62,1,accepted,1951,336,41,margin_max
QTE002199,P037,CLM005647,VEH005647,YARD_HOU_01,2025-03-21,362,24,3,24,21,866,814,-52,904,-38,80,0.73,0.48,1,accepted,279,333,22,capacity_control
QTE002200,P019,CLM007635,VEH007635,YARD_AUS_01,2025-04-25,221,23,7,43,36,1049,500,-549,1057,-8,78,0.66,0.53,0,competitor_relationship,487,203,21,margin_max
QTE002201,P014,CLM003282,VEH003282,YARD_AUS_01,2025-05-09,267,16,0,57,57,1179,500,-679,1279,-100,65,0.93,0.65,1,accepted,400,275,17,acceptance_max
QTE002202,P023,CLM004200,VEH004200,YARD_AUS_01,2025-03-31,428,27,7,72,65,2183,9797,7614,2145,38,61,0.96,0.73,0,price_too_high,839,441,28,margin_max
QTE002203,P023,CLM006850,VEH006850,YARD_AUS_01,2025-05-06,357,22,7,49,42,1281,9358,8077,1417,-136,61,0.77,0.76,1,accepted,466,368,23,partner_retention
QTE002204,P003,CLM004987,VEH004987,YARD_DAL_01,2025-04-18,389,31,7,34,27,1226,6595,5369,1586,-360,67,0.94,0.59,0,price_too_high,547,401,32,acceptance_max
QTE002205,P011,CLM009282,VEH009282,YARD_HOU_01,2025-03-24,254,33,7,43,36,1442,9365,7923,1507,-65,78,0.64,0.58,1,accepted,873,234,30,acceptance_max
QTE002206,P026,CLM002216,VEH002216,YARD_AUS_01,2025-06-15,299,22,0,43,43,1245,5092,3847,1360,-115,96,0.56,0.42,0,price_too_high,550,275,20,acceptance_max
QTE002207,P026,CLM008264,VEH008264,YARD_AUS_01,2025-06-12,234,21,0,38,38,1032,500,-532,1094,-62,96,0.61,0.39,0,price_too_high,567,215,19,partner_retention
