tow_event_id,claim_id,vehicle_id,partner_id,origin_zip,origin_city,origin_state,yard_id,tow_distance_miles,tow_request_time,tow_completed_time,tow_duration_hours,tow_type,base_tow_cost,fuel_surcharge,labor_cost,third_party_tow_cost,internal_total_tow_cost,quoted_tow_price,accepted_flag,competitor_estimated_price,gross_tow_margin,outsourced_flag
TOW003263,CLM008339,VEH008339,P028,78701,Austin,TX,YARD_HOU_01,78.7,2025-05-21 17:00:00,2025-05-21 23:19:26,6.3,standard,319,52,177,670,670,995,1,940,325,1
TOW003264,CLM006829,VEH006829,P025,77002,Houston,TX,YARD_OKC_01,16.7,2025-01-20 20:00:00,2025-01-20 23:08:53,3.1,standard,127,12,65,0,204,274,0,236,70,0
TOW003265,CLM002854,VEH002854,P035,75149,Mesquite,TX,YARD_OKC_01,49.8,2025-04-17 21:00:00,2025-04-18 05:30:53,8.5,standard,229,57,125,645,645,878,1,814,233,1
TOW003266,CLM004627,VEH004627,P003,77520,Baytown,TX,YARD_DAL_01,9.1,2025-01-31 17:00:00,2025-01-31 23:03:25,6.1,standard,103,10,51,0,164,227,0,248,63,0
TOW003267,CLM002930,VEH002930,P006,78701,Austin,TX,YARD_OKC_01,26.2,2025-03-10 10:00:00,2025-03-10 13:31:50,3.5,priority,156,24,82,0,262,369,0,237,107,0
TOW003268,CLM003349,VEH003349,P014,78664,Round Rock,TX,YARD_AUS_01,32.8,2025-06-15 09:00:00,2025-06-15 17:43:47,8.7,standard,177,27,94,0,298,392,1,411,94,0
TOW003269,CLM005903,VEH005903,P028,77002,Houston,TX,YARD_HOU_01,28.6,2025-02-21 15:00:00,2025-02-21 23:31:34,8.5,long_distance,164,18,86,0,268,356,1,374,88,0
TOW003270,CLM004919,VEH004919,P015,78664,Round Rock,TX,YARD_AUS_01,13.5,2025-03-07 07:00:00,2025-03-07 11:30:49,4.5,long_distance,117,14,59,0,190,280,1,285,90,0
TOW003271,CLM003169,VEH003169,P003,75024,Plano,TX,YARD_AUS_01,27.8,2025-06-21 16:00:00,2025-06-21 22:26:30,6.4,standard,161,18,85,0,265,378,1,385,113,0
TOW003272,CLM001166,VEH001166,P013,78664,Round Rock,TX,YARD_OKC_01,44.0,2025-07-21 15:00:00,2025-07-21 19:04:19,4.1,standard,211,41,114,0,366,496,0,452,130,0
TOW003273,CLM001154,VEH001154,P023,76010,Arlington,TX,YARD_DAL_01,17.2,2025-06-03 12:00:00,2025-06-03 14:37:19,2.6,standard,128,20,66,0,214,289,1,252,75,0
TOW003274,CLM000533,VEH000533,P013,75201,Dallas,TX,YARD_AUS_01,14.4,2025-05-26 14:00:00,2025-05-26 17:25:45,3.4,standard,120,14,61,0,195,247,1,264,52,0
TOW003275,CLM007427,VEH007427,P013,77002,Houston,TX,YARD_AUS_01,26.0,2025-06-13 14:00:00,2025-06-14 01:33:39,11.6,heavy_vehicle,376,16,212,843,843,1172,1,1249,329,1
TOW003276,CLM004029,VEH004029,P035,75201,Dallas,TX,YARD_AUS_01,7.8,2025-07-29 22:00:00,2025-07-30 06:05:14,8.1,after_hours,99,8,49,275,275,424,1,435,149,1
TOW003277,CLM002001,VEH002001,P002,76010,Arlington,TX,YARD_AUS_01,13.6,2025-03-01 20:00:00,2025-03-02 00:16:29,4.3,standard,117,15,59,0,191,270,1,263,79,0
TOW003278,CLM008667,VEH008667,P013,77520,Baytown,TX,YARD_HOU_01,13.7,2025-05-06 19:00:00,2025-05-06 22:30:06,3.5,long_distance,117,14,60,0,191,248,1,238,57,0
TOW003279,CLM009260,VEH009260,P019,77002,Houston,TX,YARD_DAL_01,26.4,2025-02-25 11:00:00,2025-02-25 17:04:43,6.1,standard,157,15,83,0,254,286,0,253,32,0
TOW003280,CLM002827,VEH002827,P004,77520,Baytown,TX,YARD_DAL_01,5.3,2025-01-10 21:00:00,2025-01-11 03:59:21,7.0,heavy_vehicle,311,4,175,0,490,561,1,541,71,0
TOW003281,CLM007046,VEH007046,P025,75024,Plano,TX,YARD_AUS_01,33.2,2025-03-09 19:00:00,2025-03-10 02:11:37,7.2,standard,178,38,95,362,362,535,0,624,173,1
TOW003282,CLM001910,VEH001910,P024,75201,Dallas,TX,YARD_DAL_01,19.3,2025-07-21 16:00:00,2025-07-21 19:11:56,3.2,standard,135,17,70,0,221,278,1,265,57,0
TOW003283,CLM005418,VEH005418,P005,75201,Dallas,TX,YARD_DAL_01,34.6,2025-02-08 21:00:00,2025-02-09 02:06:23,5.1,standard,182,23,97,460,460,694,1,702,234,1
TOW003284,CLM006964,VEH006964,P013,75024,Plano,TX,YARD_AUS_01,20.9,2025-01-24 18:00:00,2025-01-24 22:11:12,4.2,priority,140,19,73,0,232,282,1,193,50,0
TOW003285,CLM007494,VEH007494,P024,78664,Round Rock,TX,YARD_OKC_01,21.1,2025-01-19 16:00:00,2025-01-20 01:09:21,9.2,standard,140,17,73,0,230,283,0,329,53,0
TOW003286,CLM003117,VEH003117,P040,73102,Oklahoma City,OK,YARD_HOU_01,19.1,2025-04-04 08:00:00,2025-04-04 10:42:01,2.7,standard,134,11,69,397,397,512,1,495,115,1
TOW003287,CLM000818,VEH000818,P014,76010,Arlington,TX,YARD_HOU_01,32.2,2025-06-15 11:00:00,2025-06-15 19:54:39,8.9,priority,175,21,93,0,288,406,0,376,118,0
TOW003288,CLM009562,VEH009562,P003,78664,Round Rock,TX,YARD_OKC_01,82.3,2025-05-11 11:00:00,2025-05-11 23:20:39,12.3,long_distance,330,79,183,782,782,968,1,776,186,1
TOW003289,CLM003871,VEH003871,P002,78664,Round Rock,TX,YARD_OKC_01,21.2,2025-01-23 08:00:00,2025-01-23 10:22:49,2.4,long_distance,141,22,73,381,381,528,0,532,147,1
TOW003290,CLM008954,VEH008954,P004,78701,Austin,TX,YARD_OKC_01,29.1,2025-07-29 17:00:00,2025-07-29 20:29:08,3.5,standard,165,22,87,0,274,342,0,328,68,0
TOW003291,CLM000760,VEH000760,P040,75024,Plano,TX,YARD_DAL_01,18.9,2025-07-24 10:00:00,2025-07-24 15:46:35,5.8,standard,134,21,69,0,223,258,0,268,35,0
TOW003292,CLM002339,VEH002339,P006,77002,Houston,TX,YARD_AUS_01,16.1,2025-05-15 15:00:00,2025-05-15 22:54:08,7.9,standard,125,15,64,0,203,297,1,332,94,0
TOW003293,CLM003314,VEH003314,P019,76010,Arlington,TX,YARD_DAL_01,6.1,2025-04-09 20:00:00,2025-04-09 22:31:13,2.5,priority,94,7,46,0,147,225,0,289,78,0
TOW003294,CLM005924,VEH005924,P019,77520,Baytown,TX,YARD_HOU_01,19.6,2025-07-05 18:00:00,2025-07-05 22:04:26,4.1,standard,136,14,70,0,220,308,0,355,88,0
TOW003295,CLM006956,VEH006956,P022,73102,Oklahoma City,OK,YARD_OKC_01,8.2,2025-06-09 11:00:00,2025-06-09 15:34:52,4.6,standard,100,5,50,343,343,484,1,435,141,1
TOW003296,CLM002788,VEH002788,P024,73102,Oklahoma City,OK,YARD_HOU_01,14.3,2025-07-18 22:00:00,2025-07-19 02:21:57,4.4,standard,119,14,61,0,194,290,0,306,96,0
TOW003297,CLM007783,VEH007783,P032,78701,Austin,TX,YARD_AUS_01,24.2,2025-06-15 20:00:00,2025-06-16 02:15:46,6.3,long_distance,150,15,79,0,244,325,0,329,81,0
TOW003298,CLM007713,VEH007713,P005,78701,Austin,TX,YARD_DAL_01,20.5,2025-06-08 09:00:00,2025-06-08 15:40:39,6.7,long_distance,139,24,72,0,235,324,0,337,89,0
TOW003299,CLM009676,VEH009676,P024,77520,Baytown,TX,YARD_DAL_01,7.7,2025-07-26 17:00:00,2025-07-26 18:47:21,1.8,standard,99,8,49,0,156,227,1,236,71,0
TOW003300,CLM006765,VEH006765,P035,75201,Dallas,TX,YARD_AUS_01,32.7,2025-05-31 19:00:00,2025-06-01 03:04:07,8.1,standard,176,27,94,0,297,356,0,374,59,0
TOW003301,CLM002954,VEH002954,P023,77002,Houston,TX,YARD_OKC_01,41.3,2025-03-29 12:00:00,2025-03-29 18:19:00,6.3,standard,203,45,109,0,358,519,0,423,161,0
TOW003302,CLM004620,VEH004620,P035,75024,Plano,TX,YARD_HOU_01,20.2,2025-01-20 09:00:00,2025-01-20 11:22:13,2.4,standard,138,17,71,0,226,266,0,260,40,0
TOW003303,CLM007862,VEH007862,P019,76010,Arlington,TX,YARD_HOU_01,23.8,2025-05-12 14:00:00,2025-05-12 19:31:23,5.5,long_distance,149,19,78,474,474,537,0,507,63,1
TOW003304,CLM005840,VEH005840,P029,73102,Oklahoma City,OK,YARD_DAL_01,48.4,2025-05-29 07:00:00,2025-05-29 17:39:58,10.7,priority,225,33,122,0,381,494,1,499,113,0
TOW003305,CLM008134,VEH008134,P026,75201,Dallas,TX,YARD_AUS_01,16.2,2025-03-26 09:00:00,2025-03-26 12:52:06,3.9,standard,125,12,64,379,379,479,0,518,100,1
TOW003306,CLM005833,VEH005833,P030,73102,Oklahoma City,OK,YARD_HOU_01,10.0,2025-06-26 11:00:00,2025-06-26 16:17:10,5.3,standard,106,10,53,0,169,251,1,247,82,0
TOW003307,CLM004249,VEH004249,P035,78701,Austin,TX,YARD_AUS_01,19.2,2025-07-07 07:00:00,2025-07-07 09:38:29,2.6,priority,135,15,70,0,219,251,0,236,32,0
TOW003308,CLM003527,VEH003527,P028,76010,Arlington,TX,YARD_OKC_01,44.1,2025-04-24 14:00:00,2025-04-24 22:42:29,8.7,priority,212,38,114,0,364,486,1,442,122,0
TOW003309,CLM007708,VEH007708,P029,78664,Round Rock,TX,YARD_AUS_01,34.3,2025-02-15 09:00:00,2025-02-15 12:52:45,3.9,long_distance,181,39,97,0,317,431,1,371,114,0
TOW003310,CLM001766,VEH001766,P008,75149,Mesquite,TX,YARD_OKC_01,39.1,2025-05-12 21:00:00,2025-05-13 01:06:46,4.1,after_hours,196,31,105,0,332,501,1,615,169,0
TOW003311,CLM007864,VEH007864,P040,78701,Austin,TX,YARD_DAL_01,7.5,2025-06-30 20:00:00,2025-07-01 02:00:22,6.0,long_distance,98,4,48,0,151,194,1,202,43,0
TOW003312,CLM009196,VEH009196,P015,75149,Mesquite,TX,YARD_HOU_01,12.8,2025-05-12 11:00:00,2025-05-12 13:47:13,2.8,priority,115,15,58,0,188,255,0,276,67,0
TOW003313,CLM009478,VEH009478,P015,77002,Houston,TX,YARD_DAL_01,30.6,2025-04-07 11:00:00,2025-04-07 17:14:19,6.2,priority,170,28,90,0,288,425,0,316,137,0
TOW003314,CLM009633,VEH009633,P028,75149,Mesquite,TX,YARD_AUS_01,35.3,2025-02-03 08:00:00,2025-02-03 11:18:06,3.3,standard,184,28,99,0,311,477,0,346,166,0
TOW003315,CLM004886,VEH004886,P003,73102,Oklahoma City,OK,YARD_AUS_01,25.4,2025-06-17 13:00:00,2025-06-17 16:14:07,3.2,after_hours,154,24,81,0,258,377,1,340,119,0
TOW003316,CLM008520,VEH008520,P007,78701,Austin,TX,YARD_OKC_01,19.1,2025-04-12 22:00:00,2025-04-13 06:13:17,8.2,after_hours,134,18,69,0,222,283,1,319,61,0
TOW003317,CLM005731,VEH005731,P007,77520,Baytown,TX,YARD_AUS_01,31.8,2025-01-15 19:00:00,2025-01-16 04:43:47,9.7,long_distance,174,22,92,0,288,405,0,352,117,0
TOW003318,CLM003181,VEH003181,P015,73102,Oklahoma City,OK,YARD_HOU_01,31.4,2025-01-19 20:00:00,2025-01-20 03:10:33,7.2,priority,172,34,92,0,298,456,0,529,158,0
TOW003319,CLM002165,VEH002165,P003,78664,Round Rock,TX,YARD_HOU_01,9.2,2025-05-29 08:00:00,2025-05-29 14:20:03,6.3,priority,104,7,52,0,162,235,1,189,73,0
TOW003320,CLM007747,VEH007747,P024,78664,Round Rock,TX,YARD_HOU_01,25.7,2025-01-03 13:00:00,2025-01-03 15:35:32,2.6,long_distance,155,31,81,0,267,400,1,346,133,0
TOW003321,CLM003292,VEH003292,P023,77002,Houston,TX,YARD_DAL_01,63.8,2025-05-20 15:00:00,2025-05-20 23:46:21,8.8,standard,273,49,150,0,472,683,0,687,211,0
TOW003322,CLM000998,VEH000998,P014,75149,Mesquite,TX,YARD_DAL_01,60.3,2025-04-01 17:00:00,2025-04-02 01:04:20,8.1,standard,262,45,144,0,450,620,0,497,170,0
TOW003323,CLM007968,VEH007968,P023,75024,Plano,TX,YARD_HOU_01,44.3,2025-03-19 17:00:00,2025-03-20 00:35:08,7.6,priority,212,38,115,0,365,554,1,633,189,0
TOW003324,CLM004749,VEH004749,P014,77002,Houston,TX,YARD_OKC_01,12.4,2025-07-13 20:00:00,2025-07-14 02:45:22,6.8,standard,113,7,57,0,178,235,0,259,57,0
TOW003325,CLM006718,VEH006718,P015,75201,Dallas,TX,YARD_OKC_01,34.6,2025-07-18 18:00:00,2025-07-18 21:28:17,3.5,long_distance,182,24,97,0,303,451,1,417,148,0
TOW003326,CLM000161,VEH000161,P019,76010,Arlington,TX,YARD_AUS_01,6.2,2025-05-19 17:00:00,2025-05-19 20:07:43,3.1,standard,94,7,46,267,267,303,0,355,36,1
TOW003327,CLM002642,VEH002642,P005,76010,Arlington,TX,YARD_DAL_01,23.5,2025-01-12 18:00:00,2025-01-13 01:48:37,7.8,standard,148,18,77,443,443,649,0,736,206,1
TOW003328,CLM005479,VEH005479,P023,75024,Plano,TX,YARD_HOU_01,125.9,2025-06-18 08:00:00,2025-06-18 19:10:13,11.2,standard,465,94,262,915,915,1228,1,1412,313,1
TOW003329,CLM005626,VEH005626,P035,77002,Houston,TX,YARD_HOU_01,43.2,2025-01-30 13:00:00,2025-01-30 18:43:27,5.7,standard,209,50,113,0,372,453,0,410,81,0
TOW003330,CLM007179,VEH007179,P004,76010,Arlington,TX,YARD_OKC_01,15.9,2025-03-28 08:00:00,2025-03-28 13:09:13,5.2,after_hours,124,18,64,0,206,249,0,251,43,0
TOW003331,CLM002065,VEH002065,P040,75149,Mesquite,TX,YARD_HOU_01,32.1,2025-06-29 07:00:00,2025-06-29 10:27:29,3.5,standard,175,24,93,431,431,603,1,611,172,1
TOW003332,CLM006905,VEH006905,P030,75201,Dallas,TX,YARD_AUS_01,50.6,2025-04-27 16:00:00,2025-04-27 23:29:46,7.5,standard,232,38,126,0,396,454,0,423,58,0
TOW003333,CLM000324,VEH000324,P028,77520,Baytown,TX,YARD_AUS_01,66.8,2025-03-30 09:00:00,2025-03-30 16:58:50,8.0,priority,282,65,155,0,503,652,1,665,149,0
TOW003334,CLM004922,VEH004922,P015,78664,Round Rock,TX,YARD_DAL_01,48.6,2025-05-07 07:00:00,2025-05-07 17:38:40,10.6,priority,226,36,122,0,385,547,1,697,162,0
TOW003335,CLM005670,VEH005670,P028,75201,Dallas,TX,YARD_DAL_01,27.3,2025-07-19 13:00:00,2025-07-19 19:03:52,6.1,standard,160,17,84,0,261,323,0,290,62,0
TOW003336,CLM006890,VEH006890,P004,75201,Dallas,TX,YARD_AUS_01,9.2,2025-07-18 07:00:00,2025-07-18 13:37:18,6.6,standard,104,10,52,0,165,219,1,228,54,0
TOW003337,CLM003167,VEH003167,P028,76010,Arlington,TX,YARD_AUS_01,10.7,2025-03-21 07:00:00,2025-03-21 11:41:03,4.7,standard,108,9,54,257,257,382,0,349,125,1
TOW003338,CLM008261,VEH008261,P021,75149,Mesquite,TX,YARD_DAL_01,89.2,2025-03-26 14:00:00,2025-03-26 23:41:58,9.7,standard,352,68,196,710,710,900,1,830,190,1
TOW003339,CLM006485,VEH006485,P003,73102,Oklahoma City,OK,YARD_HOU_01,7.6,2025-02-23 12:00:00,2025-02-23 16:05:41,4.1,long_distance,99,5,49,0,152,190,0,198,38,0
TOW003340,CLM009605,VEH009605,P019,75024,Plano,TX,YARD_DAL_01,48.2,2025-07-02 22:00:00,2025-07-03 01:57:22,4.0,priority,224,43,122,0,389,499,0,476,110,0
TOW003341,CLM002140,VEH002140,P014,78701,Austin,TX,YARD_HOU_01,52.7,2025-05-18 06:00:00,2025-05-18 10:30:17,4.5,standard,238,50,130,0,418,510,1,445,92,0
TOW003342,CLM004736,VEH004736,P028,78701,Austin,TX,YARD_OKC_01,14.0,2025-04-18 16:00:00,2025-04-18 19:08:39,3.1,long_distance,118,16,60,343,343,465,0,413,122,1
TOW003343,CLM005944,VEH005944,P007,77520,Baytown,TX,YARD_OKC_01,14.3,2025-05-31 20:00:00,2025-06-01 02:23:02,6.4,standard,119,12,61,0,192,287,0,335,95,0
TOW003344,CLM002927,VEH002927,P011,78664,Round Rock,TX,YARD_AUS_01,13.9,2025-05-24 22:00:00,2025-05-25 03:17:20,5.3,priority,118,13,60,241,241,286,1,290,45,1
TOW003345,CLM003795,VEH003795,P014,77002,Houston,TX,YARD_DAL_01,30.3,2025-02-07 09:00:00,2025-02-07 18:13:52,9.2,standard,169,36,90,0,294,436,1,399,142,0
TOW003346,CLM001536,VEH001536,P020,76010,Arlington,TX,YARD_OKC_01,12.8,2025-06-19 18:00:00,2025-06-20 01:21:44,7.4,standard,115,14,58,0,186,245,1,262,59,0
TOW003347,CLM005272,VEH005272,P028,75024,Plano,TX,YARD_AUS_01,28.9,2025-03-10 13:00:00,2025-03-10 20:20:51,7.3,long_distance,165,26,87,0,278,346,0,313,68,0
TOW003348,CLM005227,VEH005227,P035,77002,Houston,TX,YARD_OKC_01,34.0,2025-02-12 15:00:00,2025-02-12 22:55:12,7.9,standard,180,35,96,0,312,374,1,400,62,0
TOW003349,CLM004962,VEH004962,P024,78701,Austin,TX,YARD_AUS_01,38.3,2025-05-12 21:00:00,2025-05-13 04:44:43,7.7,long_distance,194,30,104,0,328,394,0,447,66,0
TOW003350,CLM002580,VEH002580,P020,73102,Oklahoma City,OK,YARD_HOU_01,8.8,2025-06-01 11:00:00,2025-06-01 12:55:14,1.9,after_hours,102,7,51,343,343,387,1,526,44,1
TOW003351,CLM008738,VEH008738,P013,73102,Oklahoma City,OK,YARD_DAL_01,20.4,2025-01-30 09:00:00,2025-01-30 13:14:35,4.2,long_distance,138,24,72,0,234,299,0,233,65,0
TOW003352,CLM008066,VEH008066,P014,78701,Austin,TX,YARD_HOU_01,12.2,2025-05-18 17:00:00,2025-05-18 18:50:37,1.8,long_distance,113,13,57,239,239,292,1,284,53,1
TOW003353,CLM000477,VEH000477,P013,76010,Arlington,TX,YARD_HOU_01,24.7,2025-05-31 07:00:00,2025-05-31 14:37:57,7.6,after_hours,152,24,79,0,255,391,0,345,136,0
TOW003354,CLM006913,VEH006913,P028,75149,Mesquite,TX,YARD_AUS_01,3.1,2025-03-09 19:00:00,2025-03-09 23:56:09,4.9,standard,85,2,41,0,127,147,1,146,20,0
TOW003355,CLM009841,VEH009841,P040,78664,Round Rock,TX,YARD_DAL_01,51.8,2025-07-01 13:00:00,2025-07-01 17:14:39,4.2,long_distance,236,50,128,0,414,636,1,695,222,0
TOW003356,CLM009658,VEH009658,P037,78701,Austin,TX,YARD_OKC_01,14.3,2025-05-13 22:00:00,2025-05-14 04:07:33,6.1,long_distance,119,17,61,0,197,226,0,157,29,0
TOW003357,CLM008697,VEH008697,P035,75024,Plano,TX,YARD_HOU_01,18.1,2025-07-27 09:00:00,2025-07-27 11:06:03,2.1,priority,131,14,68,0,213,269,1,272,56,0
TOW003358,CLM003785,VEH003785,P005,78701,Austin,TX,YARD_AUS_01,64.4,2025-04-22 15:00:00,2025-04-23 01:35:15,10.6,standard,275,72,151,0,498,711,0,711,213,0
TOW003359,CLM002490,VEH002490,P013,75149,Mesquite,TX,YARD_HOU_01,35.9,2025-02-16 21:00:00,2025-02-17 05:02:44,8.0,standard,186,20,100,0,306,462,0,356,156,0
TOW003360,CLM007214,VEH007214,P040,75024,Plano,TX,YARD_HOU_01,36.5,2025-07-13 10:00:00,2025-07-13 15:04:15,5.1,long_distance,188,38,101,0,327,498,0,497,171,0
TOW003361,CLM004305,VEH004305,P035,78701,Austin,TX,YARD_HOU_01,11.7,2025-03-08 19:00:00,2025-03-09 00:48:07,5.8,long_distance,111,9,56,0,177,234,1,251,57,0
TOW003362,CLM006944,VEH006944,P037,77002,Houston,TX,YARD_AUS_01,3.9,2025-01-01 18:00:00,2025-01-02 05:54:28,11.9,heavy_vehicle,307,5,172,0,484,685,1,642,201,0
TOW003363,CLM002715,VEH002715,P003,78701,Austin,TX,YARD_AUS_01,108.8,2025-05-29 13:00:00,2025-05-30 02:29:06,13.5,standard,412,98,231,967,967,1365,1,1279,398,1
TOW003364,CLM008557,VEH008557,P014,78701,Austin,TX,YARD_DAL_01,146.7,2025-06-15 06:00:00,2025-06-15 21:30:59,15.5,long_distance,530,101,299,1087,1087,1657,1,1709,570,1
TOW003365,CLM001344,VEH001344,P036,78664,Round Rock,TX,YARD_AUS_01,25.3,2025-05-19 14:00:00,2025-05-19 18:01:56,4.0,standard,153,16,81,0,250,372,1,353,122,0
TOW003366,CLM009282,VEH009282,P011,75201,Dallas,TX,YARD_HOU_01,42.1,2025-03-25 07:00:00,2025-03-25 16:57:38,10.0,long_distance,206,42,111,592,592,789,1,757,197,1
TOW003367,CLM006268,VEH006268,P003,75201,Dallas,TX,YARD_OKC_01,21.1,2025-01-28 10:00:00,2025-01-28 16:41:16,6.7,priority,140,23,73,0,237,336,0,353,99,0
TOW003368,CLM001310,VEH001310,P028,78664,Round Rock,TX,YARD_OKC_01,19.3,2025-05-01 22:00:00,2025-05-02 05:53:28,7.9,standard,135,23,70,369,369,415,1,491,46,1
TOW003369,CLM006154,VEH006154,P015,75201,Dallas,TX,YARD_OKC_01,52.7,2025-01-23 21:00:00,2025-01-24 03:40:47,6.7,after_hours,238,59,130,0,427,496,1,455,69,0
TOW003370,CLM005126,VEH005126,P018,77520,Baytown,TX,YARD_HOU_01,59.3,2025-04-29 19:00:00,2025-04-30 05:13:14,10.2,standard,259,45,142,0,446,577,0,613,131,0
TOW003371,CLM001670,VEH001670,P013,78664,Round Rock,TX,YARD_OKC_01,9.8,2025-01-31 19:00:00,2025-01-31 22:55:05,3.9,priority,105,7,53,0,165,219,0,191,54,0
TOW003372,CLM007469,VEH007469,P037,78664,Round Rock,TX,YARD_HOU_01,29.4,2025-06-22 17:00:00,2025-06-23 00:46:19,7.8,standard,166,24,88,0,278,335,1,315,57,0
TOW003373,CLM006104,VEH006104,P003,77002,Houston,TX,YARD_DAL_01,14.0,2025-03-11 14:00:00,2025-03-11 16:12:58,2.2,priority,118,13,60,327,327,438,0,413,111,1
TOW003374,CLM008539,VEH008539,P028,75149,Mesquite,TX,YARD_HOU_01,31.4,2025-07-17 18:00:00,2025-07-18 02:10:20,8.2,long_distance,172,24,92,0,288,392,1,437,104,0
TOW003375,CLM007193,VEH007193,P005,78701,Austin,TX,YARD_AUS_01,25.7,2025-04-19 20:00:00,2025-04-19 23:05:57,3.1,standard,155,16,81,452,452,618,1,628,166,1
TOW003376,CLM005633,VEH005633,P028,75201,Dallas,TX,YARD_HOU_01,18.6,2025-04-20 07:00:00,2025-04-20 11:36:16,4.6,long_distance,133,18,68,370,370,570,1,530,200,1
TOW003377,CLM001223,VEH001223,P022,76010,Arlington,TX,YARD_AUS_01,12.8,2025-06-22 14:00:00,2025-06-22 21:17:20,7.3,long_distance,115,7,58,0,180,217,1,213,37,0
TOW003378,CLM004059,VEH004059,P021,75201,Dallas,TX,YARD_DAL_01,42.5,2025-06-23 22:00:00,2025-06-24 05:53:38,7.9,standard,207,39,112,548,548,826,0,889,278,1
TOW003379,CLM007819,VEH007819,P007,77002,Houston,TX,YARD_AUS_01,4.9,2025-02-27 11:00:00,2025-02-27 13:25:35,2.4,priority,90,5,44,0,139,179,1,208,40,0
TOW003380,CLM004532,VEH004532,P013,77520,Baytown,TX,YARD_DAL_01,88.9,2025-05-15 20:00:00,2025-05-16 08:05:52,12.1,standard,351,51,195,713,713,946,1,992,233,1
TOW003381,CLM004408,VEH004408,P015,76010,Arlington,TX,YARD_HOU_01,9.3,2025-04-23 21:00:00,2025-04-24 03:51:01,6.9,standard,104,10,52,373,373,570,1,550,197,1
TOW003382,CLM009557,VEH009557,P028,76010,Arlington,TX,YARD_HOU_01,30.3,2025-05-27 18:00:00,2025-05-27 22:09:22,4.2,standard,169,36,90,0,294,436,1,310,142,0
TOW003383,CLM005758,VEH005758,P028,77520,Baytown,TX,YARD_AUS_01,20.4,2025-07-07 14:00:00,2025-07-07 17:25:27,3.4,after_hours,138,15,72,0,225,313,1,299,88,0
TOW003384,CLM002777,VEH002777,P013,78664,Round Rock,TX,YARD_HOU_01,41.3,2025-04-14 15:00:00,2025-04-14 19:52:52,4.9,long_distance,203,43,109,0,355,540,1,530,185,0
TOW003385,CLM009680,VEH009680,P003,77002,Houston,TX,YARD_HOU_01,22.9,2025-01-12 13:00:00,2025-01-12 20:52:10,7.9,standard,146,22,76,0,244,330,1,305,86,0
TOW003386,CLM004769,VEH004769,P037,75024,Plano,TX,YARD_OKC_01,21.4,2025-03-31 06:00:00,2025-03-31 11:52:33,5.9,long_distance,141,14,74,0,229,340,0,299,111,0
TOW003387,CLM008535,VEH008535,P002,75024,Plano,TX,YARD_DAL_01,16.6,2025-01-21 15:00:00,2025-01-21 18:15:41,3.3,standard,126,14,65,0,205,255,0,241,50,0
TOW003388,CLM003470,VEH003470,P033,77002,Houston,TX,YARD_AUS_01,21.9,2025-04-18 21:00:00,2025-04-19 04:47:50,7.8,after_hours,143,16,74,0,233,311,1,323,78,0
TOW003389,CLM009869,VEH009869,P035,75149,Mesquite,TX,YARD_AUS_01,68.9,2025-02-18 12:00:00,2025-02-18 22:26:39,10.4,standard,289,74,159,0,522,791,0,687,269,0
TOW003390,CLM005238,VEH005238,P015,78701,Austin,TX,YARD_DAL_01,11.6,2025-01-12 11:00:00,2025-01-12 14:49:37,3.8,standard,111,8,56,0,175,196,0,161,21,0
TOW003391,CLM007415,VEH007415,P024,73102,Oklahoma City,OK,YARD_AUS_01,16.4,2025-05-18 19:00:00,2025-05-19 01:28:03,6.5,standard,126,14,65,0,204,293,0,296,89,0
TOW003392,CLM001702,VEH001702,P022,75149,Mesquite,TX,YARD_AUS_01,26.3,2025-06-03 18:00:00,2025-06-04 00:24:33,6.4,priority,157,25,82,0,264,317,0,279,53,0
TOW003393,CLM002781,VEH002781,P021,78701,Austin,TX,YARD_AUS_01,46.0,2025-04-26 11:00:00,2025-04-26 20:22:50,9.4,priority,218,46,118,0,381,554,1,561,173,0
TOW003394,CLM003543,VEH003543,P019,75149,Mesquite,TX,YARD_HOU_01,54.5,2025-04-06 11:00:00,2025-04-06 20:31:36,9.5,long_distance,244,49,133,0,426,593,1,585,167,0
TOW003395,CLM009409,VEH009409,P004,77520,Baytown,TX,YARD_HOU_01,64.8,2025-04-23 15:00:00,2025-04-23 22:42:44,7.7,priority,276,67,152,0,494,638,1,664,144,0
TOW003396,CLM000109,VEH000109,P014,77520,Baytown,TX,YARD_DAL_01,10.5,2025-06-30 15:00:00,2025-06-30 22:56:25,7.9,standard,108,10,54,0,172,265,0,247,93,0
TOW003397,CLM009586,VEH009586,P002,75201,Dallas,TX,YARD_OKC_01,22.8,2025-04-29 22:00:00,2025-04-30 01:06:23,3.1,standard,146,27,76,0,248,354,1,397,106,0
TOW003398,CLM009251,VEH009251,P031,78701,Austin,TX,YARD_OKC_01,47.8,2025-04-23 19:00:00,2025-04-23 23:53:31,4.9,standard,223,50,121,592,592,766,1,796,174,1
TOW003399,CLM001261,VEH001261,P013,73102,Oklahoma City,OK,YARD_HOU_01,100.8,2025-04-30 19:00:00,2025-05-01 05:59:35,11.0,long_distance,387,114,216,851,851,1049,1,1076,198,1
TOW003400,CLM003198,VEH003198,P025,75201,Dallas,TX,YARD_OKC_01,27.9,2025-06-13 22:00:00,2025-06-14 03:53:32,5.9,standard,161,22,85,0,268,397,0,392,129,0
