yard_id,yard_name,region,zone_id,row_id,slot_id,zone_type,distance_to_gate_meters,distance_to_office_meters,distance_to_loading_area_meters,capacity,current_occupancy,occupancy_rate,congestion_score,accessibility_score,equipment_required,surface_type,indoor_flag,active_flag
YARD_HOU_01,Houston East Yard,Texas,HV,HV20,HV20-013,heavy_vehicle,607,533,417,1,1,1.00,54,65,heavy_tow,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR20,NR20-014,non_running,377,267,320,1,1,1.00,85,38,forklift,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH20,LTH20-015,long_term_hold,964,865,770,1,0,0.00,49,55,loader,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA20,FA20-016,fast_access,100,137,20,1,1,1.00,41,98,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A20,A20-017,standard,247,206,36,1,1,1.00,55,55,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B20,B20-018,standard,283,187,218,1,1,1.00,40,79,none,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,OF,OF20,OF20-019,overflow,1874,1905,1930,1,0,0.00,73,40,forklift,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,HV,HV20,HV20-020,heavy_vehicle,1000,1071,801,1,0,0.00,62,65,heavy_tow,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,NR,NR20,NR20-021,non_running,985,1071,904,1,1,1.00,58,45,forklift,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,LTH,LTH20,LTH20-022,long_term_hold,1089,1228,1299,1,1,1.00,47,51,loader,gravel,0,1
YARD_HOU_01,Houston East Yard,Texas,FA,FA20,FA20-023,fast_access,176,78,381,1,1,1.00,14,91,none,paved,0,1
YARD_HOU_01,Houston East Yard,Texas,A,A20,A20-024,standard,622,624,751,1,1,1.00,38,74,none,mixed,0,1
YARD_HOU_01,Houston East Yard,Texas,B,B20,B20-025,standard,643,647,597,1,1,1.00,42,62,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA01,FA01-001,fast_access,124,20,215,1,1,1.00,11,86,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A01,A01-002,standard,603,693,773,1,1,1.00,60,83,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B01,B01-003,standard,259,326,383,1,0,0.00,59,55,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF01,OF01-004,overflow,1620,1464,1463,1,1,1.00,98,26,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV01,HV01-005,heavy_vehicle,905,888,1033,1,0,0.00,35,42,heavy_tow,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR01,NR01-006,non_running,442,395,341,1,0,0.00,79,54,forklift,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH01,LTH01-007,long_term_hold,737,887,624,1,0,0.00,42,40,loader,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA01,FA01-008,fast_access,141,233,20,1,1,1.00,17,90,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A01,A01-009,standard,359,232,204,1,1,1.00,29,73,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B01,B01-010,standard,413,351,627,1,1,1.00,58,78,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF01,OF01-011,overflow,1367,1425,1475,1,1,1.00,95,43,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV01,HV01-012,heavy_vehicle,780,760,622,1,0,0.00,62,62,heavy_tow,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR01,NR01-013,non_running,720,674,524,1,0,0.00,73,37,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH01,LTH01-014,long_term_hold,1159,1170,980,1,1,1.00,45,25,loader,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA01,FA01-015,fast_access,97,37,20,1,1,1.00,37,84,none,paved,1,1
YARD_AUS_01,Austin Central Yard,Texas,A,A01,A01-016,standard,208,351,396,1,1,1.00,55,68,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B01,B01-017,standard,436,450,642,1,1,1.00,40,58,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF01,OF01-018,overflow,1334,1398,1505,1,1,1.00,64,39,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV01,HV01-019,heavy_vehicle,577,610,517,1,0,0.00,40,36,heavy_tow,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR01,NR01-020,non_running,480,632,580,1,1,1.00,43,63,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH01,LTH01-021,long_term_hold,757,792,742,1,1,1.00,60,26,loader,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA01,FA01-022,fast_access,99,158,196,1,1,1.00,10,96,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A01,A01-023,standard,206,144,41,1,1,1.00,54,71,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B01,B01-024,standard,249,382,93,1,0,0.00,62,80,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF01,OF01-025,overflow,1712,1647,1616,1,1,1.00,90,38,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV02,HV02-001,heavy_vehicle,580,753,746,1,1,1.00,54,53,heavy_tow,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR02,NR02-002,non_running,904,1052,859,1,1,1.00,49,44,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH02,LTH02-003,long_term_hold,1230,1099,1131,1,0,0.00,62,46,loader,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA02,FA02-004,fast_access,53,20,160,1,1,1.00,37,93,none,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A02,A02-005,standard,667,814,801,1,0,0.00,69,77,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B02,B02-006,standard,523,446,356,1,1,1.00,64,64,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF02,OF02-007,overflow,936,1103,830,1,1,1.00,91,22,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV02,HV02-008,heavy_vehicle,668,677,861,1,0,0.00,50,50,heavy_tow,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR02,NR02-009,non_running,538,561,333,1,1,1.00,40,58,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH02,LTH02-010,long_term_hold,1150,1174,952,1,1,1.00,37,45,loader,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA02,FA02-011,fast_access,112,41,65,1,1,1.00,21,89,none,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A02,A02-012,standard,360,270,334,1,1,1.00,41,84,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B02,B02-013,standard,526,555,720,1,1,1.00,38,64,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF02,OF02-014,overflow,1738,1644,1924,1,1,1.00,64,18,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV02,HV02-015,heavy_vehicle,1161,1326,1066,1,1,1.00,58,45,heavy_tow,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR02,NR02-016,non_running,951,867,898,1,1,1.00,52,69,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH02,LTH02-017,long_term_hold,986,1125,1016,1,1,1.00,33,52,loader,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA02,FA02-018,fast_access,160,330,324,1,1,1.00,14,87,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A02,A02-019,standard,509,596,655,1,1,1.00,70,66,none,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B02,B02-020,standard,590,762,388,1,1,1.00,65,84,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF02,OF02-021,overflow,1775,1832,1748,1,1,1.00,75,27,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV02,HV02-022,heavy_vehicle,833,716,764,1,1,1.00,51,52,heavy_tow,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR02,NR02-023,non_running,947,959,945,1,1,1.00,42,64,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH02,LTH02-024,long_term_hold,1076,928,947,1,1,1.00,56,35,loader,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA02,FA02-025,fast_access,59,155,101,1,1,1.00,32,84,none,gravel,1,1
YARD_AUS_01,Austin Central Yard,Texas,A,A03,A03-001,standard,413,272,472,1,1,1.00,31,58,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B03,B03-002,standard,517,497,394,1,1,1.00,41,64,none,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF03,OF03-003,overflow,1384,1401,1564,1,1,1.00,60,39,forklift,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV03,HV03-004,heavy_vehicle,1291,1372,1405,1,1,1.00,72,59,heavy_tow,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR03,NR03-005,non_running,502,449,524,1,1,1.00,65,49,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH03,LTH03-006,long_term_hold,1265,1279,1450,1,0,0.00,54,48,loader,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA03,FA03-007,fast_access,149,274,20,1,1,1.00,36,88,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A03,A03-008,standard,189,210,142,1,1,1.00,56,80,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B03,B03-009,standard,593,733,384,1,1,1.00,69,72,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF03,OF03-010,overflow,1134,1264,1236,1,0,0.00,69,45,forklift,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV03,HV03-011,heavy_vehicle,1037,1077,849,1,1,1.00,60,47,heavy_tow,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR03,NR03-012,non_running,461,456,288,1,1,1.00,61,63,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH03,LTH03-013,long_term_hold,881,971,674,1,0,0.00,27,51,loader,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA03,FA03-014,fast_access,138,315,186,1,1,1.00,28,88,none,paved,1,1
YARD_AUS_01,Austin Central Yard,Texas,A,A03,A03-015,standard,355,395,215,1,0,0.00,45,82,none,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B03,B03-016,standard,608,553,454,1,1,1.00,55,78,none,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF03,OF03-017,overflow,1822,1820,1902,1,1,1.00,70,34,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV03,HV03-018,heavy_vehicle,919,832,927,1,1,1.00,52,41,heavy_tow,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR03,NR03-019,non_running,602,693,617,1,0,0.00,73,56,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH03,LTH03-020,long_term_hold,793,866,750,1,0,0.00,43,45,loader,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA03,FA03-021,fast_access,116,47,212,1,1,1.00,35,87,none,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A03,A03-022,standard,367,229,269,1,1,1.00,69,73,none,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B03,B03-023,standard,730,681,762,1,0,0.00,43,76,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF03,OF03-024,overflow,1098,1196,1270,1,1,1.00,83,17,forklift,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV03,HV03-025,heavy_vehicle,618,694,411,1,1,1.00,51,41,heavy_tow,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR04,NR04-001,non_running,822,761,805,1,1,1.00,64,56,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH04,LTH04-002,long_term_hold,1426,1503,1454,1,0,0.00,33,35,loader,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA04,FA04-003,fast_access,102,84,312,1,1,1.00,38,86,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A04,A04-004,standard,361,401,227,1,1,1.00,43,58,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B04,B04-005,standard,459,409,604,1,1,1.00,34,69,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF04,OF04-006,overflow,1292,1457,1487,1,1,1.00,88,37,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV04,HV04-007,heavy_vehicle,1125,1192,931,1,1,1.00,41,47,heavy_tow,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR04,NR04-008,non_running,736,698,618,1,1,1.00,52,50,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH04,LTH04-009,long_term_hold,714,586,606,1,1,1.00,46,51,loader,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA04,FA04-010,fast_access,82,20,279,1,1,1.00,20,83,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A04,A04-011,standard,392,293,290,1,0,0.00,59,67,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B04,B04-012,standard,357,203,336,1,1,1.00,25,67,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF04,OF04-013,overflow,1420,1371,1410,1,1,1.00,83,16,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV04,HV04-014,heavy_vehicle,554,685,421,1,0,0.00,69,60,heavy_tow,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR04,NR04-015,non_running,682,590,632,1,1,1.00,80,59,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH04,LTH04-016,long_term_hold,1404,1278,1355,1,0,0.00,45,52,loader,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA04,FA04-017,fast_access,154,113,191,1,1,1.00,34,98,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A04,A04-018,standard,307,271,404,1,1,1.00,44,62,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B04,B04-019,standard,690,634,798,1,1,1.00,43,61,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF04,OF04-020,overflow,1758,1927,1940,1,1,1.00,81,19,forklift,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV04,HV04-021,heavy_vehicle,874,883,829,1,1,1.00,53,59,heavy_tow,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR04,NR04-022,non_running,1030,1065,1076,1,1,1.00,55,49,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH04,LTH04-023,long_term_hold,706,644,512,1,1,1.00,29,52,loader,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA04,FA04-024,fast_access,92,213,297,1,1,1.00,18,84,none,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A04,A04-025,standard,616,557,521,1,1,1.00,54,64,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B05,B05-001,standard,490,655,373,1,1,1.00,43,73,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF05,OF05-002,overflow,1013,1094,1018,1,1,1.00,83,27,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV05,HV05-003,heavy_vehicle,893,979,683,1,0,0.00,44,61,heavy_tow,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR05,NR05-004,non_running,435,364,346,1,1,1.00,59,69,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH05,LTH05-005,long_term_hold,990,866,940,1,1,1.00,49,42,loader,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA05,FA05-006,fast_access,79,175,232,1,1,1.00,22,82,none,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A05,A05-007,standard,584,752,665,1,1,1.00,48,67,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B05,B05-008,standard,307,246,477,1,1,1.00,49,84,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF05,OF05-009,overflow,1563,1591,1699,1,1,1.00,92,37,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV05,HV05-010,heavy_vehicle,884,909,987,1,1,1.00,50,42,heavy_tow,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR05,NR05-011,non_running,1031,1104,1159,1,1,1.00,81,44,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH05,LTH05-012,long_term_hold,1292,1179,1401,1,1,1.00,35,25,loader,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA05,FA05-013,fast_access,60,20,264,1,1,1.00,43,88,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A05,A05-014,standard,725,722,880,1,1,1.00,67,83,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B05,B05-015,standard,271,287,467,1,1,1.00,31,75,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF05,OF05-016,overflow,1665,1756,1445,1,0,0.00,79,15,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV05,HV05-017,heavy_vehicle,877,937,744,1,1,1.00,68,48,heavy_tow,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR05,NR05-018,non_running,487,383,497,1,1,1.00,52,66,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH05,LTH05-019,long_term_hold,905,843,817,1,1,1.00,28,48,loader,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA05,FA05-020,fast_access,152,35,125,1,1,1.00,16,87,none,paved,1,1
YARD_AUS_01,Austin Central Yard,Texas,A,A05,A05-021,standard,420,311,204,1,1,1.00,55,70,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B05,B05-022,standard,187,48,20,1,1,1.00,67,73,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF05,OF05-023,overflow,1619,1595,1647,1,0,0.00,98,31,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV05,HV05-024,heavy_vehicle,889,904,830,1,1,1.00,56,46,heavy_tow,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR05,NR05-025,non_running,1031,1053,980,1,1,1.00,65,59,forklift,dirt,0,0
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH06,LTH06-001,long_term_hold,1591,1502,1384,1,0,0.00,50,48,loader,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA06,FA06-002,fast_access,111,288,134,1,1,1.00,25,93,none,gravel,0,0
YARD_AUS_01,Austin Central Yard,Texas,A,A06,A06-003,standard,509,372,702,1,1,1.00,26,75,none,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B06,B06-004,standard,419,572,605,1,1,1.00,63,70,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF06,OF06-005,overflow,1825,1975,1704,1,1,1.00,66,38,forklift,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV06,HV06-006,heavy_vehicle,1035,919,969,1,1,1.00,67,36,heavy_tow,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR06,NR06-007,non_running,828,914,947,1,0,0.00,50,63,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH06,LTH06-008,long_term_hold,874,728,736,1,1,1.00,30,28,loader,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA06,FA06-009,fast_access,138,318,161,1,1,1.00,27,89,none,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A06,A06-010,standard,727,737,621,1,1,1.00,65,78,none,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B06,B06-011,standard,246,281,360,1,1,1.00,66,65,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF06,OF06-012,overflow,1744,1732,1568,1,1,1.00,74,22,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV06,HV06-013,heavy_vehicle,1056,1189,1024,1,0,0.00,47,58,heavy_tow,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR06,NR06-014,non_running,739,881,793,1,1,1.00,76,35,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH06,LTH06-015,long_term_hold,1133,1037,1179,1,1,1.00,45,49,loader,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA06,FA06-016,fast_access,67,142,20,1,1,1.00,35,82,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A06,A06-017,standard,691,676,545,1,1,1.00,68,69,none,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B06,B06-018,standard,215,118,135,1,1,1.00,63,65,none,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF06,OF06-019,overflow,1829,1861,1639,1,1,1.00,73,30,forklift,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV06,HV06-020,heavy_vehicle,1297,1252,1435,1,0,0.00,48,62,heavy_tow,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR06,NR06-021,non_running,533,710,747,1,1,1.00,71,60,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH06,LTH06-022,long_term_hold,1101,1119,1268,1,0,0.00,46,38,loader,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA06,FA06-023,fast_access,112,232,93,1,1,1.00,28,88,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A06,A06-024,standard,235,158,310,1,1,1.00,70,64,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B06,B06-025,standard,478,418,634,1,1,1.00,34,61,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF07,OF07-001,overflow,1058,1116,1185,1,0,0.00,69,27,forklift,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV07,HV07-002,heavy_vehicle,548,414,388,1,1,1.00,57,50,heavy_tow,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR07,NR07-003,non_running,957,1003,862,1,1,1.00,67,44,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH07,LTH07-004,long_term_hold,1200,1128,1314,1,1,1.00,44,47,loader,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA07,FA07-005,fast_access,62,236,69,1,1,1.00,39,94,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A07,A07-006,standard,680,635,471,1,0,0.00,66,76,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B07,B07-007,standard,671,814,543,1,1,1.00,42,77,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF07,OF07-008,overflow,1738,1744,1550,1,1,1.00,79,33,forklift,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV07,HV07-009,heavy_vehicle,1000,850,981,1,0,0.00,46,47,heavy_tow,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR07,NR07-010,non_running,892,1031,947,1,1,1.00,71,39,forklift,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH07,LTH07-011,long_term_hold,827,727,699,1,0,0.00,38,55,loader,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA07,FA07-012,fast_access,41,20,20,1,1,1.00,45,96,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A07,A07-013,standard,442,541,374,1,0,0.00,27,57,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B07,B07-014,standard,613,476,658,1,1,1.00,67,55,none,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF07,OF07-015,overflow,1761,1761,1808,1,1,1.00,68,33,forklift,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV07,HV07-016,heavy_vehicle,1070,960,1189,1,1,1.00,69,51,heavy_tow,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR07,NR07-017,non_running,542,492,390,1,0,0.00,49,54,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH07,LTH07-018,long_term_hold,1067,1123,885,1,0,0.00,42,29,loader,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA07,FA07-019,fast_access,81,51,207,1,1,1.00,35,96,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A07,A07-020,standard,252,416,388,1,1,1.00,65,78,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B07,B07-021,standard,703,621,644,1,1,1.00,63,60,none,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF07,OF07-022,overflow,903,806,955,1,1,1.00,98,22,forklift,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV07,HV07-023,heavy_vehicle,517,527,695,1,1,1.00,56,55,heavy_tow,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR07,NR07-024,non_running,581,534,554,1,1,1.00,57,35,forklift,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH07,LTH07-025,long_term_hold,826,822,907,1,0,0.00,36,41,loader,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA08,FA08-001,fast_access,175,326,20,1,1,1.00,32,91,none,mixed,0,1
YARD_AUS_01,Austin Central Yard,Texas,A,A08,A08-002,standard,578,690,640,1,1,1.00,36,66,none,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,B,B08,B08-003,standard,668,770,813,1,1,1.00,62,59,none,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,OF,OF08,OF08-004,overflow,1625,1792,1594,1,1,1.00,96,38,forklift,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,HV,HV08,HV08-005,heavy_vehicle,1073,1137,1034,1,1,1.00,61,57,heavy_tow,dirt,0,1
YARD_AUS_01,Austin Central Yard,Texas,NR,NR08,NR08-006,non_running,632,589,568,1,0,0.00,67,68,forklift,gravel,0,1
YARD_AUS_01,Austin Central Yard,Texas,LTH,LTH08,LTH08-007,long_term_hold,1012,898,1116,1,1,1.00,51,49,loader,paved,0,1
YARD_AUS_01,Austin Central Yard,Texas,FA,FA08,FA08-008,fast_access,63,49,126,1,1,1.00,20,83,none,mixed,0,0
YARD_AUS_01,Austin Central Yard,Texas,A,A08,A08-009,standard,614,523,639,1,0,0.00,68,71,none,gravel,0,1
