allocation_scenario_id,simulation_run_id,vehicle_id,yard_id,allocation_strategy,assigned_zone_id,assigned_slot_id,vehicle_priority_score,zone_accessibility_score,simulated_retrieval_duration_minutes,simulated_wait_time_minutes,simulated_travel_distance_meters,blocked_vehicle_count_estimate,high_priority_flag,retrieval_under_15_min_flag,priority_weighted_time,allocation_efficiency_score
ALC019522,RUN002,VEH004881,YARD_OKC_01,first_available,B,B18-012,92.9,75,31.3,49.7,322,3,1,0,29.1,96
ALC019523,RUN002,VEH004881,YARD_OKC_01,priority_based,B,B20-018,92.9,74,29.7,50.1,682,4,1,0,27.6,95
ALC019524,RUN002,VEH004881,YARD_OKC_01,optimized,A,A12-021,92.9,69,35.2,50.8,725,7,1,0,32.7,91
ALC019525,RUN002,VEH004882,YARD_HOU_01,random,B,B16-020,59.4,57,46.0,65.4,486,4,0,0,27.3,77
ALC019526,RUN002,VEH004882,YARD_HOU_01,first_available,A,A08-016,59.4,57,30.6,48.2,679,2,0,0,18.2,92
ALC019527,RUN002,VEH004882,YARD_HOU_01,priority_based,B,B18-005,59.4,58,27.7,28.2,608,3,0,0,16.4,93
ALC019528,RUN002,VEH004882,YARD_HOU_01,optimized,FA,FA06-016,59.4,92,19.5,39.7,134,0,0,0,11.6,100
ALC019529,RUN002,VEH004883,YARD_OKC_01,random,A,A18-004,89.3,81,35.9,46.5,779,2,1,0,32.0,97
ALC019530,RUN002,VEH004883,YARD_OKC_01,first_available,LTH,LTH10-020,89.3,27,28.4,46.0,1646,0,1,0,25.4,88
ALC019531,RUN002,VEH004883,YARD_OKC_01,priority_based,B,B06-025,89.3,85,10.4,29.0,620,0,1,1,9.3,100
ALC019532,RUN002,VEH004883,YARD_OKC_01,optimized,B,B01-017,89.3,61,20.9,35.5,544,3,1,0,18.7,100
ALC019533,RUN002,VEH004884,YARD_OKC_01,random,NR,NR05-025,82.3,49,57.0,76.4,640,5,1,0,46.9,64
ALC019534,RUN002,VEH004884,YARD_OKC_01,first_available,B,B20-011,82.3,69,39.2,57.3,765,4,1,0,32.3,86
ALC019535,RUN002,VEH004884,YARD_OKC_01,priority_based,FA,FA15-008,82.3,93,18.3,30.5,276,0,1,0,15.0,100
ALC019536,RUN002,VEH004884,YARD_OKC_01,optimized,A,A10-008,82.3,77,31.8,41.5,419,3,1,0,26.2,100
ALC019537,RUN002,VEH004885,YARD_DAL_01,random,A,A05-007,70.6,70,36.7,56.4,542,2,0,0,25.9,92
ALC019538,RUN002,VEH004885,YARD_DAL_01,first_available,A,A15-023,70.6,74,41.7,54.7,494,4,0,0,29.5,86
ALC019539,RUN002,VEH004885,YARD_DAL_01,priority_based,B,B05-001,70.6,69,24.4,22.4,884,0,0,0,17.2,100
ALC019540,RUN002,VEH004885,YARD_DAL_01,optimized,B,B02-006,70.6,56,28.0,46.4,468,2,0,0,19.8,100
ALC019541,RUN002,VEH004886,YARD_AUS_01,random,B,B01-010,66.0,78,54.7,61.9,448,4,0,0,36.1,78
ALC019542,RUN002,VEH004886,YARD_AUS_01,first_available,B,B03-016,66.0,78,44.3,66.8,700,4,0,0,29.3,86
ALC019543,RUN002,VEH004886,YARD_AUS_01,priority_based,A,A08-009,66.0,71,44.3,67.1,738,5,0,0,29.2,81
ALC019544,RUN002,VEH004886,YARD_AUS_01,optimized,A,A15-023,66.0,56,26.4,50.7,595,0,0,0,17.4,100
ALC019545,RUN002,VEH004887,YARD_OKC_01,random,OF,OF05-023,82.3,26,61.2,98.1,1863,6,1,0,50.4,51
ALC019546,RUN002,VEH004887,YARD_OKC_01,first_available,OF,OF19-009,82.3,27,40.9,75.7,1739,4,1,0,33.6,70
ALC019547,RUN002,VEH004887,YARD_OKC_01,priority_based,FA,FA06-016,82.3,90,13.9,32.8,222,0,1,1,11.5,100
ALC019548,RUN002,VEH004887,YARD_OKC_01,optimized,A,A19-021,82.3,79,22.9,42.3,580,4,1,0,18.8,100
ALC019549,RUN002,VEH004888,YARD_HOU_01,random,A,A03-008,65.6,66,49.0,70.6,960,1,0,0,32.2,84
ALC019550,RUN002,VEH004888,YARD_HOU_01,first_available,NR,NR13-014,65.6,70,51.1,72.9,885,4,0,0,33.5,78
ALC019551,RUN002,VEH004888,YARD_HOU_01,priority_based,NR,NR06-007,65.6,53,38.9,58.2,597,4,0,0,25.5,81
ALC019552,RUN002,VEH004888,YARD_HOU_01,optimized,B,B20-025,65.6,62,24.2,36.2,710,0,0,0,15.9,100
ALC019553,RUN002,VEH004889,YARD_AUS_01,random,A,A12-021,86.2,61,36.3,56.4,487,1,1,0,31.3,92
ALC019554,RUN002,VEH004889,YARD_AUS_01,first_available,NR,NR09-002,86.2,35,45.7,67.8,960,3,1,0,39.4,71
ALC019555,RUN002,VEH004889,YARD_AUS_01,priority_based,FA,FA18-017,86.2,95,25.1,49.4,298,1,1,0,21.6,100
ALC019556,RUN002,VEH004889,YARD_AUS_01,optimized,A,A16-019,86.2,67,18.7,28.9,533,0,1,0,16.1,100
ALC019557,RUN002,VEH004890,YARD_OKC_01,random,NR,NR13-014,70.9,66,52.2,73.4,568,3,0,0,37.0,77
ALC019558,RUN002,VEH004890,YARD_OKC_01,first_available,NR,NR14-010,70.9,39,60.4,90.7,833,4,0,0,42.8,60
ALC019559,RUN002,VEH004890,YARD_OKC_01,priority_based,B,B05-015,70.9,70,50.0,62.1,812,6,0,0,35.5,74
ALC019560,RUN002,VEH004890,YARD_OKC_01,optimized,A,A20-010,70.9,55,39.1,52.3,553,5,0,0,27.7,87
ALC019561,RUN002,VEH004891,YARD_OKC_01,random,B,B10-016,63.4,73,67.3,87.7,471,6,0,0,42.6,63
ALC019562,RUN002,VEH004891,YARD_OKC_01,first_available,A,A11-025,63.4,85,45.2,53.4,531,3,0,0,28.7,89
ALC019563,RUN002,VEH004891,YARD_OKC_01,priority_based,NR,NR03-012,63.4,51,41.8,60.7,1069,4,0,0,26.5,78
ALC019564,RUN002,VEH004891,YARD_OKC_01,optimized,B,B11-012,63.4,62,19.9,26.9,676,0,0,0,12.6,100
ALC019565,RUN002,VEH004892,YARD_HOU_01,random,A,A05-014,65.6,70,49.1,57.1,925,2,0,0,32.2,83
ALC019566,RUN002,VEH004892,YARD_HOU_01,first_available,NR,NR13-021,65.6,47,46.1,69.1,677,4,0,0,30.3,73
ALC019567,RUN002,VEH004892,YARD_HOU_01,priority_based,A,A12-014,65.6,57,34.5,62.2,610,1,0,0,22.6,92
ALC019568,RUN002,VEH004892,YARD_HOU_01,optimized,B,B01-003,65.6,85,38.4,57.8,473,5,0,0,25.2,98
ALC019569,RUN002,VEH004893,YARD_AUS_01,random,B,B04-005,84.4,69,29.9,50.4,579,0,1,0,25.2,100
ALC019570,RUN002,VEH004893,YARD_AUS_01,first_available,B,B09-020,84.4,74,41.0,71.3,778,5,1,0,34.6,85
ALC019571,RUN002,VEH004893,YARD_AUS_01,priority_based,A,A20-003,84.4,76,31.0,49.0,470,4,1,0,26.2,95
ALC019572,RUN002,VEH004893,YARD_AUS_01,optimized,A,A08-023,84.4,60,25.1,32.3,691,4,1,0,21.2,100
ALC019573,RUN002,VEH004894,YARD_HOU_01,random,OF,OF07-022,92.0,15,62.8,84.6,1699,4,1,0,57.8,50
ALC019574,RUN002,VEH004894,YARD_HOU_01,first_available,A,A14-006,92.0,64,15.6,23.8,277,0,1,0,14.4,100
ALC019575,RUN002,VEH004894,YARD_HOU_01,priority_based,A,A13-003,92.0,83,20.4,42.6,642,1,1,0,18.8,100
ALC019576,RUN002,VEH004894,YARD_HOU_01,optimized,A,A12-007,92.0,79,24.8,48.0,904,2,1,0,22.8,100
ALC019577,RUN002,VEH004895,YARD_DAL_01,random,LTH,LTH14-018,72.6,29,52.3,67.5,1142,4,0,0,38.0,62
ALC019578,RUN002,VEH004895,YARD_DAL_01,first_available,LTH,LTH16-017,72.6,25,27.0,49.5,1169,1,0,0,19.6,86
ALC019579,RUN002,VEH004895,YARD_DAL_01,priority_based,B,B10-023,72.6,60,17.3,30.1,504,0,0,0,12.5,100
ALC019580,RUN002,VEH004895,YARD_DAL_01,optimized,FA,FA20-023,72.6,86,15.7,34.5,281,1,0,0,11.4,100
ALC019581,RUN002,VEH004896,YARD_AUS_01,random,NR,NR17-012,64.8,37,40.7,64.5,653,3,0,0,26.4,76
ALC019582,RUN002,VEH004896,YARD_AUS_01,first_available,A,A19-007,64.8,67,37.7,53.0,767,3,0,0,24.4,89
ALC019583,RUN002,VEH004896,YARD_AUS_01,priority_based,NR,NR10-012,64.8,52,32.7,42.8,656,5,0,0,21.2,83
ALC019584,RUN002,VEH004896,YARD_AUS_01,optimized,FA,FA15-001,64.8,91,25.2,53.7,303,2,0,0,16.3,100
ALC019585,RUN002,VEH004897,YARD_OKC_01,random,B,B03-002,89.4,77,23.6,59.7,437,1,1,0,21.1,100
ALC019586,RUN002,VEH004897,YARD_OKC_01,first_available,OF,OF17-003,89.4,41,53.1,65.4,1712,4,1,0,47.5,66
ALC019587,RUN002,VEH004897,YARD_OKC_01,priority_based,B,B12-008,89.4,84,15.8,29.6,421,2,1,0,14.1,100
ALC019588,RUN002,VEH004897,YARD_OKC_01,optimized,A,A07-006,89.4,69,34.4,65.6,911,3,1,0,30.8,100
ALC019589,RUN002,VEH004898,YARD_AUS_01,random,A,A20-003,78.5,76,34.4,48.0,540,1,1,0,27.0,98
ALC019590,RUN002,VEH004898,YARD_AUS_01,first_available,A,A15-009,78.5,83,26.0,50.0,338,0,1,0,20.4,100
ALC019591,RUN002,VEH004898,YARD_AUS_01,priority_based,B,B12-022,78.5,71,29.4,41.8,738,1,1,0,23.1,100
ALC019592,RUN002,VEH004898,YARD_AUS_01,optimized,FA,FA14-012,78.5,86,18.3,20.7,254,0,1,0,14.4,100
ALC019593,RUN002,VEH004899,YARD_DAL_01,random,B,B10-023,94.2,60,28.3,47.8,487,2,1,0,26.7,95
ALC019594,RUN002,VEH004899,YARD_DAL_01,first_available,A,A10-022,94.2,85,24.6,48.6,710,2,1,0,23.2,100
ALC019595,RUN002,VEH004899,YARD_DAL_01,priority_based,FA,FA01-015,94.2,99,9.5,33.5,181,2,1,1,9.0,100
ALC019596,RUN002,VEH004899,YARD_DAL_01,optimized,B,B09-006,94.2,81,22.0,48.3,816,2,1,0,20.7,100
ALC019597,RUN002,VEH004900,YARD_AUS_01,random,B,B05-022,85.7,73,44.5,65.0,284,4,1,0,38.2,84
ALC019598,RUN002,VEH004900,YARD_AUS_01,first_available,NR,NR07-003,85.7,44,45.5,66.2,1116,3,1,0,39.0,75
ALC019599,RUN002,VEH004900,YARD_AUS_01,priority_based,FA,FA14-005,85.7,89,19.8,42.8,133,1,1,0,17.0,100
ALC019600,RUN002,VEH004900,YARD_AUS_01,optimized,A,A09-019,85.7,72,28.2,46.6,741,2,1,0,24.2,100
ALC019601,RUN002,VEH004901,YARD_DAL_01,random,HV,HV20-020,82.3,46,55.6,72.4,1180,5,1,0,45.8,64
ALC019602,RUN002,VEH004901,YARD_DAL_01,first_available,OF,OF01-011,82.3,42,54.2,84.7,1038,7,1,0,44.6,60
ALC019603,RUN002,VEH004901,YARD_DAL_01,priority_based,FA,FA04-024,82.3,92,12.2,22.8,157,0,1,1,10.1,100
ALC019604,RUN002,VEH004901,YARD_DAL_01,optimized,A,A03-008,82.3,66,13.8,43.5,778,1,1,1,11.4,100
ALC019605,RUN002,VEH004902,YARD_AUS_01,random,OF,OF05-023,83.1,31,59.5,102.6,1784,4,1,0,49.5,58
ALC019606,RUN002,VEH004902,YARD_AUS_01,first_available,A,A06-003,83.1,75,13.2,31.9,718,0,1,1,10.9,100
ALC019607,RUN002,VEH004902,YARD_AUS_01,priority_based,FA,FA04-010,83.1,83,16.7,34.3,225,0,1,0,13.9,100
ALC019608,RUN002,VEH004902,YARD_AUS_01,optimized,A,A19-021,83.1,79,22.3,32.7,760,1,1,0,18.6,100
ALC019609,RUN002,VEH004903,YARD_AUS_01,random,A,A18-004,72.7,64,38.8,59.9,675,1,0,0,28.2,91
ALC019610,RUN002,VEH004903,YARD_AUS_01,first_available,NR,NR06-021,72.7,60,42.5,65.1,689,2,0,0,30.9,85
ALC019611,RUN002,VEH004903,YARD_AUS_01,priority_based,NR,NR06-014,72.7,35,39.2,67.0,921,3,0,0,28.5,76
ALC019612,RUN002,VEH004903,YARD_AUS_01,optimized,A,A18-011,72.7,81,24.3,51.2,410,3,0,0,17.6,100
ALC019613,RUN002,VEH004904,YARD_DAL_01,random,A,A18-004,61.4,71,33.3,55.1,829,1,0,0,20.5,97
ALC019614,RUN002,VEH004904,YARD_DAL_01,first_available,B,B15-017,61.4,59,20.3,39.5,323,1,0,0,12.4,100
ALC019615,RUN002,VEH004904,YARD_DAL_01,priority_based,B,B13-018,61.4,72,20.1,59.6,518,3,0,0,12.4,100
ALC019616,RUN002,VEH004904,YARD_DAL_01,optimized,B,B19-008,61.4,69,21.3,33.5,617,4,0,0,13.1,100
ALC019617,RUN002,VEH004905,YARD_DAL_01,random,A,A04-004,72.1,58,45.7,66.5,835,2,0,0,33.0,81
ALC019618,RUN002,VEH004905,YARD_DAL_01,first_available,A,A05-007,72.1,70,46.5,76.8,385,6,0,0,33.5,77
ALC019619,RUN002,VEH004905,YARD_DAL_01,priority_based,NR,NR17-019,72.1,37,44.4,54.0,776,5,0,0,32.0,69
ALC019620,RUN002,VEH004905,YARD_DAL_01,optimized,FA,FA17-014,72.1,88,19.1,39.0,103,1,0,0,13.8,100
ALC019621,RUN002,VEH004906,YARD_OKC_01,random,HV,HV03-025,62.3,36,63.7,81.9,1390,3,0,0,39.7,58
ALC019622,RUN002,VEH004906,YARD_OKC_01,first_available,HV,HV04-007,62.3,49,39.4,57.1,615,2,0,0,24.5,83
ALC019623,RUN002,VEH004906,YARD_OKC_01,priority_based,HV,HV18-007,62.3,54,40.9,50.5,740,5,0,0,25.5,78
ALC019624,RUN002,VEH004906,YARD_OKC_01,optimized,B,B20-018,62.3,74,32.1,54.4,893,2,0,0,20.0,100
ALC019625,RUN002,VEH004907,YARD_OKC_01,random,B,B09-013,82.7,85,44.1,53.1,708,3,1,0,36.4,90
ALC019626,RUN002,VEH004907,YARD_OKC_01,first_available,B,B07-021,82.7,72,21.1,31.3,254,0,1,0,17.4,100
ALC019627,RUN002,VEH004907,YARD_OKC_01,priority_based,FA,FA03-021,82.7,99,26.7,29.2,377,3,1,0,22.1,100
ALC019628,RUN002,VEH004907,YARD_OKC_01,optimized,A,A14-006,82.7,68,26.5,49.9,568,2,1,0,21.9,100
ALC019629,RUN002,VEH004908,YARD_DAL_01,random,A,A20-024,74.5,75,46.6,77.9,263,4,0,0,34.7,83
ALC019630,RUN002,VEH004908,YARD_DAL_01,first_available,B,B15-017,74.5,59,56.6,69.6,414,7,0,0,42.2,64
ALC019631,RUN002,VEH004908,YARD_DAL_01,priority_based,B,B12-022,74.5,75,31.6,40.0,824,0,0,0,23.5,100
ALC019632,RUN002,VEH004908,YARD_DAL_01,optimized,FA,FA13-009,74.5,84,26.3,37.8,308,2,0,0,19.6,100
ALC019633,RUN002,VEH004909,YARD_OKC_01,random,OF,OF03-003,94.1,43,31.2,55.3,1280,0,1,0,29.4,91
ALC019634,RUN002,VEH004909,YARD_OKC_01,first_available,A,A08-016,94.1,76,19.1,50.4,480,2,1,0,18.0,100
ALC019635,RUN002,VEH004909,YARD_OKC_01,priority_based,A,A04-011,94.1,69,21.4,36.5,697,2,1,0,20.2,100
ALC019636,RUN002,VEH004909,YARD_OKC_01,optimized,B,B05-015,94.1,70,24.5,46.1,777,3,1,0,23.0,100
ALC019637,RUN002,VEH004910,YARD_DAL_01,random,A,A18-018,77.9,81,42.7,67.1,770,1,1,0,33.3,94
ALC019638,RUN002,VEH004910,YARD_DAL_01,first_available,B,B03-002,77.9,77,43.3,58.3,688,3,1,0,33.7,88
ALC019639,RUN002,VEH004910,YARD_DAL_01,priority_based,B,B06-011,77.9,56,31.9,51.7,665,1,1,0,24.8,93
ALC019640,RUN002,VEH004910,YARD_DAL_01,optimized,A,A08-002,77.9,69,29.9,50.6,838,2,1,0,23.3,100
ALC019641,RUN002,VEH004911,YARD_OKC_01,random,LTH,LTH05-005,85.3,32,63.5,84.8,1422,6,1,0,54.1,51
ALC019642,RUN002,VEH004911,YARD_OKC_01,first_available,A,A07-020,85.3,79,31.8,39.8,581,4,1,0,27.1,95
ALC019643,RUN002,VEH004911,YARD_OKC_01,priority_based,B,B18-019,85.3,67,23.3,43.0,741,0,1,0,19.8,100
ALC019644,RUN002,VEH004911,YARD_OKC_01,optimized,FA,FA14-005,85.3,84,15.1,29.0,232,1,1,0,12.9,100
ALC019645,RUN002,VEH004912,YARD_OKC_01,random,OF,OF20-012,89.6,39,50.4,77.5,1188,4,1,0,45.2,67
ALC019646,RUN002,VEH004912,YARD_OKC_01,first_available,B,B02-006,89.6,70,37.7,54.4,673,4,1,0,33.7,88
ALC019647,RUN002,VEH004912,YARD_OKC_01,priority_based,B,B12-022,89.6,78,15.0,17.8,627,0,1,1,13.4,100
ALC019648,RUN002,VEH004912,YARD_OKC_01,optimized,FA,FA14-019,89.6,91,23.7,34.5,283,4,1,0,21.3,100
ALC019649,RUN002,VEH004913,YARD_OKC_01,random,NR,NR20-007,80.3,41,34.3,43.7,757,2,1,0,27.5,84
ALC019650,RUN002,VEH004913,YARD_OKC_01,first_available,LTH,LTH15-021,80.3,25,42.6,74.6,1416,3,1,0,34.2,70
ALC019651,RUN002,VEH004913,YARD_OKC_01,priority_based,B,B18-019,80.3,67,27.6,51.9,776,2,1,0,22.1,98
ALC019652,RUN002,VEH004913,YARD_OKC_01,optimized,FA,FA01-008,80.3,91,29.8,51.4,246,3,1,0,24.0,100
ALC019653,RUN002,VEH004914,YARD_HOU_01,random,HV,HV14-009,83.0,59,37.5,68.5,1410,0,1,0,31.1,92
ALC019654,RUN002,VEH004914,YARD_HOU_01,first_available,A,A16-012,83.0,77,20.4,36.2,834,0,1,0,16.9,100
ALC019655,RUN002,VEH004914,YARD_HOU_01,priority_based,A,A04-018,83.0,66,24.1,48.1,617,2,1,0,20.0,100
ALC019656,RUN002,VEH004914,YARD_HOU_01,optimized,A,A03-022,83.0,71,12.1,31.1,251,0,1,1,10.0,100
ALC019657,RUN002,VEH004915,YARD_HOU_01,random,LTH,LTH09-017,85.6,40,60.7,77.2,865,7,1,0,52.0,54
ALC019658,RUN002,VEH004915,YARD_HOU_01,first_available,B,B05-022,85.6,75,26.8,52.4,800,0,1,0,22.9,100
ALC019659,RUN002,VEH004915,YARD_HOU_01,priority_based,FA,FA08-008,85.6,84,21.9,38.9,257,4,1,0,18.8,100
ALC019660,RUN002,VEH004915,YARD_HOU_01,optimized,A,A11-018,85.6,78,21.0,34.1,420,2,1,0,18.0,100
ALC019661,RUN002,VEH004916,YARD_DAL_01,random,HV,HV08-005,72.1,44,49.1,64.0,1086,4,0,0,35.4,70
ALC019662,RUN002,VEH004916,YARD_DAL_01,first_available,OF,OF10-017,72.1,26,45.1,74.5,1763,3,0,0,32.5,69
ALC019663,RUN002,VEH004916,YARD_DAL_01,priority_based,OF,OF18-020,72.1,16,40.4,53.1,1590,5,0,0,29.2,65
ALC019664,RUN002,VEH004916,YARD_DAL_01,optimized,A,A11-004,72.1,57,17.2,31.9,722,0,0,0,12.4,100
ALC019665,RUN002,VEH004917,YARD_OKC_01,random,LTH,LTH15-021,100,25,37.3,59.9,1437,1,1,0,37.3,78
ALC019666,RUN002,VEH004917,YARD_OKC_01,first_available,B,B09-020,100,67,24.8,56.7,775,1,1,0,24.8,100
ALC019667,RUN002,VEH004917,YARD_OKC_01,priority_based,A,A15-002,100,69,25.9,38.4,618,4,1,0,25.9,96
ALC019668,RUN002,VEH004917,YARD_OKC_01,optimized,A,A02-019,100,81,17.8,32.8,411,3,1,0,17.8,100
ALC019669,RUN002,VEH004918,YARD_AUS_01,random,A,A01-009,77.2,73,36.7,58.4,442,0,1,0,28.3,98
ALC019670,RUN002,VEH004918,YARD_AUS_01,first_available,NR,NR12-025,77.2,62,46.2,66.8,862,3,1,0,35.7,81
ALC019671,RUN002,VEH004918,YARD_AUS_01,priority_based,B,B10-009,77.2,62,22.0,55.0,482,0,1,0,17.0,100
ALC019672,RUN002,VEH004918,YARD_AUS_01,optimized,B,B03-023,77.2,76,33.0,61.1,765,2,1,0,25.5,100
ALC019673,RUN002,VEH004919,YARD_AUS_01,random,B,B07-007,71.3,77,46.2,65.3,865,2,0,0,33.0,88
ALC019674,RUN002,VEH004919,YARD_AUS_01,first_available,B,B13-011,71.3,85,34.9,42.4,879,0,0,0,24.9,100
ALC019675,RUN002,VEH004919,YARD_AUS_01,priority_based,NR,NR11-015,71.3,70,28.7,46.4,745,2,0,0,20.5,98
ALC019676,RUN002,VEH004919,YARD_AUS_01,optimized,FA,FA01-015,71.3,84,21.6,37.7,155,0,0,0,15.4,100
ALC019677,RUN002,VEH004920,YARD_AUS_01,random,A,A10-015,71.5,60,49.9,75.9,505,3,0,0,35.7,77
ALC019678,RUN002,VEH004920,YARD_AUS_01,first_available,B,B11-012,71.5,65,47.8,68.6,718,4,0,0,34.2,78
ALC019679,RUN002,VEH004920,YARD_AUS_01,priority_based,A,A09-005,71.5,58,36.5,56.9,554,4,0,0,26.1,84
ALC019680,RUN002,VEH004920,YARD_AUS_01,optimized,A,A06-003,71.5,75,25.1,48.2,680,0,0,0,17.9,100
ALC019681,RUN002,VEH004921,YARD_OKC_01,random,A,A20-003,95.8,83,31.0,54.5,439,3,1,0,29.7,99
ALC019682,RUN002,VEH004921,YARD_OKC_01,first_available,A,A08-016,95.8,76,28.9,43.9,559,4,1,0,27.7,96
ALC019683,RUN002,VEH004921,YARD_OKC_01,priority_based,FA,FA04-017,95.8,98,20.9,30.8,236,3,1,0,20.1,100
ALC019684,RUN002,VEH004921,YARD_OKC_01,optimized,FA,FA17-021,95.8,85,18.3,37.4,357,2,1,0,17.5,100
ALC019685,RUN002,VEH004922,YARD_DAL_01,random,NR,NR14-010,74.2,68,45.7,58.1,618,4,0,0,33.9,81
ALC019686,RUN002,VEH004922,YARD_DAL_01,first_available,B,B14-007,74.2,73,37.6,55.3,884,3,0,0,27.9,91
ALC019687,RUN002,VEH004922,YARD_DAL_01,priority_based,B,B06-025,74.2,85,22.3,39.1,722,1,0,0,16.6,100
ALC019688,RUN002,VEH004922,YARD_DAL_01,optimized,B,B03-009,74.2,73,22.6,44.0,497,2,0,0,16.8,100
ALC019689,RUN002,VEH004923,YARD_OKC_01,random,A,A11-025,90.2,85,41.2,61.3,621,2,1,0,37.1,94
ALC019690,RUN002,VEH004923,YARD_OKC_01,first_available,A,A19-007,90.2,70,31.2,41.1,749,2,1,0,28.2,97
ALC019691,RUN002,VEH004923,YARD_OKC_01,priority_based,FA,FA16-004,90.2,97,27.7,50.5,187,4,1,0,25.0,100
ALC019692,RUN002,VEH004923,YARD_OKC_01,optimized,B,B17-016,90.2,83,31.9,56.4,813,5,1,0,28.7,100
ALC019693,RUN002,VEH004924,YARD_HOU_01,random,HV,HV13-013,74.3,40,42.4,63.7,851,1,0,0,31.5,80
ALC019694,RUN002,VEH004924,YARD_HOU_01,first_available,HV,HV08-012,74.3,59,50.6,64.0,722,4,0,0,37.6,74
ALC019695,RUN002,VEH004924,YARD_HOU_01,priority_based,HV,HV13-020,74.3,48,36.7,51.6,977,4,0,0,27.3,81
ALC019696,RUN002,VEH004924,YARD_HOU_01,optimized,A,A03-015,74.3,60,23.9,39.5,468,0,0,0,17.8,100
ALC019697,RUN002,VEH004925,YARD_HOU_01,random,B,B07-007,85.4,85,53.7,72.2,837,4,1,0,45.8,81
ALC019698,RUN002,VEH004925,YARD_HOU_01,first_available,A,A02-012,85.4,84,20.8,42.4,495,2,1,0,17.8,100
ALC019699,RUN002,VEH004925,YARD_HOU_01,priority_based,B,B11-005,85.4,74,26.5,35.1,414,4,1,0,22.6,98
ALC019700,RUN002,VEH004925,YARD_HOU_01,optimized,B,B06-011,85.4,75,9.1,31.6,548,0,1,1,7.8,100
ALC019701,RUN002,VEH004926,YARD_OKC_01,random,NR,NR19-004,61.1,54,48.4,67.0,584,3,0,0,29.5,76
ALC019702,RUN002,VEH004926,YARD_OKC_01,first_available,NR,NR04-022,61.1,45,37.3,56.4,791,1,0,0,22.8,85
ALC019703,RUN002,VEH004926,YARD_OKC_01,priority_based,NR,NR01-006,61.1,67,50.1,77.8,824,6,0,0,30.6,73
ALC019704,RUN002,VEH004926,YARD_OKC_01,optimized,A,A03-008,61.1,59,32.6,45.6,588,4,0,0,19.9,96
ALC019705,RUN002,VEH004927,YARD_HOU_01,random,B,B02-013,78.5,64,40.8,75.8,383,2,1,0,32.0,87
ALC019706,RUN002,VEH004927,YARD_HOU_01,first_available,B,B04-019,78.5,57,36.8,49.7,863,2,1,0,28.9,88
ALC019707,RUN002,VEH004927,YARD_HOU_01,priority_based,B,B17-002,78.5,74,34.3,65.3,732,3,1,0,26.9,94
ALC019708,RUN002,VEH004927,YARD_HOU_01,optimized,FA,FA04-003,78.5,92,18.6,33.0,276,0,1,0,14.6,100
ALC019709,RUN002,VEH004928,YARD_HOU_01,random,HV,HV02-022,60.6,62,58.3,75.2,1144,2,0,0,35.3,74
ALC019710,RUN002,VEH004928,YARD_HOU_01,first_available,HV,HV04-007,60.6,40,47.0,66.6,1219,1,0,0,28.5,76
ALC019711,RUN002,VEH004928,YARD_HOU_01,priority_based,HV,HV06-020,60.6,39,42.3,71.4,653,4,0,0,25.6,73
ALC019712,RUN002,VEH004928,YARD_HOU_01,optimized,B,B19-008,60.6,56,36.2,49.4,451,3,0,0,22.0,94
ALC019713,RUN002,VEH004929,YARD_HOU_01,random,HV,HV20-020,85.3,65,47.4,76.6,1060,3,1,0,40.4,81
ALC019714,RUN002,VEH004929,YARD_HOU_01,first_available,LTH,LTH18-002,85.3,33,38.3,60.8,1003,3,1,0,32.7,76
ALC019715,RUN002,VEH004929,YARD_HOU_01,priority_based,A,A15-016,85.3,61,41.5,64.0,924,6,1,0,35.4,78
ALC019716,RUN002,VEH004929,YARD_HOU_01,optimized,A,A02-005,85.3,57,19.1,35.3,687,1,1,0,16.3,100
ALC019717,RUN002,VEH004930,YARD_AUS_01,random,A,A11-025,61.1,58,52.4,82.4,485,4,0,0,32.0,72
ALC019718,RUN002,VEH004930,YARD_AUS_01,first_available,B,B13-018,61.1,76,27.0,55.3,408,0,0,0,16.5,100
ALC019719,RUN002,VEH004930,YARD_AUS_01,priority_based,A,A16-019,61.1,67,22.1,44.3,564,0,0,0,13.5,100
ALC019720,RUN002,VEH004930,YARD_AUS_01,optimized,B,B19-008,61.1,85,29.4,45.3,428,2,0,0,18.0,100
ALC019721,RUN002,VEH004931,YARD_AUS_01,random,B,B11-012,68.8,65,72.5,92.6,918,7,0,0,49.9,54
ALC019722,RUN002,VEH004931,YARD_AUS_01,first_available,B,B05-022,68.8,73,33.7,55.2,263,2,0,0,23.2,96
ALC019723,RUN002,VEH004931,YARD_AUS_01,priority_based,B,B12-015,68.8,85,36.0,55.6,528,3,0,0,24.7,96
ALC019724,RUN002,VEH004931,YARD_AUS_01,optimized,B,B15-017,68.8,58,29.6,36.8,471,3,0,0,20.4,100
ALC019725,RUN002,VEH004932,YARD_OKC_01,random,A,A08-023,80.3,76,41.8,57.3,970,3,1,0,33.6,89
ALC019726,RUN002,VEH004932,YARD_OKC_01,first_available,OF,OF05-016,80.3,35,58.1,83.2,1276,7,1,0,46.7,54
ALC019727,RUN002,VEH004932,YARD_OKC_01,priority_based,B,B06-018,80.3,60,13.0,28.4,697,0,1,1,10.4,100
ALC019728,RUN002,VEH004932,YARD_OKC_01,optimized,FA,FA05-006,80.3,87,12.4,21.8,329,0,1,1,9.9,100
