vehicle_id,claim_id,partner_id,yard_id,arrival_date,sale_date,pickup_date,vehicle_status,make,model,model_year,vehicle_age,vehicle_type,damage_type,damage_severity,drivability_status,title_status,estimated_salvage_value,estimated_sale_probability,expected_days_to_sale,actual_days_to_sale,pickup_required_flag,customer_pickup_flag,carrier_pickup_flag,partner_priority_score,operational_complexity_score,priority_score,created_at,updated_at
VEH004881,CLM004881,P028,YARD_OKC_01,2025-07-24,2025-08-13,2025-08-17,picked_up,Chevrolet,Malibu,2018,8,sedan,hail,minor,runs_and_drives,salvage,11302,0.76,31,20,1,1,0,100,30,92.9,2025-07-24 16:48:00,2025-08-31 15:48:00
VEH004882,CLM004882,P038,YARD_HOU_01,2025-02-19,,,listed,Toyota,Tacoma,2005,21,pickup,front_end,severe,non_running,pending_title,500,0.27,63,,1,1,0,69,57,59.4,2025-02-19 15:14:00,2025-04-03 14:14:00
VEH004883,CLM004883,P022,YARD_OKC_01,2025-04-15,2025-05-18,2025-05-23,picked_up,Chevrolet,Silverado,2025,1,pickup,mechanical,minor,runs_and_drives,clean,12694,0.84,22,33,1,1,0,100,21,89.3,2025-04-15 13:19:00,2025-04-17 17:19:00
VEH004884,CLM004884,P040,YARD_OKC_01,2025-04-26,2025-07-05,,sold_pending_pickup,Ram,1500,2008,18,pickup,theft_recovery,minor,forklift_required,salvage,13089,0.57,53,70,1,1,0,100,70,82.3,2025-04-26 11:52:00,2025-05-25 10:52:00
VEH004885,CLM004885,P035,YARD_DAL_01,2025-06-27,2025-09-03,,sold_pending_pickup,Ford,F-150,2017,9,pickup,mechanical,severe,non_running,missing_title,2526,0.54,64,68,1,0,1,90,79,70.6,2025-06-27 17:56:00,2025-07-22 22:56:00
VEH004886,CLM004886,P003,YARD_AUS_01,2025-06-18,,,listed,Ram,1500,2008,18,pickup,theft_recovery,severe,non_running,salvage,902,0.31,63,,1,1,0,82,82,66.0,2025-06-18 17:07:00,2025-07-29 22:07:00
VEH004887,CLM004887,P015,YARD_OKC_01,2025-04-24,2025-04-25,2025-04-30,picked_up,Ford,Escape,2019,7,SUV,side,moderate,runs_and_drives,rebuilt,5980,0.93,21,1,1,0,1,100,21,82.3,2025-04-24 15:55:00,2025-05-17 21:55:00
VEH004888,CLM004888,P007,YARD_HOU_01,2025-04-16,2025-06-17,,sold_pending_pickup,Ram,2500,2014,12,pickup,mechanical,moderate,forklift_required,salvage,3792,0.46,61,62,1,0,1,100,99,65.6,2025-04-16 17:55:00,2025-04-30 17:55:00
VEH004889,CLM004889,P028,YARD_AUS_01,2025-06-23,,,listed,Kia,Sorento,2016,10,SUV,burn,moderate,non_running,pending_title,7711,0.61,42,,1,0,1,100,67,86.2,2025-06-23 10:18:00,2025-07-07 14:18:00
VEH004890,CLM004890,P021,YARD_OKC_01,2025-01-12,,,listed,Kia,Optima,2010,16,sedan,rear_end,severe,forklift_required,missing_title,500,0.42,54,,1,0,1,96,100,70.9,2025-01-12 11:37:00,2025-01-26 12:37:00
VEH004891,CLM004891,P014,YARD_OKC_01,2025-02-15,2025-04-02,,listed,Chevrolet,Silverado,2025,1,pickup,mechanical,moderate,forklift_required,salvage,500,0.74,44,46,0,0,0,99,81,63.4,2025-02-15 15:18:00,2025-02-22 19:18:00
VEH004892,CLM004892,P003,YARD_HOU_01,2025-06-04,2025-08-11,2025-08-16,picked_up,Ford,F-150,2004,22,pickup,flood,total_loss,non_running,missing_title,2051,0.41,62,68,1,0,1,82,84,65.6,2025-06-04 16:44:00,2025-07-15 20:44:00
VEH004893,CLM004893,P013,YARD_AUS_01,2025-03-29,2025-04-30,2025-05-01,picked_up,Nissan,Rogue,2021,5,SUV,theft_recovery,severe,runs_and_drives,salvage,9313,0.78,26,32,1,0,1,100,44,84.4,2025-03-29 10:09:00,2025-05-12 14:09:00
VEH004894,CLM004894,P028,YARD_HOU_01,2025-06-24,2025-07-30,,sold_pending_pickup,Toyota,Camry,2020,6,sedan,rear_end,severe,runs_and_drives,clean,14693,0.88,33,36,1,1,0,100,35,92.0,2025-06-24 12:12:00,2025-07-22 16:12:00
VEH004895,CLM004895,P014,YARD_DAL_01,2025-06-12,,,title_pending,Nissan,Frontier,2018,8,pickup,rear_end,severe,runs_and_drives,salvage,500,0.69,36,,0,0,0,100,33,72.6,2025-06-12 16:32:00,2025-06-27 21:32:00
VEH004896,CLM004896,P038,YARD_AUS_01,2025-07-10,2025-07-30,2025-08-07,picked_up,Nissan,Frontier,2012,14,pickup,hail,moderate,non_running,salvage,500,0.60,42,20,1,0,1,79,59,64.8,2025-07-10 12:39:00,2025-07-15 11:39:00
VEH004897,CLM004897,P030,YARD_OKC_01,2025-07-04,2025-08-05,2025-08-10,picked_up,Ram,1500,2026,0,pickup,front_end,severe,runs_and_drives,clean,9589,0.86,28,32,1,0,1,100,35,89.4,2025-07-04 17:04:00,2025-07-18 00:04:00
VEH004898,CLM004898,P024,YARD_AUS_01,2025-06-12,2025-07-20,2025-07-23,picked_up,Ram,2500,2014,12,pickup,mechanical,severe,non_running,salvage,500,0.43,40,38,1,1,0,100,73,78.5,2025-06-12 17:45:00,2025-06-30 18:45:00
VEH004899,CLM004899,P028,YARD_DAL_01,2025-03-05,,,listed,Ford,Explorer,2026,0,SUV,hail,severe,runs_and_drives,salvage,9008,0.82,22,,1,1,0,100,23,94.2,2025-03-05 10:39:00,2025-04-05 17:39:00
VEH004900,CLM004900,P028,YARD_AUS_01,2025-07-20,,,title_pending,Ford,Escape,2006,20,SUV,front_end,total_loss,forklift_required,pending_title,13474,0.44,64,,1,1,0,100,70,85.7,2025-07-20 10:04:00,2025-08-20 10:04:00
VEH004901,CLM004901,P015,YARD_DAL_01,2025-07-16,2025-08-12,,title_pending,Toyota,Tacoma,2025,1,pickup,rear_end,minor,runs_and_drives,clean,5733,0.85,18,27,0,0,0,100,21,82.3,2025-07-16 15:20:00,2025-08-18 18:20:00
VEH004902,CLM004902,P004,YARD_AUS_01,2025-03-16,2025-04-18,2025-04-24,picked_up,BMW,5 Series,2022,4,sedan,hail,moderate,runs_and_drives,salvage,3041,0.70,32,33,1,1,0,92,34,83.1,2025-03-16 13:44:00,2025-04-12 13:44:00
VEH004903,CLM004903,P015,YARD_AUS_01,2025-07-08,2025-08-05,,sold_pending_pickup,Kia,Sportage,2019,7,SUV,front_end,minor,non_running,clean,1162,0.49,44,28,1,0,1,100,74,72.7,2025-07-08 09:50:00,2025-08-02 15:50:00
VEH004904,CLM004904,P037,YARD_DAL_01,2025-04-23,2025-06-12,,sold_pending_pickup,Ford,Explorer,2009,17,SUV,mechanical,severe,runs_and_drives,pending_title,500,0.50,38,50,1,0,1,64,32,61.4,2025-04-23 13:21:00,2025-05-18 17:21:00
VEH004905,CLM004905,P023,YARD_DAL_01,2025-04-24,2025-07-11,,sold_pending_pickup,Honda,Civic,2010,16,sedan,front_end,severe,forklift_required,pending_title,1914,0.36,59,78,1,0,1,92,77,72.1,2025-04-24 09:17:00,2025-05-15 16:17:00
VEH004906,CLM004906,P037,YARD_OKC_01,2025-06-12,2025-07-24,2025-07-29,picked_up,Ram,3500,2014,12,heavy_vehicle,side,severe,forklift_required,salvage,2070,0.46,45,42,1,1,0,83,88,62.3,2025-06-12 14:34:00,2025-06-23 16:34:00
VEH004907,CLM004907,P003,YARD_OKC_01,2025-01-08,,,title_pending,Ram,ProMaster,2020,6,van,theft_recovery,severe,runs_and_drives,clean,3148,0.71,24,,1,0,1,100,47,82.7,2025-01-08 12:15:00,2025-01-30 14:15:00
VEH004908,CLM004908,P029,YARD_DAL_01,2025-07-18,2025-09-28,2025-10-06,picked_up,Chevrolet,Tahoe,2006,20,SUV,theft_recovery,moderate,forklift_required,salvage,2583,0.42,71,72,1,0,1,100,90,74.5,2025-07-18 13:36:00,2025-08-02 16:36:00
VEH004909,CLM004909,P006,YARD_OKC_01,2025-04-05,2025-05-14,2025-05-17,picked_up,Ram,2500,2010,16,pickup,side,minor,runs_and_drives,clean,12072,0.82,40,39,1,1,0,97,12,94.1,2025-04-05 14:10:00,2025-05-05 15:10:00
VEH004910,CLM004910,P004,YARD_DAL_01,2025-06-11,,,listed,Ram,2500,2010,16,pickup,front_end,severe,non_running,pending_title,12298,0.42,52,,1,0,1,98,82,77.9,2025-06-11 09:38:00,2025-07-26 08:38:00
VEH004911,CLM004911,P029,YARD_OKC_01,2025-04-22,2025-06-14,2025-06-16,picked_up,BMW,3 Series,2005,21,sedan,theft_recovery,minor,runs_and_drives,clean,1292,0.40,61,53,1,1,0,100,30,85.3,2025-04-22 12:10:00,2025-05-02 19:10:00
VEH004912,CLM004912,P004,YARD_OKC_01,2025-04-18,,,listed,Ford,Mustang,2007,19,sedan,front_end,moderate,runs_and_drives,rebuilt,12206,0.74,28,,1,1,0,98,17,89.6,2025-04-18 10:11:00,2025-05-26 16:11:00
VEH004913,CLM004913,P011,YARD_OKC_01,2025-07-20,2025-08-26,2025-08-28,picked_up,Ram,ProMaster,2022,4,van,side,moderate,runs_and_drives,pending_title,5680,0.69,35,37,1,0,1,91,44,80.3,2025-07-20 17:07:00,2025-07-25 21:07:00
VEH004914,CLM004914,P023,YARD_HOU_01,2025-06-11,2025-08-07,,sold_pending_pickup,Nissan,Sentra,2005,21,sedan,hail,severe,runs_and_drives,pending_title,7128,0.51,52,57,1,1,0,100,42,83.0,2025-06-11 10:08:00,2025-07-22 13:08:00
VEH004915,CLM004915,P022,YARD_HOU_01,2025-03-20,2025-04-08,,sold_pending_pickup,Ford,F-150,2022,4,pickup,side,total_loss,runs_and_drives,salvage,7505,0.79,29,19,1,0,1,100,42,85.6,2025-03-20 15:08:00,2025-04-24 17:08:00
VEH004916,CLM004916,P014,YARD_DAL_01,2025-03-12,,,title_pending,BMW,3 Series,2012,14,sedan,rear_end,moderate,runs_and_drives,clean,500,0.60,28,,1,1,0,99,33,72.1,2025-03-12 10:12:00,2025-04-14 16:12:00
VEH004917,CLM004917,P020,YARD_OKC_01,2025-03-23,2025-03-31,2025-04-01,picked_up,Ford,Explorer,2022,4,SUV,flood,moderate,runs_and_drives,salvage,27222,0.98,15,8,1,0,1,100,27,100,2025-03-23 14:54:00,2025-05-05 13:54:00
VEH004918,CLM004918,P013,YARD_AUS_01,2025-03-25,,,awaiting_sale,Ford,Escape,2005,21,SUV,mechanical,severe,forklift_required,salvage,500,0.26,69,,1,0,1,100,84,77.2,2025-03-25 12:25:00,2025-04-15 16:25:00
VEH004919,CLM004919,P015,YARD_AUS_01,2025-03-08,,,awaiting_sale,Ford,Explorer,2015,11,SUV,flood,moderate,non_running,clean,4579,0.43,59,,1,0,1,100,82,71.3,2025-03-08 17:44:00,2025-03-11 20:44:00
VEH004920,CLM004920,P015,YARD_AUS_01,2025-03-29,,,listed,Ford,F-150,2021,5,pickup,front_end,moderate,forklift_required,salvage,7950,0.50,38,,1,1,0,100,81,71.5,2025-03-29 17:30:00,2025-04-04 20:30:00
VEH004921,CLM004921,P028,YARD_OKC_01,2025-06-26,2025-07-25,,sold_pending_pickup,Toyota,Camry,2005,21,sedan,front_end,minor,runs_and_drives,clean,14566,0.60,27,29,1,0,1,100,14,95.8,2025-06-26 10:51:00,2025-07-02 11:51:00
VEH004922,CLM004922,P015,YARD_DAL_01,2025-05-08,2025-06-17,,sold_pending_pickup,Toyota,RAV4,2018,8,SUV,rear_end,moderate,non_running,clean,7257,0.51,41,40,1,0,1,100,66,74.2,2025-05-08 11:19:00,2025-06-16 14:19:00
VEH004923,CLM004923,P028,YARD_OKC_01,2025-04-04,,,listed,Toyota,Camry,2010,16,sedan,mechanical,moderate,non_running,salvage,4248,0.39,56,,1,0,1,100,45,90.2,2025-04-04 11:06:00,2025-05-13 16:06:00
VEH004924,CLM004924,P027,YARD_HOU_01,2025-05-04,2025-06-10,2025-06-13,picked_up,Ram,3500,2015,11,heavy_vehicle,side,severe,forklift_required,pending_title,8424,0.67,47,37,1,0,1,97,78,74.3,2025-05-04 15:28:00,2025-05-18 16:28:00
VEH004925,CLM004925,P002,YARD_HOU_01,2025-01-12,2025-02-12,2025-02-13,picked_up,Ram,ProMaster,2011,15,van,rear_end,moderate,runs_and_drives,clean,5792,0.68,46,31,1,0,1,100,35,85.4,2025-01-12 15:20:00,2025-01-17 17:20:00
VEH004926,CLM004926,P014,YARD_OKC_01,2025-05-23,,,title_pending,Toyota,Tacoma,2012,14,pickup,mechanical,total_loss,forklift_required,clean,500,0.38,55,,1,0,1,100,97,61.1,2025-05-23 15:08:00,2025-06-14 21:08:00
VEH004927,CLM004927,P013,YARD_HOU_01,2025-06-26,2025-08-12,,title_pending,Nissan,Frontier,2008,18,pickup,rear_end,severe,forklift_required,clean,500,0.30,54,47,0,0,0,100,77,78.5,2025-06-26 14:57:00,2025-08-10 17:57:00
VEH004928,CLM004928,P014,YARD_HOU_01,2025-07-10,2025-09-13,,sold_pending_pickup,Ram,3500,2009,17,heavy_vehicle,hail,severe,heavy_equipment_required,pending_title,500,0.15,66,65,1,0,1,100,100,60.6,2025-07-10 11:46:00,2025-07-31 12:46:00
VEH004929,CLM004929,P013,YARD_HOU_01,2025-05-08,,,awaiting_sale,Ram,2500,2018,8,pickup,front_end,severe,runs_and_drives,rebuilt,2372,0.57,29,,1,1,0,100,39,85.3,2025-05-08 15:46:00,2025-05-14 20:46:00
VEH004930,CLM004930,P014,YARD_AUS_01,2025-06-01,,,listed,Ram,2500,2012,14,pickup,rear_end,severe,non_running,salvage,500,0.59,55,,1,0,1,94,78,61.1,2025-06-01 12:51:00,2025-06-02 17:51:00
VEH004931,CLM004931,P015,YARD_AUS_01,2025-07-13,,,listed,BMW,X3,2006,20,SUV,mechanical,moderate,forklift_required,salvage,1523,0.30,78,,1,0,1,100,96,68.8,2025-07-13 12:26:00,2025-07-20 12:26:00
VEH004932,CLM004932,P011,YARD_OKC_01,2025-01-14,,,listed,Ford,Explorer,2009,17,SUV,hail,moderate,runs_and_drives,pending_title,6188,0.58,29,,1,1,0,86,28,80.3,2025-01-14 12:57:00,2025-01-31 19:57:00
VEH004933,CLM004933,P005,YARD_HOU_01,2025-07-26,,,awaiting_sale,Nissan,Sentra,2016,10,sedan,flood,severe,forklift_required,pending_title,1011,0.43,64,,1,1,0,100,100,82.1,2025-07-26 10:20:00,2025-07-27 12:20:00
VEH004934,CLM004934,P039,YARD_OKC_01,2025-02-07,2025-04-08,,listed,BMW,X3,2005,21,SUV,flood,minor,forklift_required,clean,1718,0.35,67,60,0,0,0,85,72,62.3,2025-02-07 14:09:00,2025-03-11 16:09:00
VEH004935,CLM004935,P028,YARD_AUS_01,2025-03-19,,,awaiting_sale,Nissan,Rogue,2022,4,SUV,front_end,moderate,non_running,salvage,12695,0.77,36,,1,0,1,100,59,87.7,2025-03-19 13:21:00,2025-04-21 18:21:00
VEH004936,CLM004936,P011,YARD_AUS_01,2025-07-12,,,awaiting_sale,Toyota,Tacoma,2008,18,pickup,side,total_loss,non_running,salvage,500,0.17,63,,0,0,0,75,81,64.3,2025-07-12 11:45:00,2025-08-17 16:45:00
VEH004937,CLM004937,P028,YARD_HOU_01,2025-05-18,,,title_pending,Ford,F-150,2011,15,pickup,flood,minor,forklift_required,pending_title,21004,0.69,51,,1,0,1,100,66,86.4,2025-05-18 16:47:00,2025-05-27 15:47:00
VEH004938,CLM004938,P014,YARD_OKC_01,2025-05-21,,,listed,BMW,X5,2015,11,SUV,hail,minor,non_running,clean,500,0.43,46,,1,1,0,100,50,69.6,2025-05-21 09:48:00,2025-06-17 08:48:00
VEH004939,CLM004939,P014,YARD_DAL_01,2025-05-02,2025-05-12,,awaiting_sale,Ford,Escape,2019,7,SUV,rear_end,severe,runs_and_drives,clean,500,0.70,9,10,0,0,0,100,21,74.8,2025-05-02 11:06:00,2025-06-06 18:06:00
VEH004940,CLM004940,P015,YARD_AUS_01,2025-05-23,,,listed,Nissan,Altima,2018,8,sedan,front_end,moderate,non_running,clean,3217,0.63,33,,1,1,0,100,44,78.1,2025-05-23 10:52:00,2025-06-25 09:52:00
VEH004941,CLM004941,P007,YARD_OKC_01,2025-06-11,,,listed,BMW,X3,2017,9,SUV,theft_recovery,moderate,runs_and_drives,rebuilt,4835,0.75,33,,1,0,1,100,21,79.7,2025-06-11 13:14:00,2025-07-03 20:14:00
VEH004942,CLM004942,P007,YARD_OKC_01,2025-01-15,2025-03-03,,sold_pending_pickup,Honda,Pilot,2007,19,SUV,front_end,severe,forklift_required,pending_title,500,0.54,58,47,1,1,0,100,75,70.0,2025-01-15 12:29:00,2025-02-11 17:29:00
VEH004943,CLM004943,P037,YARD_DAL_01,2025-04-01,2025-05-16,,sold_pending_pickup,Chevrolet,Silverado,2018,8,pickup,hail,moderate,non_running,salvage,10199,0.57,61,45,1,1,0,85,63,68.0,2025-04-01 13:46:00,2025-04-11 13:46:00
VEH004944,CLM004944,P028,YARD_OKC_01,2025-05-23,2025-06-16,2025-06-17,picked_up,BMW,X3,2017,9,SUV,rear_end,minor,runs_and_drives,clean,20581,0.94,29,24,1,0,1,100,21,94.5,2025-05-23 15:15:00,2025-07-07 21:15:00
VEH004945,CLM004945,P015,YARD_HOU_01,2025-07-27,,,awaiting_sale,Honda,CR-V,2010,16,SUV,front_end,moderate,runs_and_drives,salvage,2702,0.47,38,,1,1,0,100,22,82.1,2025-07-27 12:22:00,2025-08-12 11:22:00
VEH004946,CLM004946,P025,YARD_AUS_01,2025-06-26,2025-07-23,2025-07-26,picked_up,BMW,3 Series,2018,8,sedan,mechanical,minor,runs_and_drives,salvage,1636,0.84,31,27,1,1,0,69,22,61.5,2025-06-26 14:53:00,2025-08-09 20:53:00
VEH004947,CLM004947,P014,YARD_AUS_01,2025-05-22,2025-06-20,2025-06-23,picked_up,BMW,3 Series,2014,12,sedan,side,moderate,runs_and_drives,salvage,500,0.58,29,29,1,0,1,100,28,73.5,2025-05-22 16:48:00,2025-06-15 17:48:00
VEH004948,CLM004948,P005,YARD_HOU_01,2025-07-24,2025-09-10,2025-09-15,picked_up,Ram,ProMaster,2023,3,van,rear_end,moderate,non_running,salvage,19113,0.75,37,48,1,0,1,100,61,89.1,2025-07-24 13:49:00,2025-08-30 16:49:00
VEH004949,CLM004949,P024,YARD_OKC_01,2025-05-19,,,awaiting_sale,Honda,CR-V,2011,15,SUV,side,minor,runs_and_drives,salvage,6977,0.50,39,,1,1,0,100,34,85.5,2025-05-19 11:23:00,2025-06-23 17:23:00
VEH004950,CLM004950,P031,YARD_AUS_01,2025-06-24,2025-08-08,2025-08-09,picked_up,Ram,3500,2025,1,heavy_vehicle,theft_recovery,total_loss,forklift_required,pending_title,20539,0.80,39,45,1,0,1,100,86,86.4,2025-06-24 12:31:00,2025-08-07 15:31:00
VEH004951,CLM004951,P026,YARD_HOU_01,2025-04-05,,,awaiting_sale,Ford,F-150,2006,20,pickup,flood,moderate,runs_and_drives,salvage,5087,0.41,45,,1,1,0,93,35,77.5,2025-04-05 16:26:00,2025-05-11 22:26:00
VEH004952,CLM004952,P024,YARD_DAL_01,2025-02-07,2025-03-22,2025-03-24,picked_up,Nissan,Frontier,2019,7,pickup,hail,moderate,non_running,salvage,3215,0.73,34,43,1,1,0,100,62,80.5,2025-02-07 16:21:00,2025-03-04 15:21:00
VEH004953,CLM004953,P028,YARD_DAL_01,2025-01-10,2025-02-03,2025-02-11,picked_up,Nissan,Rogue,2013,13,SUV,theft_recovery,severe,runs_and_drives,salvage,8854,0.65,37,24,1,1,0,100,49,89.5,2025-01-10 11:11:00,2025-01-18 16:11:00
VEH004954,CLM004954,P028,YARD_HOU_01,2025-03-02,2025-04-08,,sold_pending_pickup,BMW,5 Series,2019,7,sedan,flood,moderate,runs_and_drives,missing_title,8806,0.63,33,37,1,0,1,100,27,93.4,2025-03-02 15:25:00,2025-03-18 20:25:00
VEH004955,CLM004955,P003,YARD_AUS_01,2025-04-01,2025-05-30,2025-06-06,picked_up,Toyota,Tacoma,2010,16,pickup,mechanical,minor,forklift_required,salvage,12737,0.49,52,59,1,1,0,99,60,79.8,2025-04-01 12:24:00,2025-04-29 17:24:00
VEH004956,CLM004956,P023,YARD_AUS_01,2025-05-23,2025-05-24,,sold_pending_pickup,Honda,Accord,2024,2,sedan,mechanical,minor,non_running,salvage,15574,0.86,11,1,1,1,0,100,55,80.7,2025-05-23 17:04:00,2025-05-24 21:04:00
VEH004957,CLM004957,P023,YARD_AUS_01,2025-07-15,2025-08-24,2025-08-31,picked_up,BMW,X5,2025,1,SUV,front_end,total_loss,non_running,salvage,500,0.67,39,40,1,0,1,90,74,71.5,2025-07-15 14:06:00,2025-07-26 21:06:00
VEH004958,CLM004958,P019,YARD_DAL_01,2025-05-19,,,listed,Ford,Explorer,2020,6,SUV,mechanical,moderate,non_running,salvage,2813,0.53,35,,1,1,0,89,57,69.0,2025-05-19 11:28:00,2025-06-29 17:28:00
VEH004959,CLM004959,P005,YARD_HOU_01,2025-04-01,,,awaiting_sale,Honda,Civic,2023,3,sedan,mechanical,severe,runs_and_drives,salvage,9021,0.74,32,,1,0,1,100,51,90.9,2025-04-01 11:21:00,2025-04-29 18:21:00
VEH004960,CLM004960,P013,YARD_HOU_01,2025-02-14,,,listed,Toyota,Tacoma,2013,13,pickup,flood,severe,forklift_required,pending_title,6067,0.33,44,,1,1,0,100,91,76.0,2025-02-14 16:57:00,2025-02-18 17:57:00
VEH004961,CLM004961,P008,YARD_OKC_01,2025-04-17,,,listed,Nissan,Sentra,2018,8,sedan,theft_recovery,severe,non_running,pending_title,4006,0.57,59,,1,1,0,100,74,71.3,2025-04-17 10:55:00,2025-04-24 12:55:00
VEH004962,CLM004962,P024,YARD_AUS_01,2025-05-13,,,awaiting_sale,Ford,Mustang,2005,21,sedan,mechanical,severe,runs_and_drives,salvage,6875,0.44,56,,1,1,0,100,42,84.1,2025-05-13 09:13:00,2025-06-12 08:13:00
VEH004963,CLM004963,P015,YARD_DAL_01,2025-03-27,,,title_pending,BMW,X3,2004,22,SUV,theft_recovery,total_loss,runs_and_drives,rebuilt,500,0.28,68,,1,0,1,100,48,77.4,2025-03-27 11:07:00,2025-05-08 11:07:00
VEH004964,CLM004964,P011,YARD_HOU_01,2025-04-19,2025-04-27,2025-05-02,picked_up,Ford,Mustang,2023,3,sedan,rear_end,total_loss,runs_and_drives,pending_title,10899,0.82,19,8,1,1,0,72,36,70.7,2025-04-19 14:12:00,2025-06-02 19:12:00
VEH004965,CLM004965,P028,YARD_OKC_01,2025-05-10,2025-05-16,2025-05-23,picked_up,Kia,Sorento,2022,4,SUV,mechanical,minor,runs_and_drives,missing_title,11994,0.82,19,6,1,1,0,100,31,92.7,2025-05-10 14:24:00,2025-06-17 17:24:00
VEH004966,CLM004966,P013,YARD_HOU_01,2025-05-15,2025-06-12,,sold_pending_pickup,Chevrolet,Equinox,2022,4,SUV,flood,severe,runs_and_drives,salvage,5811,0.78,36,28,1,1,0,100,33,86.4,2025-05-15 14:50:00,2025-06-08 15:50:00
VEH004967,CLM004967,P028,YARD_DAL_01,2025-02-28,2025-04-05,2025-04-09,picked_up,Toyota,RAV4,2016,10,SUV,side,severe,non_running,rebuilt,8289,0.52,36,36,1,0,1,100,86,82.8,2025-02-28 17:55:00,2025-03-16 20:55:00
VEH004968,CLM004968,P003,YARD_OKC_01,2025-07-09,2025-09-04,2025-09-09,picked_up,Kia,Sorento,2009,17,SUV,rear_end,moderate,forklift_required,clean,5756,0.48,53,57,1,0,1,70,75,60.3,2025-07-09 15:04:00,2025-07-30 17:04:00
VEH004969,CLM004969,P037,YARD_DAL_01,2025-04-10,2025-05-24,2025-05-28,picked_up,BMW,X3,2025,1,SUV,side,severe,forklift_required,rebuilt,8313,0.57,34,44,1,0,1,90,98,64.6,2025-04-10 11:58:00,2025-04-25 10:58:00
VEH004970,CLM004970,P028,YARD_OKC_01,2025-06-12,2025-07-19,,sold_pending_pickup,Kia,Optima,2013,13,sedan,flood,moderate,runs_and_drives,salvage,3719,0.61,26,37,1,1,0,100,38,91.5,2025-06-12 13:24:00,2025-06-23 18:24:00
VEH004971,CLM004971,P020,YARD_OKC_01,2025-01-16,,,awaiting_sale,Nissan,Rogue,2005,21,SUV,flood,minor,runs_and_drives,clean,2979,0.37,51,,1,0,1,100,22,100,2025-01-16 12:36:00,2025-03-01 15:36:00
VEH004972,CLM004972,P037,YARD_DAL_01,2025-05-01,2025-06-26,2025-07-04,picked_up,Toyota,Camry,2008,18,sedan,theft_recovery,moderate,forklift_required,salvage,2276,0.40,57,56,1,1,0,81,69,64.6,2025-05-01 16:16:00,2025-06-10 19:16:00
VEH004973,CLM004973,P040,YARD_HOU_01,2025-03-06,2025-04-25,,title_pending,Ram,3500,2010,16,heavy_vehicle,flood,minor,forklift_required,salvage,8523,0.47,43,50,0,0,0,91,79,75.4,2025-03-06 15:08:00,2025-04-14 20:08:00
VEH004974,CLM004974,P015,YARD_HOU_01,2025-01-04,2025-02-07,,sold_pending_pickup,Ford,Escape,2026,0,SUV,side,severe,non_running,salvage,6167,0.61,33,34,1,0,1,100,74,72.7,2025-01-04 11:34:00,2025-01-15 17:34:00
VEH004975,CLM004975,P014,YARD_OKC_01,2025-01-07,,,listed,Kia,Sorento,2010,16,SUV,mechanical,total_loss,runs_and_drives,salvage,500,0.54,51,,1,0,1,100,53,69.0,2025-01-07 16:58:00,2025-01-24 21:58:00
VEH004976,CLM004976,P011,YARD_AUS_01,2025-02-23,2025-04-05,2025-04-07,picked_up,Ram,1500,2016,10,pickup,theft_recovery,total_loss,runs_and_drives,rebuilt,2828,0.63,47,41,1,0,1,88,55,76.6,2025-02-23 09:47:00,2025-02-28 14:47:00
VEH004977,CLM004977,P014,YARD_AUS_01,2025-01-28,,,awaiting_sale,BMW,5 Series,2005,21,sedan,front_end,moderate,runs_and_drives,pending_title,500,0.41,49,,1,0,1,98,33,71.5,2025-01-28 11:01:00,2025-02-26 14:01:00
VEH004978,CLM004978,P023,YARD_HOU_01,2025-01-18,2025-03-20,,listed,Ford,F-150,2017,9,pickup,flood,total_loss,forklift_required,clean,3928,0.46,51,61,0,0,0,97,86,73.4,2025-01-18 09:51:00,2025-02-20 14:51:00
VEH004979,CLM004979,P005,YARD_DAL_01,2025-07-21,,,awaiting_sale,Nissan,Sentra,2015,11,sedan,rear_end,total_loss,runs_and_drives,clean,2463,0.65,47,,0,0,0,100,58,89.7,2025-07-21 12:26:00,2025-08-29 12:26:00
VEH004980,CLM004980,P008,YARD_HOU_01,2025-05-26,,,listed,Nissan,Rogue,2006,20,SUV,side,minor,forklift_required,clean,2523,0.33,48,,0,0,0,92,87,64.3,2025-05-26 13:10:00,2025-06-16 16:10:00
VEH004981,CLM004981,P004,YARD_OKC_01,2025-03-24,2025-04-23,,title_pending,Nissan,Frontier,2024,2,pickup,front_end,moderate,runs_and_drives,salvage,15043,0.98,38,30,0,0,0,99,25,88.8,2025-03-24 11:58:00,2025-03-27 16:58:00
VEH004982,CLM004982,P003,YARD_HOU_01,2025-01-07,2025-01-24,2025-01-25,picked_up,Honda,CR-V,2023,3,SUV,theft_recovery,minor,runs_and_drives,salvage,13350,0.98,21,17,1,0,1,90,8,83.9,2025-01-07 12:10:00,2025-02-14 11:10:00
VEH004983,CLM004983,P028,YARD_OKC_01,2025-01-31,2025-03-14,,listed,Ford,Explorer,2005,21,SUV,mechanical,moderate,forklift_required,salvage,14306,0.44,46,42,0,0,0,100,64,86.8,2025-01-31 09:24:00,2025-02-26 09:24:00
VEH004984,CLM004984,P030,YARD_OKC_01,2025-02-03,,,awaiting_sale,Ford,Escape,2013,13,SUV,mechanical,minor,runs_and_drives,salvage,13958,0.61,36,,1,1,0,94,17,89.2,2025-02-03 14:43:00,2025-03-10 16:43:00
