storage_event_id,vehicle_id,partner_id,yard_id,arrival_date,release_date,days_in_yard,free_storage_days,billable_storage_days,daily_storage_rate,total_storage_fee,yard_cost_per_day,total_yard_cost,storage_margin,capacity_utilization_at_arrival,long_hold_flag,storage_billing_status
STG005105,VEH005105,P015,YARD_OKC_01,2025-04-03,,45,3,42,25,1050,14,630,420,0.76,1,billable
STG005106,VEH005106,P013,YARD_AUS_01,2025-01-29,,27,0,27,28,756,19,513,243,0.62,0,disputed
STG005107,VEH005107,P025,YARD_HOU_01,2025-02-26,,56,0,56,18,1008,15,840,168,0.78,1,not_billable
STG005108,VEH005108,P012,YARD_OKC_01,2025-06-23,,42,3,39,25,975,10,420,555,0.87,1,waived
STG005109,VEH005109,P006,YARD_DAL_01,2025-04-22,,1,5,0,32,0,9,9,-9,0.86,0,disputed
STG005110,VEH005110,P003,YARD_HOU_01,2025-01-23,,27,7,20,26,520,9,243,277,0.47,0,not_billable
STG005111,VEH005111,P008,YARD_HOU_01,2025-06-12,,31,0,31,21,651,7,217,434,0.85,0,billable
STG005112,VEH005112,P014,YARD_AUS_01,2025-04-01,,18,0,18,16,288,8,144,144,0.88,0,not_billable
STG005113,VEH005113,P011,YARD_HOU_01,2025-06-28,2025-07-23,25,7,18,27,486,4,100,386,0.74,0,collected
STG005114,VEH005114,P006,YARD_DAL_01,2025-04-25,2025-06-24,60,5,55,32,1760,9,540,1220,0.67,1,collected
STG005115,VEH005115,P031,YARD_OKC_01,2025-02-20,2025-04-03,42,14,28,35,980,16,672,308,0.94,1,collected
STG005116,VEH005116,P037,YARD_AUS_01,2025-01-13,2025-01-26,13,3,10,22,220,9,117,103,0.89,0,collected
STG005117,VEH005117,P002,YARD_DAL_01,2025-01-30,,96,3,93,26,2418,12,1152,1266,0.98,1,billable
STG005118,VEH005118,P013,YARD_DAL_01,2025-04-13,2025-06-10,58,0,58,28,1624,10,580,1044,0.94,1,collected
STG005119,VEH005119,P031,YARD_AUS_01,2025-07-27,2025-08-29,33,14,19,35,665,9,297,368,1.13,0,collected
STG005120,VEH005120,P014,YARD_HOU_01,2025-02-18,2025-04-11,52,0,52,16,832,6,312,520,0.77,1,collected
STG005121,VEH005121,P014,YARD_OKC_01,2025-03-15,2025-05-02,48,0,48,16,768,12,576,192,0.84,1,collected
STG005122,VEH005122,P025,YARD_AUS_01,2025-05-10,,85,0,85,18,1530,10,850,680,0.72,1,billable
STG005123,VEH005123,P015,YARD_OKC_01,2025-03-03,,53,3,50,25,1250,18,954,296,0.81,1,billable
STG005124,VEH005124,P002,YARD_AUS_01,2025-03-17,,49,3,46,26,1196,17,833,363,0.92,1,billable
STG005125,VEH005125,P008,YARD_OKC_01,2025-05-04,,24,0,24,21,504,10,240,264,0.83,0,billable
STG005126,VEH005126,P018,YARD_HOU_01,2025-04-30,,54,0,54,16,864,15,810,54,0.89,1,billable
STG005127,VEH005127,P014,YARD_AUS_01,2025-04-12,,34,0,34,16,544,7,238,306,0.85,0,billable
STG005128,VEH005128,P020,YARD_AUS_01,2025-03-06,,50,0,50,39,1950,14,700,1250,0.85,1,not_billable
STG005129,VEH005129,P023,YARD_HOU_01,2025-04-06,2025-05-21,45,7,38,26,988,11,495,493,0.85,1,collected
STG005130,VEH005130,P014,YARD_AUS_01,2025-07-16,,61,0,61,16,976,6,366,610,0.83,1,collected
STG005131,VEH005131,P027,YARD_DAL_01,2025-06-22,,48,3,45,24,1080,9,432,648,0.63,1,billable
STG005132,VEH005132,P013,YARD_HOU_01,2025-06-09,,51,0,51,28,1428,17,867,561,0.65,1,billable
STG005133,VEH005133,P015,YARD_AUS_01,2025-02-15,2025-04-24,68,3,65,25,1625,12,816,809,0.69,1,collected
STG005134,VEH005134,P005,YARD_AUS_01,2025-06-05,,6,3,3,35,105,14,84,21,0.66,0,billable
STG005135,VEH005135,P005,YARD_DAL_01,2025-05-16,,42,3,39,35,1365,8,336,1029,0.90,1,billable
STG005136,VEH005136,P027,YARD_AUS_01,2025-07-13,,72,3,69,24,1656,8,576,1080,0.86,1,not_billable
STG005137,VEH005137,P005,YARD_OKC_01,2025-07-06,2025-07-16,10,3,7,35,245,3,30,215,0.68,0,collected
STG005138,VEH005138,P039,YARD_OKC_01,2025-03-31,,58,0,58,19,1102,11,638,464,0.46,1,billable
STG005139,VEH005139,P031,YARD_HOU_01,2025-07-21,,18,14,4,35,140,8,144,-4,0.78,0,billable
STG005140,VEH005140,P040,YARD_OKC_01,2025-05-06,,61,7,54,30,1620,9,549,1071,0.62,1,billable
STG005141,VEH005141,P015,YARD_DAL_01,2025-01-09,,10,3,7,25,175,7,70,105,0.75,0,disputed
STG005142,VEH005142,P037,YARD_AUS_01,2025-05-11,,31,3,28,22,616,16,496,120,0.59,0,billable
STG005143,VEH005143,P035,YARD_AUS_01,2025-06-01,,50,3,47,25,1175,8,400,775,0.61,1,billable
STG005144,VEH005144,P023,YARD_AUS_01,2025-07-05,,77,7,70,26,1820,14,1078,742,0.90,1,billable
STG005145,VEH005145,P007,YARD_DAL_01,2025-05-05,,46,3,43,21,903,18,828,75,0.92,1,disputed
STG005146,VEH005146,P003,YARD_AUS_01,2025-03-06,,59,7,52,26,1352,7,413,939,0.60,1,not_billable
STG005147,VEH005147,P023,YARD_HOU_01,2025-01-24,,86,7,79,26,2054,13,1118,936,0.75,1,billable
STG005148,VEH005148,P039,YARD_DAL_01,2025-06-09,2025-07-12,33,0,33,19,627,7,231,396,0.33,0,collected
STG005149,VEH005149,P016,YARD_HOU_01,2025-02-10,2025-04-04,53,0,53,23,1219,8,424,795,1.01,1,collected
STG005150,VEH005150,P035,YARD_OKC_01,2025-06-08,2025-08-04,57,3,54,25,1350,17,969,381,0.93,1,collected
STG005151,VEH005151,P035,YARD_HOU_01,2025-02-02,,42,3,39,25,975,9,378,597,0.80,1,billable
STG005152,VEH005152,P013,YARD_AUS_01,2025-03-05,,90,0,90,28,2520,8,720,1800,0.67,1,billable
STG005153,VEH005153,P026,YARD_AUS_01,2025-03-14,,25,0,25,21,525,7,175,350,0.84,0,billable
STG005154,VEH005154,P019,YARD_DAL_01,2025-07-06,,46,7,39,21,819,13,598,221,0.94,1,disputed
STG005155,VEH005155,P028,YARD_OKC_01,2025-07-06,,72,0,72,33,2376,13,936,1440,0.88,1,disputed
STG005156,VEH005156,P028,YARD_OKC_01,2025-07-21,,30,0,30,33,990,3,90,900,0.98,0,collected
STG005157,VEH005157,P015,YARD_DAL_01,2025-01-30,,26,3,23,25,575,12,312,263,0.71,0,not_billable
STG005158,VEH005158,P011,YARD_AUS_01,2025-04-23,,78,7,71,27,1917,14,1092,825,0.65,1,billable
STG005159,VEH005159,P028,YARD_DAL_01,2025-07-23,,73,0,73,33,2409,9,657,1752,0.80,1,billable
STG005160,VEH005160,P020,YARD_DAL_01,2025-02-15,,57,0,57,39,2223,13,741,1482,0.54,1,disputed
STG005161,VEH005161,P028,YARD_DAL_01,2025-01-08,2025-02-05,28,0,28,33,924,9,252,672,0.69,0,collected
STG005162,VEH005162,P015,YARD_OKC_01,2025-06-18,,65,3,62,25,1550,12,780,770,1.00,1,billable
STG005163,VEH005163,P007,YARD_HOU_01,2025-06-15,2025-08-22,68,3,65,21,1365,9,612,753,0.84,1,collected
STG005164,VEH005164,P026,YARD_AUS_01,2025-05-13,,49,0,49,21,1029,18,882,147,0.82,1,waived
STG005165,VEH005165,P028,YARD_HOU_01,2025-06-23,,66,0,66,33,2178,16,1056,1122,0.91,1,collected
STG005166,VEH005166,P023,YARD_HOU_01,2025-05-10,,63,7,56,26,1456,9,567,889,0.97,1,waived
STG005167,VEH005167,P027,YARD_DAL_01,2025-07-27,2025-10-09,74,3,71,24,1704,15,1110,594,1.03,1,collected
STG005168,VEH005168,P026,YARD_DAL_01,2025-01-15,,87,0,87,21,1827,16,1392,435,0.71,1,waived
STG005169,VEH005169,P007,YARD_HOU_01,2025-03-17,,32,3,29,21,609,7,224,385,0.64,0,collected
STG005170,VEH005170,P025,YARD_OKC_01,2025-06-19,2025-07-14,25,0,25,18,450,11,275,175,0.78,0,collected
STG005171,VEH005171,P040,YARD_DAL_01,2025-04-23,2025-05-26,33,7,26,30,780,12,396,384,0.87,0,collected
STG005172,VEH005172,P032,YARD_OKC_01,2025-05-24,,19,7,12,26,312,12,228,84,0.75,0,collected
STG005173,VEH005173,P029,YARD_DAL_01,2025-07-03,,24,3,21,27,567,13,312,255,0.91,0,billable
STG005174,VEH005174,P028,YARD_HOU_01,2025-02-23,2025-03-27,32,0,32,33,1056,10,320,736,0.85,0,collected
STG005175,VEH005175,P040,YARD_HOU_01,2025-03-29,,32,7,25,30,750,13,416,334,0.82,0,disputed
STG005176,VEH005176,P003,YARD_OKC_01,2025-06-28,2025-08-22,55,7,48,26,1248,13,715,533,1.00,1,collected
STG005177,VEH005177,P035,YARD_DAL_01,2025-01-11,,61,3,58,25,1450,6,366,1084,0.84,1,billable
STG005178,VEH005178,P039,YARD_AUS_01,2025-06-15,,63,0,63,19,1197,11,693,504,0.89,1,billable
STG005179,VEH005179,P019,YARD_HOU_01,2025-03-19,2025-05-16,58,7,51,21,1071,9,522,549,0.58,1,collected
STG005180,VEH005180,P023,YARD_OKC_01,2025-01-05,,53,7,46,26,1196,13,689,507,1.06,1,disputed
STG005181,VEH005181,P028,YARD_AUS_01,2025-03-14,,16,0,16,33,528,11,176,352,0.68,0,disputed
STG005182,VEH005182,P023,YARD_AUS_01,2025-07-28,,84,7,77,26,2002,16,1344,658,0.80,1,collected
STG005183,VEH005183,P023,YARD_OKC_01,2025-06-29,,37,7,30,26,780,9,333,447,0.70,1,collected
STG005184,VEH005184,P024,YARD_DAL_01,2025-01-24,,10,0,10,29,290,7,70,220,0.64,0,billable
STG005185,VEH005185,P012,YARD_AUS_01,2025-02-28,,42,3,39,25,975,14,588,387,0.88,1,collected
STG005186,VEH005186,P023,YARD_AUS_01,2025-07-20,2025-08-31,42,7,35,26,910,17,714,196,0.89,1,collected
STG005187,VEH005187,P026,YARD_DAL_01,2025-04-21,2025-06-13,53,0,53,21,1113,16,848,265,0.51,1,collected
STG005188,VEH005188,P015,YARD_DAL_01,2025-07-23,,41,3,38,25,950,6,246,704,0.63,1,billable
STG005189,VEH005189,P008,YARD_AUS_01,2025-03-25,,33,0,33,21,693,16,528,165,1.05,0,billable
STG005190,VEH005190,P005,YARD_DAL_01,2025-02-10,2025-04-08,57,3,54,35,1890,11,627,1263,0.90,1,collected
STG005191,VEH005191,P037,YARD_DAL_01,2025-07-04,,6,3,3,22,66,15,90,-24,0.97,0,billable
STG005192,VEH005192,P023,YARD_DAL_01,2025-03-20,,38,7,31,26,806,12,456,350,0.84,1,disputed
STG005193,VEH005193,P002,YARD_DAL_01,2025-07-21,,54,3,51,26,1326,14,756,570,0.96,1,billable
STG005194,VEH005194,P005,YARD_OKC_01,2025-06-19,2025-07-31,42,3,39,35,1365,9,378,987,1.15,1,collected
STG005195,VEH005195,P026,YARD_AUS_01,2025-03-29,,55,0,55,21,1155,11,605,550,0.85,1,collected
STG005196,VEH005196,P007,YARD_AUS_01,2025-03-07,,56,3,53,21,1113,5,280,833,0.95,1,billable
STG005197,VEH005197,P035,YARD_HOU_01,2025-04-06,,98,3,95,25,2375,11,1078,1297,1.11,1,billable
STG005198,VEH005198,P035,YARD_OKC_01,2025-01-18,,63,3,60,25,1500,16,1008,492,0.88,1,waived
STG005199,VEH005199,P039,YARD_HOU_01,2025-04-12,,22,0,22,19,418,12,264,154,0.51,0,billable
STG005200,VEH005200,P031,YARD_OKC_01,2025-01-01,2025-01-24,23,14,9,35,315,14,322,-7,1.04,0,collected
STG005201,VEH005201,P039,YARD_DAL_01,2025-03-30,2025-05-10,41,0,41,19,779,11,451,328,0.89,1,collected
STG005202,VEH005202,P016,YARD_HOU_01,2025-01-04,2025-02-19,46,0,46,23,1058,9,414,644,0.59,1,collected
STG005203,VEH005203,P020,YARD_DAL_01,2025-06-05,,69,0,69,39,2691,11,759,1932,0.68,1,billable
STG005204,VEH005204,P007,YARD_HOU_01,2025-05-19,2025-07-11,53,3,50,21,1050,13,689,361,1.15,1,collected
STG005205,VEH005205,P028,YARD_OKC_01,2025-07-22,2025-08-22,31,0,31,33,1023,13,403,620,0.69,0,collected
STG005206,VEH005206,P040,YARD_AUS_01,2025-04-10,,59,7,52,30,1560,12,708,852,0.84,1,not_billable
STG005207,VEH005207,P023,YARD_OKC_01,2025-07-30,,43,7,36,26,936,11,473,463,0.80,1,collected
STG005208,VEH005208,P022,YARD_AUS_01,2025-03-28,2025-05-11,44,14,30,29,870,10,440,430,0.62,1,collected
STG005209,VEH005209,P005,YARD_AUS_01,2025-05-22,,65,3,62,35,2170,14,910,1260,0.83,1,collected
STG005210,VEH005210,P039,YARD_AUS_01,2025-07-04,,78,0,78,19,1482,9,702,780,0.87,1,collected
STG005211,VEH005211,P003,YARD_OKC_01,2025-05-22,,56,7,49,26,1274,9,504,770,1.08,1,waived
STG005212,VEH005212,P014,YARD_OKC_01,2025-04-09,,38,0,38,16,608,11,418,190,0.91,1,collected
STG005213,VEH005213,P015,YARD_DAL_01,2025-03-12,2025-04-08,27,3,24,25,600,11,297,303,0.89,0,collected
STG005214,VEH005214,P005,YARD_AUS_01,2025-01-08,,25,3,22,35,770,14,350,420,1.01,0,billable
STG005215,VEH005215,P002,YARD_HOU_01,2025-05-15,,34,3,31,26,806,11,374,432,0.86,0,billable
STG005216,VEH005216,P035,YARD_HOU_01,2025-01-14,,97,3,94,25,2350,10,970,1380,0.67,1,not_billable
STG005217,VEH005217,P023,YARD_DAL_01,2025-03-25,2025-05-12,48,7,41,26,1066,16,768,298,0.86,1,collected
STG005218,VEH005218,P039,YARD_HOU_01,2025-04-14,2025-06-09,56,0,56,19,1064,5,280,784,0.66,1,collected
STG005219,VEH005219,P027,YARD_OKC_01,2025-02-13,,52,3,49,24,1176,12,624,552,0.95,1,disputed
STG005220,VEH005220,P005,YARD_AUS_01,2025-03-08,2025-04-07,30,3,27,35,945,6,180,765,0.61,0,collected
STG005221,VEH005221,P037,YARD_HOU_01,2025-05-01,2025-06-16,46,3,43,22,946,16,736,210,0.91,1,collected
STG005222,VEH005222,P030,YARD_AUS_01,2025-03-14,,90,0,90,30,2700,12,1080,1620,0.72,1,disputed
STG005223,VEH005223,P030,YARD_HOU_01,2025-01-02,,74,0,74,30,2220,11,814,1406,0.78,1,collected
STG005224,VEH005224,P035,YARD_OKC_01,2025-05-19,,77,3,74,25,1850,10,770,1080,0.47,1,not_billable
STG005225,VEH005225,P028,YARD_HOU_01,2025-02-25,2025-04-29,63,0,63,33,2079,14,882,1197,1.06,1,collected
STG005226,VEH005226,P003,YARD_AUS_01,2025-03-29,2025-05-14,46,7,39,26,1014,15,690,324,0.73,1,collected
STG005227,VEH005227,P035,YARD_OKC_01,2025-02-13,2025-03-15,30,3,27,25,675,15,450,225,0.85,0,collected
STG005228,VEH005228,P005,YARD_DAL_01,2025-01-23,,109,3,106,35,3710,11,1199,2511,0.81,1,disputed
STG005229,VEH005229,P037,YARD_OKC_01,2025-05-14,2025-07-01,48,3,45,22,990,14,672,318,0.56,1,collected
STG005230,VEH005230,P040,YARD_HOU_01,2025-01-26,,93,7,86,30,2580,15,1395,1185,0.86,1,billable
STG005231,VEH005231,P029,YARD_DAL_01,2025-07-16,2025-08-13,28,3,25,27,675,8,224,451,0.70,0,collected
STG005232,VEH005232,P028,YARD_DAL_01,2025-01-17,,42,0,42,33,1386,9,378,1008,0.73,1,billable
STG005233,VEH005233,P025,YARD_DAL_01,2025-02-04,,70,0,70,18,1260,7,490,770,0.75,1,collected
STG005234,VEH005234,P024,YARD_HOU_01,2025-03-04,,61,0,61,29,1769,17,1037,732,0.66,1,billable
STG005235,VEH005235,P020,YARD_AUS_01,2025-03-05,,22,0,22,39,858,13,286,572,0.59,0,disputed
STG005236,VEH005236,P028,YARD_HOU_01,2025-05-16,,55,0,55,33,1815,19,1045,770,1.03,1,billable
STG005237,VEH005237,P013,YARD_AUS_01,2025-02-14,2025-03-07,21,0,21,28,588,9,189,399,0.80,0,collected
STG005238,VEH005238,P015,YARD_DAL_01,2025-01-13,,79,3,76,25,1900,12,948,952,0.72,1,billable
STG005239,VEH005239,P037,YARD_DAL_01,2025-07-14,,39,3,36,22,792,7,273,519,0.88,1,waived
STG005240,VEH005240,P011,YARD_HOU_01,2025-06-04,,40,7,33,27,891,10,400,491,0.71,1,billable
STG005241,VEH005241,P015,YARD_DAL_01,2025-04-04,2025-05-17,43,3,40,25,1000,10,430,570,0.84,1,collected
STG005242,VEH005242,P004,YARD_OKC_01,2025-02-19,,48,0,48,28,1344,9,432,912,0.73,1,collected
STG005243,VEH005243,P024,YARD_DAL_01,2025-07-29,2025-09-09,42,0,42,29,1218,11,462,756,0.84,1,collected
STG005244,VEH005244,P040,YARD_AUS_01,2025-02-03,,72,7,65,30,1950,12,864,1086,0.55,1,billable
STG005245,VEH005245,P010,YARD_OKC_01,2025-04-30,,19,14,5,40,200,11,209,-9,0.80,0,collected
STG005246,VEH005246,P029,YARD_HOU_01,2025-04-02,,88,3,85,27,2295,15,1320,975,0.70,1,billable
STG005247,VEH005247,P013,YARD_OKC_01,2025-03-08,2025-03-23,15,0,15,28,420,6,90,330,0.87,0,collected
STG005248,VEH005248,P030,YARD_DAL_01,2025-07-19,,59,0,59,30,1770,7,413,1357,0.73,1,billable
STG005249,VEH005249,P014,YARD_OKC_01,2025-03-09,,33,0,33,16,528,9,297,231,1.11,0,collected
STG005250,VEH005250,P031,YARD_DAL_01,2025-01-27,,61,14,47,35,1645,6,366,1279,0.85,1,billable
STG005251,VEH005251,P025,YARD_HOU_01,2025-01-04,,76,0,76,18,1368,10,760,608,0.98,1,billable
STG005252,VEH005252,P035,YARD_HOU_01,2025-01-21,2025-03-16,54,3,51,25,1275,8,432,843,1.15,1,collected
STG005253,VEH005253,P024,YARD_OKC_01,2025-02-08,2025-02-24,16,0,16,29,464,12,192,272,0.83,0,collected
STG005254,VEH005254,P005,YARD_DAL_01,2025-04-04,2025-05-15,41,3,38,35,1330,12,492,838,0.69,1,collected
STG005255,VEH005255,P005,YARD_OKC_01,2025-01-12,,1,3,0,35,0,8,8,-8,1.15,0,disputed
STG005256,VEH005256,P014,YARD_OKC_01,2025-04-05,2025-05-20,45,0,45,16,720,15,675,45,0.89,1,collected
STG005257,VEH005257,P019,YARD_AUS_01,2025-01-10,,63,7,56,21,1176,10,630,546,0.57,1,collected
STG005258,VEH005258,P015,YARD_HOU_01,2025-07-29,,64,3,61,25,1525,9,576,949,0.80,1,billable
STG005259,VEH005259,P040,YARD_AUS_01,2025-06-23,2025-06-30,7,7,0,30,0,8,56,-56,0.63,0,collected
STG005260,VEH005260,P021,YARD_DAL_01,2025-05-13,2025-07-15,63,7,56,25,1400,15,945,455,0.86,1,collected
STG005261,VEH005261,P027,YARD_OKC_01,2025-03-07,,101,3,98,24,2352,13,1313,1039,0.99,1,billable
STG005262,VEH005262,P010,YARD_HOU_01,2025-06-13,2025-07-08,25,14,11,40,440,8,200,240,1.00,0,collected
STG005263,VEH005263,P008,YARD_OKC_01,2025-02-27,,57,0,57,21,1197,13,741,456,1.11,1,collected
STG005264,VEH005264,P014,YARD_HOU_01,2025-06-13,,45,0,45,16,720,13,585,135,0.94,1,collected
STG005265,VEH005265,P015,YARD_HOU_01,2025-06-30,2025-08-15,46,3,43,25,1075,19,874,201,0.95,1,collected
STG005266,VEH005266,P028,YARD_HOU_01,2025-05-01,,22,0,22,33,726,13,286,440,1.05,0,billable
STG005267,VEH005267,P019,YARD_HOU_01,2025-07-27,2025-09-24,59,7,52,21,1092,10,590,502,0.73,1,collected
STG005268,VEH005268,P025,YARD_HOU_01,2025-03-18,,56,0,56,18,1008,7,392,616,1.11,1,billable
STG005269,VEH005269,P003,YARD_OKC_01,2025-02-28,,85,7,78,26,2028,18,1530,498,0.94,1,billable
STG005270,VEH005270,P014,YARD_DAL_01,2025-07-22,,115,0,115,16,1840,14,1610,230,0.72,1,billable
STG005271,VEH005271,P028,YARD_DAL_01,2025-07-08,2025-08-07,30,0,30,33,990,12,360,630,0.83,0,collected
STG005272,VEH005272,P028,YARD_AUS_01,2025-03-11,,60,0,60,33,1980,15,900,1080,1.01,1,waived
STG005273,VEH005273,P037,YARD_DAL_01,2025-06-06,,85,3,82,22,1804,17,1445,359,0.52,1,billable
STG005274,VEH005274,P025,YARD_OKC_01,2025-02-01,,76,0,76,18,1368,16,1216,152,0.82,1,collected
STG005275,VEH005275,P020,YARD_OKC_01,2025-07-28,2025-08-29,32,0,32,39,1248,14,448,800,0.62,0,collected
STG005276,VEH005276,P003,YARD_AUS_01,2025-02-24,2025-04-12,47,7,40,26,1040,11,517,523,0.60,1,collected
STG005277,VEH005277,P023,YARD_OKC_01,2025-05-08,2025-06-14,37,7,30,26,780,13,481,299,0.78,1,collected
STG005278,VEH005278,P039,YARD_DAL_01,2025-05-16,,51,0,51,19,969,11,561,408,1.02,1,collected
STG005279,VEH005279,P023,YARD_AUS_01,2025-03-03,,41,7,34,26,884,19,779,105,0.68,1,collected
STG005280,VEH005280,P002,YARD_OKC_01,2025-07-29,,56,3,53,26,1378,9,504,874,0.96,1,not_billable
STG005281,VEH005281,P011,YARD_HOU_01,2025-01-10,,98,7,91,27,2457,14,1372,1085,0.84,1,collected
STG005282,VEH005282,P023,YARD_AUS_01,2025-06-23,2025-08-13,51,7,44,26,1144,10,510,634,1.13,1,collected
STG005283,VEH005283,P028,YARD_DAL_01,2025-01-06,,39,0,39,33,1287,10,390,897,0.99,1,billable
STG005284,VEH005284,P028,YARD_OKC_01,2025-07-22,,11,0,11,33,363,10,110,253,0.84,0,collected
STG005285,VEH005285,P014,YARD_DAL_01,2025-06-02,,22,0,22,16,352,12,264,88,0.88,0,billable
STG005286,VEH005286,P003,YARD_OKC_01,2025-04-24,,17,7,10,26,260,10,170,90,0.89,0,collected
STG005287,VEH005287,P037,YARD_AUS_01,2025-07-02,2025-08-07,36,3,33,22,726,13,468,258,0.92,1,collected
STG005288,VEH005288,P014,YARD_HOU_01,2025-04-10,,89,0,89,16,1424,15,1335,89,0.91,1,billable
STG005289,VEH005289,P037,YARD_AUS_01,2025-06-27,2025-08-25,59,3,56,22,1232,11,649,583,0.86,1,collected
STG005290,VEH005290,P013,YARD_DAL_01,2025-02-12,2025-03-25,41,0,41,28,1148,14,574,574,0.92,1,collected
STG005291,VEH005291,P035,YARD_DAL_01,2025-07-29,,63,3,60,25,1500,17,1071,429,0.80,1,billable
STG005292,VEH005292,P003,YARD_DAL_01,2025-01-28,,53,7,46,26,1196,9,477,719,0.84,1,disputed
STG005293,VEH005293,P024,YARD_DAL_01,2025-03-13,,31,0,31,29,899,10,310,589,0.68,0,billable
STG005294,VEH005294,P020,YARD_AUS_01,2025-04-29,2025-05-20,21,0,21,39,819,7,147,672,0.64,0,collected
STG005295,VEH005295,P029,YARD_DAL_01,2025-04-19,,44,3,41,27,1107,13,572,535,0.77,1,collected
STG005296,VEH005296,P007,YARD_HOU_01,2025-07-14,,48,3,45,21,945,14,672,273,0.98,1,billable
STG005297,VEH005297,P035,YARD_HOU_01,2025-01-14,,89,3,86,25,2150,20,1780,370,0.82,1,billable
STG005298,VEH005298,P005,YARD_DAL_01,2025-07-07,,113,3,110,35,3850,10,1130,2720,1.04,1,billable
STG005299,VEH005299,P005,YARD_AUS_01,2025-06-19,,45,3,42,35,1470,13,585,885,0.67,1,billable
STG005300,VEH005300,P029,YARD_AUS_01,2025-04-01,,30,3,27,27,729,11,330,399,0.81,0,billable
STG005301,VEH005301,P019,YARD_AUS_01,2025-03-14,,42,7,35,21,735,12,504,231,0.94,1,not_billable
STG005302,VEH005302,P024,YARD_OKC_01,2025-03-07,2025-05-09,63,0,63,29,1827,9,567,1260,0.91,1,collected
STG005303,VEH005303,P013,YARD_OKC_01,2025-01-04,2025-02-22,49,0,49,28,1372,8,392,980,0.91,1,collected
STG005304,VEH005304,P037,YARD_HOU_01,2025-06-03,,45,3,42,22,924,9,405,519,1.08,1,billable
STG005305,VEH005305,P020,YARD_OKC_01,2025-04-05,,58,0,58,39,2262,4,232,2030,1.03,1,billable
STG005306,VEH005306,P035,YARD_HOU_01,2025-05-21,2025-07-12,52,3,49,25,1225,13,676,549,0.86,1,collected
STG005307,VEH005307,P014,YARD_OKC_01,2025-01-01,2025-01-17,16,0,16,16,256,11,176,80,0.95,0,collected
STG005308,VEH005308,P020,YARD_DAL_01,2025-01-23,2025-03-22,58,0,58,39,2262,12,696,1566,0.79,1,collected
STG005309,VEH005309,P005,YARD_HOU_01,2025-03-24,2025-05-28,65,3,62,35,2170,13,845,1325,0.78,1,collected
STG005310,VEH005310,P007,YARD_OKC_01,2025-01-02,,80,3,77,21,1617,16,1280,337,0.86,1,billable
STG005311,VEH005311,P004,YARD_OKC_01,2025-07-15,,4,0,4,28,112,14,56,56,0.95,0,billable
STG005312,VEH005312,P023,YARD_HOU_01,2025-03-14,,102,7,95,26,2470,13,1326,1144,0.64,1,billable
STG005313,VEH005313,P003,YARD_DAL_01,2025-06-21,,55,7,48,26,1248,13,715,533,0.44,1,disputed
STG005314,VEH005314,P005,YARD_HOU_01,2025-04-28,,19,3,16,35,560,7,133,427,0.73,0,billable
STG005315,VEH005315,P007,YARD_DAL_01,2025-05-31,,46,3,43,21,903,11,506,397,0.93,1,billable
STG005316,VEH005316,P003,YARD_DAL_01,2025-01-12,,43,7,36,26,936,6,258,678,0.95,1,collected
STG005317,VEH005317,P034,YARD_OKC_01,2025-04-28,2025-05-21,23,5,18,19,342,7,161,181,0.54,0,collected
STG005318,VEH005318,P018,YARD_OKC_01,2025-05-12,,37,0,37,16,592,9,333,259,0.75,1,waived
STG005319,VEH005319,P015,YARD_AUS_01,2025-01-14,,109,3,106,25,2650,14,1526,1124,0.57,1,not_billable
STG005320,VEH005320,P021,YARD_HOU_01,2025-02-18,,27,7,20,25,500,15,405,95,0.97,0,collected
STG005321,VEH005321,P028,YARD_OKC_01,2025-01-29,,60,0,60,33,1980,16,960,1020,0.93,1,billable
STG005322,VEH005322,P031,YARD_DAL_01,2025-02-07,,9,14,0,35,0,8,72,-72,0.76,0,billable
STG005323,VEH005323,P026,YARD_DAL_01,2025-04-11,,55,0,55,21,1155,12,660,495,0.94,1,billable
STG005324,VEH005324,P007,YARD_DAL_01,2025-02-09,,47,3,44,21,924,10,470,454,0.78,1,disputed
STG005325,VEH005325,P004,YARD_HOU_01,2025-05-28,,1,0,1,28,28,5,5,23,0.69,0,billable
STG005326,VEH005326,P015,YARD_DAL_01,2025-06-13,2025-08-15,63,3,60,25,1500,15,945,555,0.61,1,collected
STG005327,VEH005327,P035,YARD_OKC_01,2025-04-27,,16,3,13,25,325,8,128,197,0.88,0,billable
STG005328,VEH005328,P015,YARD_DAL_01,2025-04-11,2025-05-31,50,3,47,25,1175,9,450,725,1.15,1,collected
STG005329,VEH005329,P028,YARD_HOU_01,2025-04-06,2025-05-30,54,0,54,33,1782,9,486,1296,0.93,1,collected
STG005330,VEH005330,P015,YARD_OKC_01,2025-01-25,2025-03-13,47,3,44,25,1100,15,705,395,0.77,1,collected
STG005331,VEH005331,P040,YARD_HOU_01,2025-07-03,,57,7,50,30,1500,17,969,531,0.77,1,billable
STG005332,VEH005332,P028,YARD_OKC_01,2025-05-26,,51,0,51,33,1683,13,663,1020,0.80,1,disputed
STG005333,VEH005333,P007,YARD_AUS_01,2025-01-30,2025-02-26,27,3,24,21,504,5,135,369,0.75,0,collected
STG005334,VEH005334,P035,YARD_AUS_01,2025-05-12,2025-06-08,27,3,24,25,600,9,243,357,0.87,0,collected
