location_event_id,vehicle_id,yard_id,assigned_zone_id,assigned_row_id,assigned_slot_id,assignment_date,relocation_count,relocated_flag,current_location_flag,initial_priority_score,final_priority_score,allocation_strategy,assigned_by,assignment_reason
LOC005214,VEH005214,YARD_AUS_01,A,A03,A03-015,2025-01-08 06:24:00,0,0,1,91.1,91.1,optimized,yard_manager,standard_storage
LOC005215,VEH005215,YARD_HOU_01,A,A04,A04-018,2025-05-15 01:14:00,0,0,1,75.6,75.6,first_available,yard_manager,long_term_hold
LOC005216,VEH005216,YARD_HOU_01,NR,NR11,NR11-008,2025-01-14 06:24:00,0,0,1,66.7,66.7,priority_based,system,overflow_capacity
LOC005217,VEH005217,YARD_DAL_01,FA,FA09,FA09-018,2025-03-25 04:43:00,0,0,1,77.6,77.6,optimized,simulation,standard_storage
LOC005218,VEH005218,YARD_HOU_01,HV,HV12,HV12-010,2025-04-14 03:32:00,0,0,1,62.1,62.1,priority_based,system,special_equipment
LOC005219,VEH005219,YARD_OKC_01,B,B06,B06-011,2025-02-13 04:28:00,0,0,1,78.0,78.0,first_available,simulation,standard_storage
LOC005220,VEH005220,YARD_AUS_01,A,A20,A20-010,2025-03-08 08:30:00,0,0,1,95.3,95.3,first_available,yard_manager,standard_storage
LOC005221,VEH005221,YARD_HOU_01,A,A14,A14-013,2025-05-01 07:58:00,0,0,1,61.1,61.1,first_available,system,high_priority
LOC005222,VEH005222,YARD_AUS_01,A,A08,A08-009,2025-03-14 06:16:00,0,0,1,84.2,84.2,optimized,yard_manager,high_priority
LOC005223,VEH005223,YARD_HOU_01,NR,NR12,NR12-004,2025-01-02 08:31:00,0,0,1,86.0,86.0,first_available,simulation,overflow_capacity
LOC005224,VEH005224,YARD_OKC_01,OF,OF10,OF10-003,2025-05-19 01:36:00,0,0,1,70.3,70.3,priority_based,simulation,special_equipment
LOC005225,VEH005225,YARD_HOU_01,B,B02,B02-013,2025-02-25 07:26:00,0,0,1,85.0,85.0,priority_based,yard_manager,special_equipment
LOC005226,VEH005226,YARD_AUS_01,A,A10,A10-001,2025-03-29 07:02:00,0,0,1,69.0,69.0,optimized,yard_manager,high_priority
LOC005227,VEH005227,YARD_OKC_01,NR,NR11,NR11-015,2025-02-13 05:07:00,0,0,1,70.8,70.8,priority_based,system,high_priority
LOC005228,VEH005228,YARD_DAL_01,OF,OF20,OF20-005,2025-01-23 06:00:00,0,0,1,94.0,94.0,first_available,simulation,long_term_hold
LOC005229,VEH005229,YARD_OKC_01,B,B19,B19-001,2025-05-14 03:13:00,0,0,1,60.9,60.9,optimized,system,overflow_capacity
LOC005230,VEH005230,YARD_HOU_01,B,B04,B04-005,2025-01-26 05:50:00,0,0,1,76.4,76.4,first_available,yard_manager,special_equipment
LOC005231,VEH005231,YARD_DAL_01,FA,FA04,FA04-024,2025-07-16 05:36:00,0,0,1,85.1,85.1,priority_based,system,special_equipment
LOC005232,VEH005232,YARD_DAL_01,A,A08,A08-023,2025-01-17 03:01:00,0,0,1,93.8,93.8,optimized,yard_manager,overflow_capacity
LOC005233,VEH005233,YARD_DAL_01,LTH,LTH18,LTH18-016,2025-02-04 01:24:00,0,0,1,63.5,63.5,priority_based,system,overflow_capacity
LOC005234,VEH005234,YARD_HOU_01,FA,FA15,FA15-008,2025-03-04 04:38:00,0,0,1,81.4,81.4,priority_based,system,special_equipment
LOC005235,VEH005235,YARD_AUS_01,B,B12,B12-008,2025-03-05 08:56:00,0,0,1,98.1,98.1,priority_based,yard_manager,high_priority
LOC005236,VEH005236,YARD_HOU_01,NR,NR10,NR10-005,2025-05-16 04:54:00,0,0,1,83.7,83.7,first_available,system,overflow_capacity
LOC005237,VEH005237,YARD_AUS_01,FA,FA03,FA03-007,2025-02-14 02:11:00,0,0,1,81.7,81.7,optimized,simulation,standard_storage
LOC005238,VEH005238,YARD_DAL_01,FA,FA03,FA03-021,2025-01-13 08:50:00,0,0,1,77.2,77.2,priority_based,yard_manager,standard_storage
LOC005239,VEH005239,YARD_DAL_01,A,A18,A18-018,2025-07-14 03:23:00,0,0,1,70.9,70.9,priority_based,yard_manager,overflow_capacity
LOC005240,VEH005240,YARD_HOU_01,B,B20,B20-018,2025-06-04 08:58:00,0,0,1,72.8,72.8,priority_based,simulation,long_term_hold
LOC005241,VEH005241,YARD_DAL_01,LTH,LTH12,LTH12-019,2025-04-04 08:20:00,0,0,1,78.5,78.5,first_available,system,high_priority
LOC005242,VEH005242,YARD_OKC_01,FA,FA18,FA18-010,2025-02-19 05:24:00,0,0,1,88.6,88.6,optimized,yard_manager,special_equipment
LOC005243,VEH005243,YARD_DAL_01,B,B09,B09-013,2025-07-29 08:13:00,0,0,1,81.6,81.6,first_available,yard_manager,special_equipment
LOC005244,VEH005244,YARD_AUS_01,A,A06,A06-003,2025-02-03 08:37:00,0,0,1,82.0,82.0,priority_based,system,long_term_hold
LOC005245,VEH005245,YARD_OKC_01,A,A12,A12-014,2025-04-30 04:45:00,0,0,1,100,100,first_available,system,standard_storage
LOC005246,VEH005246,YARD_HOU_01,B,B03,B03-009,2025-04-02 01:39:00,0,0,1,75.4,75.4,first_available,system,high_priority
LOC005247,VEH005247,YARD_OKC_01,A,A05,A05-021,2025-03-08 03:43:00,0,0,1,87.8,87.8,priority_based,yard_manager,long_term_hold
LOC005248,VEH005248,YARD_DAL_01,B,B16,B16-020,2025-07-19 05:18:00,0,0,1,89.0,89.0,first_available,yard_manager,special_equipment
LOC005249,VEH005249,YARD_OKC_01,OF,OF13,OF13-019,2025-03-09 04:43:00,0,0,1,67.6,67.6,first_available,system,high_priority
LOC005250,VEH005250,YARD_DAL_01,FA,FA02,FA02-018,2025-01-27 01:12:00,0,0,1,95.6,95.6,priority_based,system,long_term_hold
LOC005251,VEH005251,YARD_HOU_01,A,A10,A10-022,2025-01-04 04:44:00,0,0,1,59.3,59.3,optimized,system,high_priority
LOC005252,VEH005252,YARD_HOU_01,A,A15,A15-023,2025-01-21 08:50:00,0,0,1,75.8,75.8,priority_based,yard_manager,long_term_hold
LOC005253,VEH005253,YARD_OKC_01,OF,OF12,OF12-009,2025-02-08 01:50:00,0,0,1,84.1,84.1,first_available,system,standard_storage
LOC005254,VEH005254,YARD_DAL_01,A,A08,A08-016,2025-04-04 01:31:00,0,0,1,88.2,88.2,priority_based,system,overflow_capacity
LOC005255,VEH005255,YARD_OKC_01,A,A08,A08-009,2025-01-12 07:52:00,0,0,1,96.3,96.3,first_available,simulation,overflow_capacity
LOC005256,VEH005256,YARD_OKC_01,NR,NR03,NR03-012,2025-04-05 05:02:00,0,0,1,66.3,66.3,random,system,standard_storage
LOC005257,VEH005257,YARD_AUS_01,B,B05,B05-022,2025-01-10 08:20:00,0,0,1,75.4,75.4,first_available,simulation,high_priority
LOC005258,VEH005258,YARD_HOU_01,A,A02,A02-012,2025-07-29 06:35:00,0,0,1,79.2,79.2,first_available,yard_manager,long_term_hold
LOC005259,VEH005259,YARD_AUS_01,B,B08,B08-024,2025-06-23 06:36:00,0,0,1,89.1,89.1,first_available,yard_manager,high_priority
LOC005260,VEH005260,YARD_DAL_01,A,A06,A06-010,2025-05-13 03:57:00,0,0,1,76.5,76.5,priority_based,yard_manager,special_equipment
LOC005261,VEH005261,YARD_OKC_01,FA,FA04,FA04-024,2025-03-07 04:05:00,0,0,1,76.3,76.3,priority_based,yard_manager,long_term_hold
LOC005262,VEH005262,YARD_HOU_01,FA,FA17,FA17-014,2025-06-13 02:08:00,0,0,1,100,100,random,yard_manager,high_priority
LOC005263,VEH005263,YARD_OKC_01,A,A04,A04-011,2025-02-27 07:57:00,0,0,1,70.3,70.3,first_available,yard_manager,special_equipment
LOC005264,VEH005264,YARD_HOU_01,A,A01,A01-002,2025-06-13 03:12:00,0,0,1,67.6,67.6,priority_based,system,standard_storage
LOC005265,VEH005265,YARD_HOU_01,A,A02,A02-012,2025-06-30 08:22:00,0,0,1,68.1,68.1,priority_based,yard_manager,high_priority
LOC005266,VEH005266,YARD_HOU_01,B,B18,B18-012,2025-05-01 07:46:00,0,0,1,87.3,87.3,priority_based,system,overflow_capacity
LOC005267,VEH005267,YARD_HOU_01,B,B19,B19-015,2025-07-27 02:29:00,0,0,1,72.0,72.0,priority_based,system,special_equipment
LOC005268,VEH005268,YARD_HOU_01,OF,OF09,OF09-014,2025-03-18 04:01:00,0,0,1,57.2,57.2,priority_based,system,overflow_capacity
LOC005269,VEH005269,YARD_OKC_01,B,B10,B10-002,2025-02-28 02:08:00,0,0,1,63.1,63.1,optimized,yard_manager,overflow_capacity
LOC005270,VEH005270,YARD_DAL_01,B,B19,B19-001,2025-07-22 04:26:00,0,0,1,63.0,63.0,priority_based,system,standard_storage
LOC005271,VEH005271,YARD_DAL_01,FA,FA17,FA17-007,2025-07-08 07:53:00,0,0,1,85.9,85.9,priority_based,system,high_priority
LOC005272,VEH005272,YARD_AUS_01,B,B16,B16-020,2025-03-11 04:35:00,0,0,1,85.2,85.2,first_available,system,high_priority
LOC005273,VEH005273,YARD_DAL_01,A,A20,A20-003,2025-06-06 03:14:00,0,0,1,66.3,66.3,priority_based,yard_manager,standard_storage
LOC005274,VEH005274,YARD_OKC_01,HV,HV04,HV04-007,2025-02-01 05:03:00,0,0,1,61.0,61.0,priority_based,yard_manager,high_priority
LOC005275,VEH005275,YARD_OKC_01,FA,FA13,FA13-023,2025-07-28 08:11:00,0,0,1,90.2,90.2,priority_based,yard_manager,long_term_hold
LOC005276,VEH005276,YARD_AUS_01,B,B17,B17-009,2025-02-24 08:57:00,0,0,1,81.7,81.7,priority_based,system,high_priority
LOC005277,VEH005277,YARD_OKC_01,B,B02,B02-013,2025-05-08 04:14:00,0,0,1,81.8,81.8,priority_based,system,standard_storage
LOC005278,VEH005278,YARD_DAL_01,A,A18,A18-004,2025-05-16 02:15:00,0,0,1,54.6,54.6,priority_based,yard_manager,overflow_capacity
LOC005279,VEH005279,YARD_AUS_01,HV,HV03,HV03-025,2025-03-03 04:01:00,0,0,1,72.6,72.6,first_available,yard_manager,standard_storage
LOC005280,VEH005280,YARD_OKC_01,B,B14,B14-021,2025-07-29 05:12:00,0,0,1,82.3,82.3,first_available,simulation,long_term_hold
LOC005281,VEH005281,YARD_HOU_01,A,A10,A10-001,2025-01-10 08:10:00,0,0,1,78.1,78.1,first_available,system,high_priority
LOC005282,VEH005282,YARD_AUS_01,FA,FA16,FA16-018,2025-06-23 05:47:00,0,0,1,87.4,87.4,priority_based,yard_manager,special_equipment
LOC005283,VEH005283,YARD_DAL_01,FA,FA07,FA07-019,2025-01-06 06:59:00,0,0,1,96.5,96.5,priority_based,simulation,standard_storage
LOC005284,VEH005284,YARD_OKC_01,A,A17,A17-008,2025-07-22 03:21:00,0,0,1,91.8,91.8,first_available,yard_manager,special_equipment
LOC005285,VEH005285,YARD_DAL_01,HV,HV18,HV18-014,2025-06-02 02:02:00,0,0,1,70.5,70.5,first_available,yard_manager,special_equipment
LOC005286,VEH005286,YARD_OKC_01,FA,FA19,FA19-020,2025-04-24 04:55:00,0,0,1,80.7,80.7,optimized,yard_manager,standard_storage
LOC005287,VEH005287,YARD_AUS_01,OF,OF19,OF19-009,2025-07-02 01:31:00,0,0,1,68.9,68.9,priority_based,system,high_priority
LOC005288,VEH005288,YARD_HOU_01,NR,NR02,NR02-002,2025-04-10 07:32:00,0,0,1,66.2,66.2,first_available,simulation,high_priority
LOC005289,VEH005289,YARD_AUS_01,B,B16,B16-006,2025-06-27 05:58:00,0,0,1,81.4,81.4,priority_based,yard_manager,overflow_capacity
LOC005290,VEH005290,YARD_DAL_01,A,A03,A03-015,2025-02-12 07:36:00,0,0,1,79.2,79.2,first_available,yard_manager,standard_storage
LOC005291,VEH005291,YARD_DAL_01,B,B07,B07-014,2025-07-29 03:03:00,0,0,1,68.1,68.1,optimized,system,long_term_hold
LOC005292,VEH005292,YARD_DAL_01,OF,OF08,OF08-025,2025-01-28 05:40:00,0,0,1,74.4,74.4,first_available,system,overflow_capacity
LOC005293,VEH005293,YARD_DAL_01,A,A05,A05-007,2025-03-13 04:04:00,0,0,1,84.8,84.8,priority_based,system,high_priority
LOC005294,VEH005294,YARD_AUS_01,A,A18,A18-025,2025-04-29 07:56:00,0,0,1,100,100,priority_based,system,high_priority
LOC005295,VEH005295,YARD_DAL_01,B,B17,B17-002,2025-04-19 08:02:00,0,0,1,82.8,82.8,priority_based,yard_manager,overflow_capacity
LOC005296,VEH005296,YARD_HOU_01,B,B15,B15-024,2025-07-14 07:53:00,0,0,1,71.0,71.0,priority_based,system,standard_storage
LOC005297,VEH005297,YARD_HOU_01,B,B19,B19-001,2025-01-14 03:12:00,0,0,1,61.2,61.2,first_available,yard_manager,high_priority
LOC005298,VEH005298,YARD_DAL_01,NR,NR13,NR13-007,2025-07-07 04:08:00,0,0,1,88.4,88.4,first_available,yard_manager,overflow_capacity
LOC005299,VEH005299,YARD_AUS_01,FA,FA16,FA16-018,2025-06-19 03:31:00,0,0,1,87.0,87.0,priority_based,simulation,high_priority
LOC005300,VEH005300,YARD_AUS_01,A,A14,A14-013,2025-04-01 01:48:00,0,0,1,82.6,82.6,optimized,yard_manager,high_priority
LOC005301,VEH005301,YARD_AUS_01,B,B01,B01-017,2025-03-14 05:23:00,0,0,1,65.7,65.7,first_available,system,special_equipment
LOC005302,VEH005302,YARD_OKC_01,B,B03,B03-002,2025-03-07 04:47:00,0,0,1,86.6,86.6,priority_based,system,overflow_capacity
LOC005303,VEH005303,YARD_OKC_01,FA,FA09,FA09-004,2025-01-04 08:39:00,0,0,1,86.4,86.4,optimized,system,overflow_capacity
LOC005304,VEH005304,YARD_HOU_01,OF,OF08,OF08-011,2025-06-03 08:18:00,0,0,1,70.0,70.0,priority_based,system,standard_storage
LOC005305,VEH005305,YARD_OKC_01,A,A10,A10-015,2025-04-05 05:42:00,0,0,1,100,100,priority_based,system,long_term_hold
LOC005306,VEH005306,YARD_HOU_01,NR,NR15,NR15-013,2025-05-21 01:17:00,0,0,1,66.8,66.8,priority_based,system,standard_storage
LOC005307,VEH005307,YARD_OKC_01,A,A04,A04-004,2025-01-01 04:16:00,0,0,1,73.7,73.7,optimized,system,long_term_hold
LOC005308,VEH005308,YARD_DAL_01,B,B05,B05-001,2025-01-23 04:15:00,0,0,1,96.8,96.8,first_available,system,overflow_capacity
LOC005309,VEH005309,YARD_HOU_01,B,B15,B15-010,2025-03-24 04:37:00,0,0,1,86.8,86.8,first_available,system,long_term_hold
LOC005310,VEH005310,YARD_OKC_01,A,A06,A06-003,2025-01-02 03:33:00,0,0,1,70.5,70.5,random,yard_manager,overflow_capacity
LOC005311,VEH005311,YARD_OKC_01,NR,NR10,NR10-005,2025-07-15 01:42:00,0,0,1,78.5,78.5,random,yard_manager,overflow_capacity
LOC005312,VEH005312,YARD_HOU_01,NR,NR15,NR15-013,2025-03-14 08:20:00,0,0,1,79.6,79.6,random,yard_manager,overflow_capacity
LOC005313,VEH005313,YARD_DAL_01,OF,OF17,OF17-017,2025-06-21 05:04:00,0,0,1,77.9,77.9,first_available,system,special_equipment
LOC005314,VEH005314,YARD_HOU_01,LTH,LTH07,LTH07-025,2025-04-28 04:10:00,0,0,1,97.4,97.4,random,system,long_term_hold
LOC005315,VEH005315,YARD_DAL_01,NR,NR04,NR04-022,2025-05-31 02:49:00,0,0,1,71.2,71.2,priority_based,simulation,special_equipment
LOC005316,VEH005316,YARD_DAL_01,A,A16,A16-019,2025-01-12 08:50:00,0,0,1,80.3,80.3,optimized,yard_manager,overflow_capacity
LOC005317,VEH005317,YARD_OKC_01,A,A15,A15-016,2025-04-28 03:38:00,0,0,1,66.6,66.6,priority_based,yard_manager,high_priority
LOC005318,VEH005318,YARD_OKC_01,FA,FA04,FA04-010,2025-05-12 01:34:00,0,0,1,76.8,76.8,optimized,system,high_priority
LOC005319,VEH005319,YARD_AUS_01,A,A09,A09-012,2025-01-14 02:42:00,0,0,1,70.0,70.0,priority_based,system,long_term_hold
LOC005320,VEH005320,YARD_HOU_01,NR,NR14,NR14-010,2025-02-18 07:14:00,0,0,1,74.0,74.0,priority_based,yard_manager,overflow_capacity
LOC005321,VEH005321,YARD_OKC_01,A,A11,A11-018,2025-01-29 01:59:00,0,0,1,82.8,82.8,optimized,system,special_equipment
LOC005322,VEH005322,YARD_DAL_01,LTH,LTH13,LTH13-001,2025-02-07 03:50:00,0,0,1,95.6,95.6,first_available,system,standard_storage
LOC005323,VEH005323,YARD_DAL_01,B,B19,B19-015,2025-04-11 08:04:00,0,0,1,61.4,61.4,optimized,simulation,overflow_capacity
LOC005324,VEH005324,YARD_DAL_01,FA,FA02,FA02-018,2025-02-09 06:36:00,0,0,1,75.5,75.5,priority_based,system,long_term_hold
LOC005325,VEH005325,YARD_HOU_01,FA,FA20,FA20-009,2025-05-28 03:47:00,0,0,1,85.6,85.6,optimized,system,high_priority
LOC005326,VEH005326,YARD_DAL_01,A,A07,A07-020,2025-06-13 03:08:00,0,0,1,71.8,71.8,priority_based,simulation,long_term_hold
LOC005327,VEH005327,YARD_OKC_01,FA,FA03,FA03-021,2025-04-27 06:51:00,0,0,1,81.3,81.3,optimized,system,high_priority
LOC005328,VEH005328,YARD_DAL_01,A,A11,A11-025,2025-04-11 02:51:00,0,0,1,78.1,78.1,priority_based,yard_manager,overflow_capacity
LOC005329,VEH005329,YARD_HOU_01,A,A02,A02-019,2025-04-06 06:33:00,0,0,1,93.4,93.4,optimized,yard_manager,overflow_capacity
LOC005330,VEH005330,YARD_OKC_01,A,A13,A13-024,2025-01-25 06:40:00,0,0,1,70.8,70.8,optimized,yard_manager,special_equipment
LOC005331,VEH005331,YARD_HOU_01,FA,FA13,FA13-016,2025-07-03 06:47:00,0,0,1,80.1,80.1,priority_based,yard_manager,overflow_capacity
LOC005332,VEH005332,YARD_OKC_01,B,B06,B06-025,2025-05-26 05:05:00,0,0,1,86.4,86.4,priority_based,yard_manager,special_equipment
LOC005333,VEH005333,YARD_AUS_01,A,A14,A14-013,2025-01-30 03:15:00,0,0,1,80.9,80.9,priority_based,yard_manager,long_term_hold
LOC005334,VEH005334,YARD_AUS_01,A,A04,A04-025,2025-05-12 03:12:00,0,0,1,68.2,68.2,first_available,yard_manager,special_equipment
LOC005335,VEH005335,YARD_HOU_01,FA,FA05,FA05-013,2025-05-12 03:49:00,0,0,1,74.5,74.5,optimized,system,standard_storage
LOC005336,VEH005336,YARD_HOU_01,A,A17,A17-022,2025-02-16 06:05:00,0,0,1,67.8,67.8,first_available,simulation,high_priority
LOC005337,VEH005337,YARD_OKC_01,A,A18,A18-025,2025-04-10 05:59:00,0,0,1,82.5,82.5,optimized,yard_manager,standard_storage
LOC005338,VEH005338,YARD_DAL_01,B,B20,B20-025,2025-03-02 05:46:00,0,0,1,82.0,82.0,priority_based,simulation,high_priority
LOC005339,VEH005339,YARD_HOU_01,A,A20,A20-010,2025-03-18 01:19:00,0,0,1,74.2,74.2,first_available,yard_manager,high_priority
LOC005340,VEH005340,YARD_HOU_01,FA,FA06,FA06-016,2025-05-22 02:56:00,0,0,1,85.9,85.9,priority_based,system,high_priority
LOC005341,VEH005341,YARD_OKC_01,B,B16,B16-013,2025-07-02 07:58:00,0,0,1,74.0,74.0,priority_based,system,standard_storage
LOC005342,VEH005342,YARD_OKC_01,B,B06,B06-004,2025-05-09 06:13:00,0,0,1,80.1,80.1,priority_based,system,high_priority
LOC005343,VEH005343,YARD_HOU_01,NR,NR13,NR13-014,2025-05-06 02:42:00,0,0,1,71.4,71.4,first_available,system,special_equipment
LOC005344,VEH005344,YARD_AUS_01,A,A13,A13-010,2025-06-20 05:45:00,0,0,1,98.3,98.3,optimized,yard_manager,high_priority
LOC005345,VEH005345,YARD_AUS_01,A,A17,A17-008,2025-02-04 03:59:00,0,0,1,83.2,83.2,priority_based,system,special_equipment
LOC005346,VEH005346,YARD_DAL_01,B,B04,B04-005,2025-05-29 04:13:00,0,0,1,64.4,64.4,first_available,system,overflow_capacity
LOC005347,VEH005347,YARD_HOU_01,B,B07,B07-014,2025-06-07 01:38:00,0,0,1,71.0,71.0,optimized,yard_manager,standard_storage
LOC005348,VEH005348,YARD_DAL_01,B,B03,B03-009,2025-06-25 05:45:00,0,0,1,89.1,89.1,priority_based,simulation,standard_storage
LOC005349,VEH005349,YARD_HOU_01,FA,FA04,FA04-010,2025-04-26 02:39:00,0,0,1,84.1,84.1,optimized,system,overflow_capacity
LOC005350,VEH005350,YARD_DAL_01,OF,OF11,OF11-006,2025-04-22 05:20:00,0,0,1,71.4,71.4,priority_based,yard_manager,special_equipment
LOC005351,VEH005351,YARD_AUS_01,B,B17,B17-009,2025-02-07 01:42:00,0,0,1,82.7,82.7,optimized,system,high_priority
LOC005352,VEH005352,YARD_HOU_01,B,B13,B13-011,2025-05-21 07:23:00,0,0,1,67.2,67.2,priority_based,system,standard_storage
LOC005353,VEH005353,YARD_DAL_01,A,A08,A08-016,2025-02-07 05:14:00,0,0,1,85.0,85.0,random,system,overflow_capacity
LOC005354,VEH005354,YARD_AUS_01,B,B11,B11-019,2025-02-27 02:06:00,0,0,1,74.0,74.0,first_available,yard_manager,special_equipment
LOC005355,VEH005355,YARD_DAL_01,B,B04,B04-012,2025-04-04 05:01:00,0,0,1,76.2,76.2,priority_based,yard_manager,high_priority
LOC005356,VEH005356,YARD_OKC_01,FA,FA02,FA02-004,2025-01-06 04:19:00,0,0,1,90.9,90.9,priority_based,system,long_term_hold
LOC005357,VEH005357,YARD_OKC_01,HV,HV05,HV05-024,2025-02-20 08:03:00,0,0,1,88.6,88.6,random,yard_manager,high_priority
LOC005358,VEH005358,YARD_DAL_01,FA,FA01,FA01-001,2025-07-19 08:39:00,0,0,1,76.5,76.5,optimized,yard_manager,special_equipment
LOC005359,VEH005359,YARD_AUS_01,A,A01,A01-016,2025-01-06 07:48:00,0,0,1,91.7,91.7,first_available,simulation,long_term_hold
LOC005360,VEH005360,YARD_DAL_01,A,A17,A17-022,2025-04-26 04:34:00,0,0,1,93.4,93.4,priority_based,system,high_priority
LOC005361,VEH005361,YARD_OKC_01,B,B01,B01-024,2025-03-20 07:43:00,0,0,1,78.5,78.5,priority_based,system,overflow_capacity
LOC005362,VEH005362,YARD_HOU_01,FA,FA18,FA18-024,2025-01-09 07:46:00,0,0,1,80.0,80.0,optimized,yard_manager,standard_storage
LOC005363,VEH005363,YARD_OKC_01,B,B06,B06-025,2025-06-30 02:31:00,0,0,1,80.1,80.1,first_available,system,special_equipment
LOC005364,VEH005364,YARD_HOU_01,B,B15,B15-010,2025-03-10 02:32:00,0,0,1,64.5,64.5,optimized,system,high_priority
LOC005365,VEH005365,YARD_OKC_01,HV,HV15,HV15-005,2025-05-10 01:44:00,0,0,1,69.6,69.6,random,system,long_term_hold
LOC005366,VEH005366,YARD_AUS_01,NR,NR05,NR05-011,2025-01-17 05:23:00,0,0,1,81.6,81.6,random,yard_manager,standard_storage
LOC005367,VEH005367,YARD_DAL_01,LTH,LTH20,LTH20-001,2025-04-21 01:14:00,0,0,1,74.8,74.8,random,system,high_priority
LOC005368,VEH005368,YARD_AUS_01,B,B17,B17-002,2025-07-12 02:08:00,0,0,1,83.4,83.4,first_available,system,special_equipment
LOC005369,VEH005369,YARD_HOU_01,NR,NR14,NR14-003,2025-06-08 02:00:00,0,0,1,70.2,70.2,priority_based,simulation,long_term_hold
LOC005370,VEH005370,YARD_HOU_01,OF,OF14,OF14-022,2025-05-06 01:08:00,0,0,1,91.6,91.6,first_available,system,long_term_hold
LOC005371,VEH005371,YARD_OKC_01,HV,HV08,HV08-019,2025-03-02 03:03:00,0,0,1,73.3,73.3,priority_based,yard_manager,special_equipment
LOC005372,VEH005372,YARD_DAL_01,FA,FA15,FA15-001,2025-05-13 02:41:00,0,0,1,92.6,92.6,optimized,system,special_equipment
LOC005373,VEH005373,YARD_AUS_01,OF,OF14,OF14-001,2025-06-14 07:57:00,0,0,1,96.3,96.3,first_available,yard_manager,high_priority
LOC005374,VEH005374,YARD_AUS_01,NR,NR05,NR05-004,2025-03-23 06:14:00,0,0,1,80.5,80.5,first_available,yard_manager,special_equipment
LOC005375,VEH005375,YARD_HOU_01,A,A13,A13-010,2025-05-06 01:40:00,0,0,1,80.0,80.0,random,simulation,overflow_capacity
LOC005376,VEH005376,YARD_OKC_01,B,B10,B10-016,2025-06-10 08:33:00,0,0,1,88.8,88.8,priority_based,system,high_priority
LOC005377,VEH005377,YARD_HOU_01,OF,OF08,OF08-004,2025-05-19 07:36:00,0,0,1,72.7,72.7,first_available,yard_manager,long_term_hold
LOC005378,VEH005378,YARD_DAL_01,B,B14,B14-021,2025-02-04 04:29:00,0,0,1,84.2,84.2,priority_based,system,overflow_capacity
LOC005379,VEH005379,YARD_DAL_01,NR,NR18,NR18-022,2025-05-01 06:08:00,0,0,1,66.4,66.4,random,system,standard_storage
LOC005380,VEH005380,YARD_AUS_01,HV,HV06,HV06-020,2025-05-28 02:26:00,0,0,1,83.9,83.9,first_available,system,overflow_capacity
LOC005381,VEH005381,YARD_HOU_01,OF,OF02,OF02-014,2025-05-28 04:43:00,0,0,1,100,100,first_available,yard_manager,high_priority
LOC005382,VEH005382,YARD_AUS_01,HV,HV10,HV10-018,2025-01-08 08:54:00,0,0,1,74.3,74.3,priority_based,system,overflow_capacity
LOC005383,VEH005383,YARD_DAL_01,OF,OF10,OF10-017,2025-01-04 06:03:00,0,0,1,72.1,72.1,priority_based,system,long_term_hold
LOC005384,VEH005384,YARD_OKC_01,LTH,LTH05,LTH05-012,2025-04-07 02:37:00,0,0,1,87.7,87.7,first_available,system,special_equipment
LOC005385,VEH005385,YARD_DAL_01,B,B13,B13-025,2025-06-07 02:16:00,0,0,1,85.9,85.9,optimized,simulation,special_equipment
LOC005386,VEH005386,YARD_HOU_01,FA,FA14,FA14-012,2025-03-11 02:15:00,0,0,1,95.8,95.8,priority_based,system,long_term_hold
LOC005387,VEH005387,YARD_HOU_01,A,A14,A14-020,2025-05-09 02:16:00,0,0,1,68.1,68.1,random,system,standard_storage
LOC005388,VEH005388,YARD_DAL_01,HV,HV20,HV20-006,2025-04-14 05:36:00,0,0,1,63.9,63.9,first_available,system,long_term_hold
LOC005389,VEH005389,YARD_HOU_01,A,A04,A04-004,2025-07-14 02:59:00,0,0,1,86.5,86.5,optimized,yard_manager,overflow_capacity
LOC005390,VEH005390,YARD_AUS_01,NR,NR04,NR04-015,2025-06-11 07:22:00,0,0,1,92.2,92.2,first_available,yard_manager,overflow_capacity
LOC005391,VEH005391,YARD_HOU_01,B,B10,B10-023,2025-04-22 04:52:00,0,0,1,79.4,79.4,priority_based,system,long_term_hold
LOC005392,VEH005392,YARD_AUS_01,B,B09,B09-013,2025-06-12 03:37:00,0,0,1,65.5,65.5,priority_based,system,overflow_capacity
LOC005393,VEH005393,YARD_AUS_01,B,B12,B12-008,2025-02-18 05:02:00,0,0,1,75.7,75.7,optimized,yard_manager,special_equipment
LOC005394,VEH005394,YARD_DAL_01,LTH,LTH01,LTH01-007,2025-02-05 03:11:00,0,0,1,92.0,92.0,first_available,system,special_equipment
LOC005395,VEH005395,YARD_DAL_01,FA,FA13,FA13-009,2025-07-14 04:32:00,0,0,1,84.2,84.2,priority_based,yard_manager,long_term_hold
LOC005396,VEH005396,YARD_OKC_01,A,A07,A07-020,2025-05-30 01:36:00,0,0,1,76.6,76.6,first_available,simulation,standard_storage
LOC005397,VEH005397,YARD_OKC_01,B,B19,B19-022,2025-05-10 04:24:00,0,0,1,72.7,72.7,priority_based,simulation,overflow_capacity
LOC005398,VEH005398,YARD_OKC_01,B,B16,B16-020,2025-02-07 06:40:00,0,0,1,66.9,66.9,priority_based,system,overflow_capacity
