retrieval_id,vehicle_id,yard_id,request_time,retrieval_start_time,retrieval_end_time,handoff_time,requested_by,pickup_type,retrieval_duration_minutes,wait_time_minutes,start_delay_minutes,travel_distance_meters,blocked_vehicle_count,equipment_used,staff_id,retrieval_success_flag,delay_flag,delay_reason,weather_condition,time_of_day,day_of_week
RET002680,VEH002718,YARD_HOU_01,2025-03-28 13:21:00,2025-03-28 13:50:00,2025-03-28 14:06:27,2025-03-28 14:23:27,buyer,customer_pickup,16.5,62.5,29,537,1,none,STF060,1,1,congestion,rain,midday,Friday
RET002681,VEH008435,YARD_OKC_01,2025-05-27 14:49:00,2025-05-27 15:15:00,2025-05-27 15:39:54,2025-05-27 15:53:54,carrier,carrier_pickup,24.9,64.9,26,195,0,none,STF063,1,1,title_issue,storm,midday,Tuesday
RET002682,VEH007141,YARD_DAL_01,2025-03-30 10:13:00,2025-03-30 10:30:00,2025-03-30 11:14:06,2025-03-30 11:24:06,carrier,carrier_pickup,44.1,71.1,17,1563,5,forklift,STF049,1,1,blocked_access,storm,morning,Sunday
RET002683,VEH004449,YARD_AUS_01,2025-07-17 12:08:00,2025-07-17 12:26:00,2025-07-17 12:58:09,2025-07-17 13:04:09,buyer,carrier_pickup,32.2,56.2,18,882,0,none,STF004,1,1,blocked_access,rain,afternoon,Thursday
RET002684,VEH000129,YARD_OKC_01,2025-03-25 10:22:00,2025-03-25 10:48:00,2025-03-25 11:17:30,2025-03-25 11:21:30,insurance_partner,carrier_pickup,29.5,59.5,26,511,3,none,STF064,1,1,vehicle_not_found,clear,morning,Tuesday
RET002685,VEH005837,YARD_OKC_01,2025-04-10 08:58:00,2025-04-10 09:19:00,2025-04-10 09:37:12,2025-04-10 09:47:12,buyer,customer_pickup,18.2,49.2,21,677,1,none,STF038,1,1,congestion,extreme_heat,afternoon,Thursday
RET002686,VEH000515,YARD_DAL_01,2025-06-01 11:04:00,2025-06-01 11:17:00,2025-06-01 12:16:14,2025-06-01 12:20:14,buyer,carrier_pickup,59.2,76.2,13,612,6,none,STF014,1,1,congestion,extreme_heat,morning,Sunday
RET002687,VEH006632,YARD_AUS_01,2025-03-23 09:10:00,2025-03-23 09:37:00,2025-03-23 09:49:52,2025-03-23 09:53:52,buyer,carrier_pickup,12.9,43.9,27,474,0,none,STF013,1,0,none,clear,morning,Sunday
RET002688,VEH009799,YARD_HOU_01,2025-08-24 14:37:00,2025-08-24 14:56:00,2025-08-24 15:54:33,2025-08-24 16:10:33,buyer,carrier_pickup,58.6,93.6,19,860,3,none,STF049,1,1,congestion,clear,afternoon,Sunday
RET002689,VEH004600,YARD_AUS_01,2025-03-30 11:15:00,2025-03-30 11:35:00,2025-03-30 12:04:24,2025-03-30 12:08:24,internal_ops,auction_staging,29.4,53.4,20,317,3,none,STF046,1,1,blocked_access,clear,afternoon,Sunday
RET002690,VEH000801,YARD_HOU_01,2025-07-13 16:55:00,2025-07-13 17:01:00,2025-07-13 17:32:23,2025-07-13 17:41:23,insurance_partner,carrier_pickup,31.4,46.4,6,195,0,none,STF009,1,1,congestion,clear,midday,Sunday
RET002691,VEH001422,YARD_OKC_01,2025-05-06 09:45:00,2025-05-06 09:45:00,2025-05-06 10:03:07,2025-05-06 10:17:07,buyer,carrier_pickup,18.1,32.1,0,610,0,none,STF069,1,0,none,clear,evening,Tuesday
RET002692,VEH007264,YARD_DAL_01,2025-08-02 08:47:00,2025-08-02 09:11:00,2025-08-02 09:34:00,2025-08-02 09:52:00,buyer,carrier_pickup,23.0,65.0,24,437,0,none,STF070,1,1,congestion,extreme_heat,evening,Saturday
RET002693,VEH002334,YARD_DAL_01,2025-04-29 14:34:00,2025-04-29 14:41:00,2025-04-29 15:34:40,2025-04-29 15:46:40,insurance_partner,carrier_pickup,53.7,72.7,7,1338,3,forklift,STF046,1,1,weather,rain,midday,Tuesday
RET002694,VEH003844,YARD_DAL_01,2025-02-10 13:33:00,2025-02-10 13:39:00,2025-02-10 14:32:01,2025-02-10 14:48:01,buyer,carrier_pickup,53.0,75.0,6,630,4,none,STF022,1,1,blocked_access,extreme_heat,midday,Monday
RET002695,VEH006719,YARD_AUS_01,2025-08-06 12:35:00,2025-08-06 12:42:00,2025-08-06 13:17:47,2025-08-06 13:22:47,buyer,carrier_pickup,35.8,47.8,7,1084,1,loader,STF019,1,1,weather,rain,afternoon,Wednesday
RET002696,VEH006701,YARD_HOU_01,2025-04-02 13:51:00,2025-04-02 14:19:00,2025-04-02 15:02:49,2025-04-02 15:17:49,carrier,customer_pickup,43.8,86.8,28,99,3,none,STF031,1,1,congestion,clear,morning,Wednesday
RET002697,VEH008631,YARD_HOU_01,2025-06-16 11:36:00,2025-06-16 11:44:00,2025-06-16 12:32:22,2025-06-16 12:45:22,carrier,customer_pickup,48.4,69.4,8,955,3,none,STF030,1,1,equipment_unavailable,clear,afternoon,Monday
RET002698,VEH004027,YARD_OKC_01,2025-03-25 14:45:00,2025-03-25 15:03:00,2025-03-25 15:43:27,2025-03-25 15:47:27,buyer,carrier_pickup,40.5,62.5,18,1111,3,forklift,STF041,1,1,blocked_access,extreme_heat,morning,Tuesday
RET002699,VEH000112,YARD_AUS_01,2025-05-09 13:31:00,2025-05-09 13:43:00,2025-05-09 14:11:39,2025-05-09 14:17:39,internal_ops,carrier_pickup,28.7,46.7,12,1295,0,loader,STF022,1,1,blocked_access,clear,morning,Friday
RET002700,VEH004002,YARD_OKC_01,2025-04-11 11:19:00,2025-04-11 11:36:00,2025-04-11 12:19:27,2025-04-11 12:35:27,buyer,carrier_pickup,43.5,76.5,17,782,2,forklift,STF015,1,1,congestion,clear,evening,Friday
RET002701,VEH007636,YARD_DAL_01,2025-04-28 08:45:00,2025-04-28 08:57:00,2025-04-28 09:28:56,2025-04-28 09:33:56,carrier,internal_move,31.9,48.9,12,124,3,none,STF017,1,1,congestion,storm,midday,Monday
RET002702,VEH008806,YARD_AUS_01,2025-02-06 14:55:00,2025-02-06 15:18:00,2025-02-06 16:03:35,2025-02-06 16:07:35,buyer,customer_pickup,45.6,72.6,23,444,6,none,STF048,1,1,congestion,rain,morning,Thursday
RET002703,VEH002884,YARD_OKC_01,2025-05-15 12:10:00,2025-05-15 12:25:00,2025-05-15 12:34:58,2025-05-15 12:50:58,insurance_partner,carrier_pickup,10.0,41.0,15,271,3,none,STF072,1,0,none,clear,afternoon,Thursday
RET002704,VEH008327,YARD_AUS_01,2025-08-31 08:54:00,2025-08-31 09:13:00,2025-08-31 09:32:21,2025-08-31 09:45:21,carrier,customer_pickup,19.4,51.4,19,180,0,none,STF021,1,1,blocked_access,clear,midday,Sunday
RET002705,VEH000889,YARD_HOU_01,2025-07-13 16:10:00,2025-07-13 16:34:00,2025-07-13 16:54:47,2025-07-13 17:10:47,internal_ops,carrier_pickup,20.8,60.8,24,383,0,none,STF023,1,1,weather,clear,afternoon,Sunday
RET002706,VEH009893,YARD_OKC_01,2025-08-18 10:05:00,2025-08-18 10:28:00,2025-08-18 11:10:27,2025-08-18 11:21:27,buyer,customer_pickup,42.5,76.5,23,680,3,none,STF009,1,1,congestion,clear,morning,Monday
RET002707,VEH008163,YARD_OKC_01,2025-06-05 14:25:00,2025-06-05 14:38:00,2025-06-05 14:57:20,2025-06-05 15:11:20,carrier,carrier_pickup,19.3,46.3,13,154,1,none,STF067,1,1,equipment_unavailable,extreme_heat,afternoon,Thursday
RET002708,VEH009681,YARD_HOU_01,2025-04-09 10:31:00,2025-04-09 10:50:00,2025-04-09 11:23:31,2025-04-09 11:31:31,carrier,carrier_pickup,33.5,60.5,19,986,3,none,STF052,1,1,equipment_unavailable,clear,afternoon,Wednesday
RET002709,VEH002937,YARD_DAL_01,2025-08-22 08:39:00,2025-08-22 08:55:00,2025-08-22 09:30:42,2025-08-22 09:37:42,insurance_partner,auction_staging,35.7,58.7,16,340,2,none,STF008,1,1,equipment_unavailable,clear,afternoon,Friday
RET002710,VEH004860,YARD_HOU_01,2025-02-13 12:42:00,2025-02-13 12:48:00,2025-02-13 12:56:35,2025-02-13 13:04:35,insurance_partner,carrier_pickup,8.6,22.6,6,287,1,none,STF022,1,0,none,clear,morning,Thursday
RET002711,VEH003996,YARD_HOU_01,2025-03-30 13:12:00,2025-03-30 13:23:00,2025-03-30 13:36:36,2025-03-30 13:48:36,buyer,carrier_pickup,13.6,36.6,11,320,0,none,STF033,1,0,none,clear,morning,Sunday
RET002712,VEH003187,YARD_AUS_01,2025-06-02 11:21:00,2025-06-02 11:33:00,2025-06-02 12:08:54,2025-06-02 12:12:54,carrier,internal_move,35.9,51.9,12,417,1,none,STF036,1,1,vehicle_not_found,clear,morning,Monday
RET002713,VEH004968,YARD_OKC_01,2025-09-03 09:42:00,2025-09-03 10:06:00,2025-09-03 10:53:39,2025-09-03 10:58:39,internal_ops,carrier_pickup,47.7,76.7,24,865,1,forklift,STF022,1,1,congestion,clear,morning,Wednesday
RET002714,VEH001431,YARD_DAL_01,2025-06-28 14:01:00,2025-06-28 14:24:00,2025-06-28 15:07:37,2025-06-28 15:22:37,carrier,carrier_pickup,43.6,81.6,23,710,4,forklift,STF033,1,1,title_issue,clear,midday,Saturday
RET002715,VEH007487,YARD_AUS_01,2025-08-21 09:32:00,2025-08-21 10:12:00,2025-08-21 10:57:28,2025-08-21 11:14:28,carrier,customer_pickup,45.5,102.5,40,1020,3,none,STF006,1,1,congestion,clear,midday,Thursday
RET002716,VEH009250,YARD_HOU_01,2025-04-09 13:14:00,2025-04-09 13:37:00,2025-04-09 14:22:43,2025-04-09 14:38:43,carrier,carrier_pickup,45.7,84.7,23,807,3,none,STF053,1,1,equipment_unavailable,clear,midday,Wednesday
RET002717,VEH001024,YARD_HOU_01,2025-08-03 16:43:00,2025-08-03 17:02:00,2025-08-03 17:52:19,2025-08-03 17:59:19,insurance_partner,customer_pickup,50.3,76.3,19,831,5,none,STF039,1,1,congestion,rain,afternoon,Sunday
RET002718,VEH006115,YARD_DAL_01,2025-07-24 11:16:00,2025-07-24 11:30:00,2025-07-24 12:09:21,2025-07-24 12:20:21,carrier,carrier_pickup,39.4,64.4,14,509,3,none,STF049,1,1,equipment_unavailable,snow,afternoon,Thursday
RET002719,VEH005989,YARD_HOU_01,2025-07-31 14:05:00,2025-07-31 14:40:00,2025-07-31 15:11:44,2025-07-31 15:16:44,buyer,internal_move,31.7,71.7,35,292,4,none,STF043,1,1,congestion,clear,midday,Thursday
RET002720,VEH007269,YARD_AUS_01,2025-05-13 08:38:00,2025-05-13 08:49:00,2025-05-13 09:21:34,2025-05-13 09:30:34,carrier,customer_pickup,32.6,52.6,11,686,2,none,STF069,0,1,blocked_access,rain,morning,Tuesday
RET002721,VEH000937,YARD_HOU_01,2025-04-25 15:10:00,2025-04-25 15:30:00,2025-04-25 16:16:02,2025-04-25 16:28:02,carrier,carrier_pickup,46.0,78.0,20,462,5,none,STF006,1,1,blocked_access,clear,midday,Friday
RET002722,VEH000882,YARD_OKC_01,2025-09-25 14:06:00,2025-09-25 14:35:00,2025-09-25 15:01:43,2025-09-25 15:10:43,internal_ops,internal_move,26.7,64.7,29,377,3,none,STF003,1,1,blocked_access,clear,afternoon,Thursday
RET002723,VEH001376,YARD_HOU_01,2025-08-24 15:01:00,2025-08-24 15:26:00,2025-08-24 16:10:11,2025-08-24 16:25:11,insurance_partner,carrier_pickup,44.2,84.2,25,735,1,none,STF054,1,1,equipment_unavailable,clear,afternoon,Sunday
RET002724,VEH001802,YARD_DAL_01,2025-03-25 13:22:00,2025-03-25 13:51:00,2025-03-25 14:25:30,2025-03-25 14:29:30,buyer,carrier_pickup,34.5,67.5,29,277,1,none,STF020,1,1,blocked_access,clear,morning,Tuesday
RET002725,VEH003573,YARD_OKC_01,2025-05-05 13:56:00,2025-05-05 14:19:00,2025-05-05 15:07:40,2025-05-05 15:15:40,insurance_partner,auction_staging,48.7,79.7,23,923,4,forklift,STF027,1,1,congestion,clear,midday,Monday
RET002726,VEH003325,YARD_HOU_01,2025-08-21 14:56:00,2025-08-21 15:24:00,2025-08-21 15:57:18,2025-08-21 16:06:18,carrier,customer_pickup,33.3,70.3,28,431,5,none,STF040,1,1,equipment_unavailable,clear,morning,Thursday
RET002727,VEH000885,YARD_AUS_01,2025-04-12 13:27:00,2025-04-12 13:40:00,2025-04-12 14:26:28,2025-04-12 14:40:28,insurance_partner,customer_pickup,46.5,73.5,13,664,7,none,STF054,1,1,weather,clear,morning,Saturday
RET002728,VEH008492,YARD_DAL_01,2025-02-28 14:53:00,2025-02-28 15:03:00,2025-02-28 15:18:07,2025-02-28 15:33:07,carrier,customer_pickup,15.1,40.1,10,730,0,none,STF045,1,0,none,clear,evening,Friday
RET002729,VEH007076,YARD_DAL_01,2025-09-10 15:37:00,2025-09-10 15:47:00,2025-09-10 16:11:42,2025-09-10 16:21:42,carrier,customer_pickup,24.7,44.7,10,354,0,none,STF007,1,0,none,clear,afternoon,Wednesday
RET002730,VEH007873,YARD_OKC_01,2025-04-08 11:32:00,2025-04-08 11:37:00,2025-04-08 12:12:18,2025-04-08 12:23:18,carrier,customer_pickup,35.3,51.3,5,649,2,none,STF026,1,1,equipment_unavailable,rain,morning,Tuesday
RET002731,VEH006051,YARD_HOU_01,2025-06-16 10:07:00,2025-06-16 10:25:00,2025-06-16 10:53:17,2025-06-16 11:02:17,buyer,carrier_pickup,28.3,55.3,18,798,2,none,STF015,1,1,blocked_access,rain,afternoon,Monday
RET002732,VEH000467,YARD_DAL_01,2025-05-25 13:26:00,2025-05-25 13:40:00,2025-05-25 14:31:46,2025-05-25 14:47:46,internal_ops,customer_pickup,51.8,81.8,14,835,3,none,STF041,1,1,blocked_access,clear,afternoon,Sunday
RET002733,VEH009500,YARD_AUS_01,2025-03-17 09:46:00,2025-03-17 10:08:00,2025-03-17 10:27:53,2025-03-17 10:39:53,carrier,customer_pickup,19.9,53.9,22,269,0,none,STF014,1,1,blocked_access,clear,evening,Monday
RET002734,VEH009026,YARD_AUS_01,2025-05-11 09:13:00,2025-05-11 09:30:00,2025-05-11 10:11:41,2025-05-11 10:18:41,carrier,carrier_pickup,41.7,65.7,17,813,2,none,STF061,1,1,weather,clear,midday,Sunday
RET002735,VEH007524,YARD_DAL_01,2025-07-27 08:58:00,2025-07-27 09:24:00,2025-07-27 10:20:46,2025-07-27 10:25:46,buyer,carrier_pickup,56.8,87.8,26,407,6,none,STF059,1,1,vehicle_not_found,storm,midday,Sunday
RET002736,VEH008419,YARD_OKC_01,2025-07-15 08:28:00,2025-07-15 08:34:00,2025-07-15 09:28:42,2025-07-15 09:38:42,insurance_partner,carrier_pickup,54.7,70.7,6,564,5,none,STF009,1,1,blocked_access,extreme_heat,morning,Tuesday
RET002737,VEH009007,YARD_HOU_01,2025-02-09 11:20:00,2025-02-09 11:41:00,2025-02-09 12:11:12,2025-02-09 12:15:12,carrier,carrier_pickup,30.2,55.2,21,604,4,jump_starter,STF021,1,1,blocked_access,rain,midday,Sunday
RET002738,VEH002964,YARD_HOU_01,2025-04-03 15:19:00,2025-04-03 15:51:00,2025-04-03 16:04:02,2025-04-03 16:08:02,buyer,customer_pickup,13.0,49.0,32,623,0,none,STF019,1,1,blocked_access,rain,midday,Thursday
RET002739,VEH008704,YARD_HOU_01,2025-08-23 11:51:00,2025-08-23 12:10:00,2025-08-23 12:34:21,2025-08-23 12:52:21,carrier,customer_pickup,24.4,61.4,19,848,2,heavy_tow,STF056,1,1,congestion,clear,afternoon,Saturday
RET002740,VEH007066,YARD_OKC_01,2025-05-27 15:06:00,2025-05-27 15:15:00,2025-05-27 15:52:06,2025-05-27 15:59:06,carrier,auction_staging,37.1,53.1,9,809,4,none,STF019,1,1,blocked_access,clear,morning,Tuesday
RET002741,VEH003670,YARD_OKC_01,2025-05-12 12:55:00,2025-05-12 13:17:00,2025-05-12 13:49:09,2025-05-12 13:55:09,carrier,carrier_pickup,32.2,60.2,22,500,5,jump_starter,STF031,1,1,congestion,rain,afternoon,Monday
RET002742,VEH002967,YARD_DAL_01,2025-07-02 09:09:00,2025-07-02 09:26:00,2025-07-02 10:05:03,2025-07-02 10:10:03,insurance_partner,carrier_pickup,39.1,61.1,17,489,4,none,STF076,1,1,congestion,clear,morning,Wednesday
RET002743,VEH007525,YARD_HOU_01,2025-06-10 15:31:00,2025-06-10 15:36:00,2025-06-10 16:23:00,2025-06-10 16:34:00,carrier,carrier_pickup,47.0,63.0,5,332,4,none,STF027,1,1,congestion,rain,morning,Tuesday
RET002744,VEH005429,YARD_OKC_01,2025-04-15 14:30:00,2025-04-15 14:44:00,2025-04-15 15:30:46,2025-04-15 15:35:46,buyer,carrier_pickup,46.8,65.8,14,723,5,none,STF078,1,1,congestion,clear,midday,Tuesday
RET002745,VEH007102,YARD_DAL_01,2025-04-24 14:29:00,2025-04-24 14:57:00,2025-04-24 15:21:40,2025-04-24 15:37:40,carrier,carrier_pickup,24.7,68.7,28,840,0,none,STF062,1,1,equipment_unavailable,clear,morning,Thursday
RET002746,VEH007944,YARD_HOU_01,2025-03-29 10:32:00,2025-03-29 11:02:00,2025-03-29 12:04:27,2025-03-29 12:09:27,buyer,customer_pickup,62.5,97.5,30,730,7,none,STF044,0,1,congestion,rain,afternoon,Saturday
RET002747,VEH004797,YARD_DAL_01,2025-08-11 13:42:00,2025-08-11 13:58:00,2025-08-11 14:39:17,2025-08-11 14:53:17,carrier,customer_pickup,41.3,71.3,16,872,1,none,STF075,1,1,blocked_access,clear,midday,Monday
RET002748,VEH006643,YARD_HOU_01,2025-07-28 11:07:00,2025-07-28 11:26:00,2025-07-28 12:01:36,2025-07-28 12:14:36,internal_ops,carrier_pickup,35.6,67.6,19,1841,2,loader,STF054,1,1,congestion,clear,afternoon,Monday
RET002749,VEH003154,YARD_OKC_01,2025-05-01 15:30:00,2025-05-01 15:39:00,2025-05-01 16:03:52,2025-05-01 16:08:52,carrier,carrier_pickup,24.9,38.9,9,406,2,none,STF026,1,0,none,clear,morning,Thursday
RET002750,VEH005247,YARD_OKC_01,2025-05-01 15:17:00,2025-05-01 15:29:00,2025-05-01 16:08:28,2025-05-01 16:19:28,buyer,carrier_pickup,39.5,62.5,12,783,4,none,STF050,1,1,blocked_access,clear,midday,Thursday
RET002751,VEH002787,YARD_HOU_01,2025-06-21 11:52:00,2025-06-21 12:04:00,2025-06-21 12:55:18,2025-06-21 13:00:18,internal_ops,carrier_pickup,51.3,68.3,12,907,4,none,STF076,1,1,congestion,extreme_heat,midday,Saturday
RET002752,VEH001273,YARD_OKC_01,2025-05-20 13:23:00,2025-05-20 13:27:00,2025-05-20 14:13:47,2025-05-20 14:27:47,buyer,customer_pickup,46.8,64.8,4,694,2,none,STF018,1,1,equipment_unavailable,storm,evening,Tuesday
RET002753,VEH006321,YARD_AUS_01,2025-04-26 14:59:00,2025-04-26 15:17:00,2025-04-26 16:03:04,2025-04-26 16:19:04,carrier,carrier_pickup,46.1,80.1,18,521,3,none,STF035,1,1,congestion,clear,afternoon,Saturday
RET002754,VEH008765,YARD_OKC_01,2025-02-20 15:25:00,2025-02-20 15:37:00,2025-02-20 16:00:01,2025-02-20 16:18:01,carrier,internal_move,23.0,53.0,12,426,3,jump_starter,STF067,1,1,title_issue,clear,afternoon,Thursday
RET002755,VEH004211,YARD_OKC_01,2025-03-30 08:30:00,2025-03-30 08:36:00,2025-03-30 09:09:26,2025-03-30 09:15:26,carrier,carrier_pickup,33.4,45.4,6,399,1,none,STF047,1,1,vehicle_not_found,clear,afternoon,Sunday
RET002756,VEH005025,YARD_DAL_01,2025-06-01 10:00:00,2025-06-01 10:09:00,2025-06-01 10:32:24,2025-06-01 10:48:24,insurance_partner,auction_staging,23.4,48.4,9,618,0,none,STF017,1,1,congestion,clear,midday,Sunday
RET002757,VEH009566,YARD_AUS_01,2025-02-26 15:26:00,2025-02-26 15:42:00,2025-02-26 16:14:26,2025-02-26 16:27:26,buyer,carrier_pickup,32.4,61.4,16,304,1,none,STF067,1,1,title_issue,clear,morning,Wednesday
RET002758,VEH002991,YARD_AUS_01,2025-07-29 16:46:00,2025-07-29 16:52:00,2025-07-29 17:10:29,2025-07-29 17:28:29,insurance_partner,carrier_pickup,18.5,42.5,6,651,0,none,STF030,1,0,none,clear,midday,Tuesday
RET002759,VEH000651,YARD_HOU_01,2025-06-17 14:03:00,2025-06-17 14:33:00,2025-06-17 15:23:21,2025-06-17 15:40:21,carrier,carrier_pickup,50.4,97.4,30,484,6,none,STF052,1,1,congestion,clear,afternoon,Tuesday
RET002760,VEH008683,YARD_OKC_01,2025-05-19 15:46:00,2025-05-19 16:11:00,2025-05-19 16:45:54,2025-05-19 16:53:54,buyer,carrier_pickup,34.9,67.9,25,2056,2,forklift,STF018,1,1,weather,rain,midday,Monday
RET002761,VEH004506,YARD_AUS_01,2025-04-16 15:03:00,2025-04-16 15:03:00,2025-04-16 15:34:18,2025-04-16 15:42:18,carrier,carrier_pickup,31.3,39.3,0,190,2,none,STF071,1,1,blocked_access,storm,afternoon,Wednesday
RET002762,VEH007707,YARD_AUS_01,2025-08-30 11:49:00,2025-08-30 11:53:00,2025-08-30 12:32:45,2025-08-30 12:45:45,carrier,internal_move,39.8,56.8,4,810,2,none,STF033,1,1,congestion,extreme_heat,midday,Saturday
RET002763,VEH002883,YARD_AUS_01,2025-04-06 15:44:00,2025-04-06 16:00:00,2025-04-06 16:49:46,2025-04-06 16:56:46,buyer,customer_pickup,49.8,72.8,16,701,4,none,STF004,1,1,weather,storm,afternoon,Sunday
RET002764,VEH008288,YARD_OKC_01,2025-06-26 08:21:00,2025-06-26 08:40:00,2025-06-26 09:03:19,2025-06-26 09:20:19,internal_ops,customer_pickup,23.3,59.3,19,435,1,none,STF002,1,1,equipment_unavailable,clear,morning,Thursday
RET002765,VEH009859,YARD_DAL_01,2025-07-20 12:08:00,2025-07-20 12:19:00,2025-07-20 13:26:06,2025-07-20 13:41:06,buyer,customer_pickup,67.1,93.1,11,695,6,none,STF076,1,1,congestion,extreme_heat,morning,Sunday
RET002766,VEH005683,YARD_DAL_01,2025-02-15 14:36:00,2025-02-15 15:05:00,2025-02-15 15:54:55,2025-02-15 16:05:55,internal_ops,customer_pickup,49.9,89.9,29,1163,0,forklift,STF046,1,1,equipment_unavailable,clear,afternoon,Saturday
RET002767,VEH005707,YARD_OKC_01,2025-02-05 11:38:00,2025-02-05 12:05:00,2025-02-05 12:25:27,2025-02-05 12:29:27,buyer,carrier_pickup,20.5,51.5,27,221,1,none,STF038,1,1,congestion,rain,morning,Wednesday
RET002768,VEH008767,YARD_AUS_01,2025-08-20 13:35:00,2025-08-20 13:52:00,2025-08-20 14:24:48,2025-08-20 14:40:48,insurance_partner,carrier_pickup,32.8,65.8,17,637,4,none,STF041,1,1,vehicle_not_found,rain,morning,Wednesday
RET002769,VEH006339,YARD_DAL_01,2025-03-16 08:39:00,2025-03-16 09:08:00,2025-03-16 09:52:53,2025-03-16 10:07:53,carrier,carrier_pickup,44.9,88.9,29,477,4,none,STF014,1,1,title_issue,clear,afternoon,Sunday
RET002770,VEH005642,YARD_DAL_01,2025-05-24 14:45:00,2025-05-24 14:52:00,2025-05-24 15:45:03,2025-05-24 15:53:03,carrier,customer_pickup,53.1,68.1,7,1268,5,tow_truck,STF023,1,1,congestion,clear,morning,Saturday
RET002771,VEH003797,YARD_DAL_01,2025-01-17 11:07:00,2025-01-17 11:37:00,2025-01-17 12:32:09,2025-01-17 12:37:09,buyer,carrier_pickup,55.2,90.2,30,1936,5,forklift,STF019,1,1,blocked_access,extreme_heat,afternoon,Friday
RET002772,VEH004684,YARD_OKC_01,2025-03-29 09:48:00,2025-03-29 10:07:00,2025-03-29 10:54:51,2025-03-29 11:01:51,buyer,carrier_pickup,47.9,73.9,19,407,2,none,STF067,1,1,equipment_unavailable,clear,afternoon,Saturday
RET002773,VEH003747,YARD_HOU_01,2025-07-26 09:36:00,2025-07-26 10:07:00,2025-07-26 11:02:50,2025-07-26 11:18:50,carrier,carrier_pickup,55.8,102.8,31,675,6,none,STF069,1,1,congestion,clear,midday,Saturday
RET002774,VEH005124,YARD_AUS_01,2025-04-29 15:13:00,2025-04-29 15:22:00,2025-04-29 15:43:09,2025-04-29 15:55:09,buyer,carrier_pickup,21.2,42.2,9,773,0,none,STF027,1,0,none,clear,morning,Tuesday
RET002775,VEH009757,YARD_AUS_01,2025-06-14 09:24:00,2025-06-14 09:37:00,2025-06-14 09:53:10,2025-06-14 10:07:10,buyer,carrier_pickup,16.2,43.2,13,230,0,none,STF063,1,0,none,clear,midday,Saturday
RET002776,VEH000197,YARD_HOU_01,2025-08-13 16:17:00,2025-08-13 16:24:00,2025-08-13 16:45:14,2025-08-13 16:53:14,carrier,carrier_pickup,21.2,36.2,7,406,2,none,STF061,1,0,none,clear,midday,Wednesday
RET002777,VEH002415,YARD_DAL_01,2025-03-25 08:52:00,2025-03-25 08:59:00,2025-03-25 09:02:00,2025-03-25 09:14:00,buyer,carrier_pickup,3.0,22.0,7,354,0,none,STF060,1,0,none,clear,morning,Tuesday
RET002778,VEH005725,YARD_HOU_01,2025-04-01 09:40:00,2025-04-01 09:51:00,2025-04-01 10:45:22,2025-04-01 11:03:22,buyer,carrier_pickup,54.4,83.4,11,482,7,none,STF079,1,1,weather,rain,midday,Tuesday
RET002779,VEH006846,YARD_OKC_01,2025-07-02 14:53:00,2025-07-02 15:04:00,2025-07-02 15:35:31,2025-07-02 15:43:31,carrier,carrier_pickup,31.5,50.5,11,474,0,none,STF019,1,1,congestion,storm,midday,Wednesday
RET002780,VEH005406,YARD_HOU_01,2025-07-20 08:47:00,2025-07-20 09:08:00,2025-07-20 10:00:53,2025-07-20 10:14:53,buyer,customer_pickup,52.9,87.9,21,586,7,none,STF069,1,1,weather,clear,midday,Sunday
RET002781,VEH006574,YARD_OKC_01,2025-06-04 15:28:00,2025-06-04 15:47:00,2025-06-04 16:29:59,2025-06-04 16:36:59,internal_ops,customer_pickup,43.0,69.0,19,2184,3,forklift,STF078,1,1,congestion,clear,afternoon,Wednesday
RET002782,VEH004667,YARD_HOU_01,2025-04-24 09:30:00,2025-04-24 09:33:00,2025-04-24 09:51:17,2025-04-24 10:07:17,internal_ops,carrier_pickup,18.3,37.3,3,291,1,none,STF049,1,0,none,clear,midday,Thursday
RET002783,VEH001165,YARD_AUS_01,2025-09-08 08:23:00,2025-09-08 08:43:00,2025-09-08 09:29:35,2025-09-08 09:47:35,insurance_partner,carrier_pickup,46.6,84.6,20,920,5,none,STF039,1,1,vehicle_not_found,clear,morning,Monday
RET002784,VEH005294,YARD_AUS_01,2025-07-12 14:07:00,2025-07-12 14:17:00,2025-07-12 14:36:46,2025-07-12 14:47:46,buyer,customer_pickup,19.8,40.8,10,636,0,none,STF073,1,0,none,rain,morning,Saturday
RET002785,VEH004419,YARD_OKC_01,2025-06-03 16:12:00,2025-06-03 16:31:00,2025-06-03 17:11:08,2025-06-03 17:16:08,buyer,customer_pickup,40.1,64.1,19,372,5,none,STF001,1,1,equipment_unavailable,rain,midday,Tuesday
RET002786,VEH009955,YARD_HOU_01,2025-03-09 10:04:00,2025-03-09 10:21:00,2025-03-09 11:03:32,2025-03-09 11:16:32,buyer,carrier_pickup,42.5,72.5,17,982,3,forklift,STF049,1,1,blocked_access,clear,afternoon,Sunday
RET002787,VEH004258,YARD_OKC_01,2025-06-03 15:51:00,2025-06-03 16:15:00,2025-06-03 16:39:44,2025-06-03 16:51:44,buyer,carrier_pickup,24.7,60.7,24,413,2,jump_starter,STF026,1,1,congestion,clear,evening,Tuesday
RET002788,VEH003590,YARD_AUS_01,2025-09-20 15:18:00,2025-09-20 15:39:00,2025-09-20 16:13:15,2025-09-20 16:18:15,buyer,internal_move,34.3,60.3,21,767,3,none,STF011,1,1,blocked_access,clear,midday,Saturday
